	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_051608_NC_051608_1	NC_051608	NC_051608	1	69	209	1	E								0
NC_051608_NC_051608_2	NC_051608	NC_051608	2	206	415	1	E								0
NC_051608_NC_051608_3	NC_051608	NC_051608	3	715	918	1	E								0
NC_051608_NC_051608_4	NC_051608	NC_051608	4	911	1138	1	E								0
NC_051608_NC_051608_5	NC_051608	NC_051608	5	1110	2546	1	D			Terminase large subunit, endonuclease domain [PF20441.1]					0
NC_051608_NC_051608_6	NC_051608	NC_051608	6	2558	4111	1	D			Phage portal protein, SPP1 Gp6-like [PF05133.17]					0
NC_051608_NC_051608_7	NC_051608	NC_051608	7	4056	6641	1	E								0
NC_051608_NC_051608_8	NC_051608	NC_051608	8	6638	6826	1	E								0
NC_051608_NC_051608_9	NC_051608	NC_051608	9	6928	7482	1	E								0
NC_051608_NC_051608_10	NC_051608	NC_051608	10	7548	8483	1	D			Phage capsid family [PF05065.16]					0
NC_051608_NC_051608_11	NC_051608	NC_051608	11	8652	9026	1	E								0
NC_051608_NC_051608_12	NC_051608	NC_051608	12	9026	9418	1	E								0
NC_051608_NC_051608_13	NC_051608	NC_051608	13	9408	9686	1	E								0
NC_051608_NC_051608_14	NC_051608	NC_051608	14	9683	10099	1	E								0
NC_051608_NC_051608_15	NC_051608	NC_051608	15	10249	10860	1	E								0
NC_051608_NC_051608_16	NC_051608	NC_051608	16	11036	11491	1	E								0
NC_051608_NC_051608_17	NC_051608	NC_051608	17	11674	11907	1	E								0
NC_051608_NC_051608_18	NC_051608	NC_051608	18	11907	16097	1	D			Tape measure protein [PF20155.2]					0
NC_051608_NC_051608_19	NC_051608	NC_051608	19	16204	17340	1	E								0
NC_051608_NC_051608_20	NC_051608	NC_051608	20	17340	19106	1	E								0
NC_051608_NC_051608_21	NC_051608	NC_051608	21	19106	19603	1	E								0
