	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_055736_1	NC_055736	NC_055736	1	3	95	-1	E			YP_010093444.1	YP_010093444.1 hypothetical protein KNT80_gp01, partial [Vibrio phage 1.245.O._10N.261.54.C7]	False	0.925	63.0	6.624e-13												0	False	F
NC_055736_2	NC_055736	NC_055736	2	427	639	-1	E			YP_010093445.1	YP_010093445.1 hypothetical protein KNT80_gp02 [Vibrio phage 1.245.O._10N.261.54.C7]	False	1.0	154.0	5.781e-44									VOG30070	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055736_3	NC_055736	NC_055736	3	636	794	-1	E			YP_010093446.1	YP_010093446.1 TMhelix containing protein [Vibrio phage 1.245.O._10N.261.54.C7]	False	0.971	109.0	1.537e-28									VOG30073	REFSEQ TMhelix containing protein; Xu	Xu	0	False	F
NC_055736_4	NC_055736	NC_055736	4	961	1185	-1	E			YP_010093447.1	YP_010093447.1 hypothetical protein KNT80_gp04 [Vibrio phage 1.245.O._10N.261.54.C7]	False	0.976	154.0	5.151999999999999e-44												0	False	F
NC_055736_5	NC_055736	NC_055736	5	1182	1424	-1	E			YP_010093448.1	YP_010093448.1 hypothetical protein KNT80_gp05 [Vibrio phage 1.245.O._10N.261.54.C7]	False	0.958	164.0	4.796e-47									VOG30071	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055736_6	NC_055736	NC_055736	6	1421	1636	-1	E			YP_010093449.1	YP_010093449.1 hypothetical protein KNT80_gp06 [Vibrio phage 1.245.O._10N.261.54.C7]	False	0.994	151.0	5.576e-43									VOG30072	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055736_7	NC_055736	NC_055736	7	1633	1842	-1	E			YP_010093450.1	YP_010093450.1 hypothetical protein KNT80_gp07 [Vibrio phage 1.245.O._10N.261.54.C7]	False	0.959	141.0	1.381e-39												0	False	F
NC_055736_8	NC_055736	NC_055736	8	1829	1999	-1	E			YP_010093451.1	YP_010093451.1 hypothetical protein KNT80_gp08 [Vibrio phage 1.245.O._10N.261.54.C7]	False	0.978	118.0	1.285e-31									VOG30074	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055736_9	NC_055736	NC_055736	9	1987	2184	-1	E			YP_010093452.1	YP_010093452.1 hypothetical protein KNT80_gp09 [Vibrio phage 1.245.O._10N.261.54.C7]	False	1.0	149.0	3.775e-42									VOG30075	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055736_10	NC_055736	NC_055736	10	2168	2329	-1	E			YP_010093357.1	YP_010093357.1 hypothetical protein KNT79_gp07 [Vibrio phage 1.238.A._10N.261.52.F10]	False	0.964	110.0	6.253e-29									VOG30076	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055736_11	NC_055736	NC_055736	11	2333	2515	-1	E			YP_010093454.1	YP_010093454.1 hypothetical protein KNT80_gp11 [Vibrio phage 1.245.O._10N.261.54.C7]	False	1.0	137.0	2.849e-38									VOG30077	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055736_12	NC_055736	NC_055736	12	2508	2708	-1	E			YP_010093359.1	YP_010093359.1 hypothetical protein KNT79_gp09 [Vibrio phage 1.238.A._10N.261.52.F10]	False	1.0	145.0	6.865e-41									VOG30078	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055736_13	NC_055736	NC_055736	13	2809	3501	1	E			YP_010093360.1	YP_010093360.1 hypothetical protein KNT79_gp10 [Vibrio phage 1.238.A._10N.261.52.F10]	True	0.931	451.0	1.34e-143									VOG09193	REFSEQ hypothetical protein; Xu	Xu	0	False	F
