	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_010237_NC_010237_1	NC_010237	NC_010237	1	29	1339	-1	C	K14059	integrase								Arm DNA-binding domain [PF12167.11]; Phage integrase family [PF00589.25]					0
NC_010237_NC_010237_2	NC_010237	NC_010237	2	1392	1676	-1	D										Putative excisionase (DUF1233) [PF06806.15]					0
NC_010237_NC_010237_3	NC_010237	NC_010237	3	1762	2061	-1	E															0
NC_010237_NC_010237_4	NC_010237	NC_010237	4	2133	2417	-1	E															0
NC_010237_NC_010237_5	NC_010237	NC_010237	5	2410	3033	-1	D										Protein of unknown function (DUF551) [PF04448.15]					0
NC_010237_NC_010237_6	NC_010237	NC_010237	6	3037	3324	-1	E															0
NC_010237_NC_010237_7	NC_010237	NC_010237	7	3326	3544	-1	D										Protein of unknown function (DUF4014) [PF13198.9]					0
NC_010237_NC_010237_8	NC_010237	NC_010237	8	3546	3761	-1	E															0
NC_010237_NC_010237_9	NC_010237	NC_010237	9	3763	3951	-1	E															0
NC_010237_NC_010237_10	NC_010237	NC_010237	10	3948	4103	-1	E															0
NC_010237_NC_010237_11	NC_010237	NC_010237	11	4103	4876	-1	D										Ead/Ea22-like protein [PF13935.9]					0
NC_010237_NC_010237_12	NC_010237	NC_010237	12	4873	5094	-1	D										Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]					0
NC_010237_NC_010237_13	NC_010237	NC_010237	13	5193	5408	-1	E															0
NC_010237_NC_010237_14	NC_010237	NC_010237	14	5485	5676	-1	D										Protein of unknown function (DUF1382) [PF07131.14]					0
NC_010237_NC_010237_15	NC_010237	NC_010237	15	5649	5831	-1	D										Protein of unknown function (DUF1317) [PF07026.14]					0
NC_010237_NC_010237_16	NC_010237	NC_010237	16	5831	6508	-1	C	K01143	Enterobacteriaceae phage exonuclease [EC:3.1.11.3]								YqaJ-like viral recombinase domain [PF09588.13]; Viral alkaline exonuclease [PF01771.20]					0
NC_010237_NC_010237_17	NC_010237	NC_010237	17	6505	7290	-1	D										RecT family [PF03837.17]					0
NC_010237_NC_010237_18	NC_010237	NC_010237	18	7296	7592	-1	D										Host-nuclease inhibitor protein Gam [PF06064.14]					0
NC_010237_NC_010237_19	NC_010237	NC_010237	19	7668	7811	-1	D			MER0124257	I75	MER0124257 - bacteriophage lambda CIII protein (Escherichia coli) [I75.001]#I75#{inhibitor unit: 1-91}~source WP_001445052~	False	0.902	91.0	3.49e-22	Bacteriophage lambda Kil protein [PF06301.14]					0
NC_010237_NC_010237_20	NC_010237	NC_010237	20	7780	7944	-1	D			MER0094396	I75	MER0094396 - bacteriophage lambda CIII protein () [I75.001]#I75#{inhibitor unit: 1-54}~source AAD25422~	False	1.0	124.0	1.845e-33	Lambda Phage CIII [PF02061.19]					0
NC_010237_NC_010237_21	NC_010237	NC_010237	21	8017	8385	-1	D										Protein of unknown function (DUF2528) [PF10800.11]					0
NC_010237_NC_010237_22	NC_010237	NC_010237	22	8536	9006	-1	E															0
NC_010237_NC_010237_23	NC_010237	NC_010237	23	9065	9448	-1	E															0
NC_010237_NC_010237_24	NC_010237	NC_010237	24	9937	10101	-1	E															0
NC_010237_NC_010237_25	NC_010237	NC_010237	25	10104	11150	-1	D										Protein kinase domain [PF00069.28]; Protein tyrosine and serine/threonine kinase [PF07714.20]					0
NC_010237_NC_010237_26	NC_010237	NC_010237	26	11144	11605	-1	E															0
NC_010237_NC_010237_27	NC_010237	NC_010237	27	11673	12014	-1	D										Protein of unknown function (DUF3024) [PF11225.11]					0
NC_010237_NC_010237_28	NC_010237	NC_010237	28	12075	12782	-1	D			MER0151155	S24	MER0151155 - family S24 unassigned peptidases (Escherichia fergusonii) [S24.UPW]#S24#{peptidase unit: 90-230}~source CAQ89575~	False	0.989	297.0	7.565e-90	Peptidase S24-like [PF00717.26]					0
NC_010237_NC_010237_29	NC_010237	NC_010237	29	12861	13088	1	E															0
NC_010237_NC_010237_30	NC_010237	NC_010237	30	13227	13526	1	D										Bacteriophage CII protein [PF05269.14]					0
NC_010237_NC_010237_31	NC_010237	NC_010237	31	13549	13692	1	E															0
NC_010237_NC_010237_32	NC_010237	NC_010237	32	13689	14357	1	D										Helix-turn-helix domain [PF13730.9]					0
NC_010237_NC_010237_33	NC_010237	NC_010237	33	14575	17157	1	C	K17680	twinkle protein [EC:5.6.2.3]	MER0277042	N09	MER0277042 - family N9 unassigned peptide lyases (Pedosphaera parvula) [N09.UPW]#N09#{peptidase unit: 492-830}~source EEF63349~	False	0.239	78.0	7.828e-13	Toprim-like [PF13155.9]; Homing endonuclease [PF05204.17]; Hom_end-associated Hint [PF05203.19]					0
NC_010237_NC_010237_34	NC_010237	NC_010237	34	17148	17483	1	E															0
NC_010237_NC_010237_35	NC_010237	NC_010237	35	17484	17753	1	E															0
NC_010237_NC_010237_36	NC_010237	NC_010237	36	17750	17842	1	E															0
NC_010237_NC_010237_37	NC_010237	NC_010237	37	17839	18054	1	E															0
NC_010237_NC_010237_38	NC_010237	NC_010237	38	18065	18235	1	C	K19779	endodeoxyribonuclease RalR [EC:3.1.-.-]								Restriction alleviation protein Lar [PF14354.9]					0
NC_010237_NC_010237_39	NC_010237	NC_010237	39	18259	18705	1	D										NinB protein [PF05772.15]					0
NC_010237_NC_010237_40	NC_010237	NC_010237	40	18702	19229	1	D										DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]					0
NC_010237_NC_010237_41	NC_010237	NC_010237	41	19686	20363	1	D										ORF6N domain [PF10543.12]; P22AR C-terminal domain [PF10548.12]					0
NC_010237_NC_010237_42	NC_010237	NC_010237	42	20438	21160	1	C	K07741	anti-repressor protein								Phage antirepressor protein KilAC domain [PF03374.17]; Phage regulatory protein Rha (Phage_pRha) [PF09669.13]					0
NC_010237_NC_010237_43	NC_010237	NC_010237	43	21160	21765	1	D										Bacteriophage Lambda NinG protein [PF05766.15]					0
NC_010237_NC_010237_44	NC_010237	NC_010237	44	21762	21956	1	D										Phage NinH protein [PF06322.14]					0
NC_010237_NC_010237_45	NC_010237	NC_010237	45	21949	22383	1	D										Phage antitermination protein Q [PF06530.15]					0
NC_010237_NC_010237_46	NC_010237	NC_010237	46	23167	24126	1	C	K11006	shiga toxin subunit A								Ribosome inactivating protein [PF00161.22]					0
NC_010237_NC_010237_47	NC_010237	NC_010237	47	24138	24407	1	C	K11007	shiga toxin subunit B								Shiga-like toxin beta subunit [PF02258.19]					0
NC_010237_NC_010237_48	NC_010237	NC_010237	48	24894	26831	1	D										Family of unknown function (DUF6645) [PF20350.1]; Carbohydrate esterase, sialic acid-specific acetylesterase [PF03629.21]; Domain of unknown function (DUF1737) [PF08410.13]					0
NC_010237_NC_010237_49	NC_010237	NC_010237	49	26828	26953	1	E															0
NC_010237_NC_010237_50	NC_010237	NC_010237	50	26966	27145	1	D										Protein of unknown function (DUF1378) [PF07125.14]					0
NC_010237_NC_010237_51	NC_010237	NC_010237	51	27186	27431	1	D										Protein of unknown function (DUF826) [PF05696.14]					0
NC_010237_NC_010237_52	NC_010237	NC_010237	52	27509	27724	1	D										Bacteriophage P21 holin S [PF04971.15]; Bacteriophage holin family HP1 [PF16080.8]					0
NC_010237_NC_010237_53	NC_010237	NC_010237	53	27729	28262	1	C	K01185	lysozyme [EC:3.2.1.17]								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm	0
NC_010237_NC_010237_54	NC_010237	NC_010237	54	28382	28501	1	E															0
NC_010237_NC_010237_55	NC_010237	NC_010237	55	28533	29102	1	D										P22_AR N-terminal domain [PF10547.12]; ORF11CD3 domain [PF10549.12]					0
NC_010237_NC_010237_56	NC_010237	NC_010237	56	29102	29248	1	E															0
NC_010237_NC_010237_57	NC_010237	NC_010237	57	29256	29720	1	C	K14744	prophage endopeptidase [EC:3.4.-.-]	MER0001304	X19	MER0001304 - murein endopeptidase (bacteriophage) () [X19.001]#X19#{peptidase unit: 1-153}~source ENPP_LAMBD~	False	0.745	203.0	5.626e-59	Bacteriophage Rz lysis protein [PF03245.16]					0
NC_010237_NC_010237_58	NC_010237	NC_010237	58	29701	30045	-1	D										Bor protein [PF06291.14]					0
NC_010237_NC_010237_59	NC_010237	NC_010237	59	30454	31260	1	E															0
NC_010237_NC_010237_60	NC_010237	NC_010237	60	31241	32947	1	E															0
NC_010237_NC_010237_61	NC_010237	NC_010237	61	32947	33645	1	D										Phage P22-like portal protein [PF16510.8]					0
NC_010237_NC_010237_62	NC_010237	NC_010237	62	33605	33733	-1	E															0
NC_010237_NC_010237_63	NC_010237	NC_010237	63	33748	35091	1	D										Phage P22-like portal protein [PF16510.8]					0
NC_010237_NC_010237_64	NC_010237	NC_010237	64	35249	36256	1	E															0
NC_010237_NC_010237_65	NC_010237	NC_010237	65	36280	37488	1	D										Protein of unknown function (DUF4043) [PF13252.9]					0
NC_010237_NC_010237_66	NC_010237	NC_010237	66	37550	37939	1	E															0
NC_010237_NC_010237_67	NC_010237	NC_010237	67	37989	38450	1	E															0
NC_010237_NC_010237_68	NC_010237	NC_010237	68	38434	38997	1	E															0
NC_010237_NC_010237_69	NC_010237	NC_010237	69	38997	39647	1	D										Family of unknown function (DUF6682) [PF20387.1]					0
NC_010237_NC_010237_70	NC_010237	NC_010237	70	39644	41581	1	D										Putative prophage tail fibre C-terminus [PF06820.15]; Prophage tail fibre N-terminal [PF08400.13]; Collagen triple helix repeat (20 copies) [PF01391.21]; Phage tail fibre repeat [PF03406.16]					0
NC_010237_NC_010237_71	NC_010237	NC_010237	71	41583	41852	1	D										Putative prophage tail fibre C-terminus [PF06820.15]					0
NC_010237_NC_010237_72	NC_010237	NC_010237	72	41992	42180	1	E															0
NC_010237_NC_010237_73	NC_010237	NC_010237	73	42475	43872	1	E															0
NC_010237_NC_010237_74	NC_010237	NC_010237	74	44097	45407	1	D										Domain of unknown function (DUF1983) [PF09327.14]					0
NC_010237_NC_010237_75	NC_010237	NC_010237	75	45382	45660	1	E															0
NC_010237_NC_010237_76	NC_010237	NC_010237	76	45666	46184	1	E															0
NC_010237_NC_010237_77	NC_010237	NC_010237	77	46375	47103	1	D										Enterobacterial Ail/Lom protein [PF06316.14]					0
NC_010237_NC_010237_78	NC_010237	NC_010237	78	47344	47484	1	D										Hok/gef family [PF01848.19]					0
NC_010237_NC_010237_79	NC_010237	NC_010237	79	47541	47942	1	E															0
NC_010237_NC_010237_80	NC_010237	NC_010237	80	48036	48692	1	E															0
NC_010237_NC_010237_81	NC_010237	NC_010237	81	48695	49141	1	E															0
NC_010237_NC_010237_82	NC_010237	NC_010237	82	49151	49402	1	E															0
NC_010237_NC_010237_83	NC_010237	NC_010237	83	49413	49532	1	E															0
NC_010237_NC_010237_84	NC_010237	NC_010237	84	49495	50685	1	E															0
NC_010237_NC_010237_85	NC_010237	NC_010237	85	50755	54630	1	D										Large polyvalent protein-associated domain 5 [PF18799.4]					0
NC_010237_NC_010237_86	NC_010237	NC_010237	86	54593	59143	1	D										Large polyvalent protein associated domain 38 [PF18857.4]; Phage MuF-C-terminal domain [PF18819.4]; Large polyvalent protein-associated domain 1 [PF18796.4]					0
NC_010237_NC_010237_87	NC_010237	NC_010237	87	59266	59361	1	E															0
NC_010237_NC_010237_88	NC_010237	NC_010237	88	59694	60038	-1	D										Bacterial OB fold (BOF) protein [PF04076.16]					0
NC_010237_NC_010237_89	NC_010237	NC_010237	89	60158	60370	-1	C	K18919	protein HokC/D								Hok/gef family [PF01848.19]					0
NC_010237_NC_010237_90	NC_010237	NC_010237	90	60415	60930	1	E															0
NC_010237_NC_010237_91	NC_010237	NC_010237	91	61218	61901	-1	D										Ead/Ea22-like protein [PF13935.9]					0
NC_010237_NC_010237_92	NC_010237	NC_010237	92	61898	62119	-1	D										Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]					0
NC_010237_NC_010237_93	NC_010237	NC_010237	93	62167	62796	-1	C	K07741	anti-repressor protein								AntA/AntB antirepressor [PF08346.15]; P22AR C-terminal domain [PF10548.12]					0
