	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_008152_1	NC_008152	NC_008152	1	781	960	1	E			YP_654099.1	YP_654099.1 1 [Escherichia phage K1-5]	False	0.996	126.0	1.405e-34													VOG11750	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_008152_2	NC_008152	NC_008152	2	960	1184	1	E			YP_654100.1	YP_654100.1 2 [Escherichia phage K1-5]	False	0.971	154.0	9.703e-44													VOG11751	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_008152_3	NC_008152	NC_008152	3	1314	1424	1	E																								0	False	F
NC_008152_4	NC_008152	NC_008152	4	1575	1907	1	D			YP_654101.1	YP_654101.1 ocr-like anti-restriction [Escherichia phage K1-5]	False	0.952	222.0	7.256999999999999e-67								DNA mimic ocr [PF08684.13]					VOG00807	sp|P00513|PK_BPT7 Protein kinase 0.7; XhXp	Xh;Xp	0	False	F
NC_008152_5	NC_008152	NC_008152	5	2100	2288	1	E			YP_654103.1	YP_654103.1 5 [Escherichia phage K1-5]	False	0.993	132.0	1.413e-36													VOG11753	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_008152_6	NC_008152	NC_008152	6	2353	3237	1	E			YP_654104.1	YP_654104.1 6 [Escherichia phage K1-5]	True	0.892	548.0	2.989e-176													VOG11754	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_008152_7	NC_008152	NC_008152	7	3301	5928	1	D			YP_654105.1	YP_654105.1 RNA polymerase [Escherichia phage K1-5]	True	0.963	1774.0	0.0								DNA-dependent RNA polymerase [PF00940.22]; DNA-directed RNA polymerase N-terminal [PF14700.9]					VOG00796	sp|P00573|RPOL_BPT7 T7 RNA polymerase; XhXr	Xr;Xh	0	False	VF
NC_008152_8	NC_008152	NC_008152	8	6252	6380	1	D			YP_009786418.1	YP_009786418.1 hypothetical protein HOR20_gp08 [Escherichia phage AAPEc6]	False	0.934	85.0	2.3370000000000003e-20								Bacteriophage 1.1 Protein [PF08200.14]								0	False	
NC_008152_9	NC_008152	NC_008152	9	6384	8372	1	D			YP_654107.1	YP_654107.1 DNA primase/helicase [Escherichia phage K1-5]	True	0.99	1385.0	0.0								DnaB-like helicase C terminal domain [PF03796.18]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
NC_008152_10	NC_008152	NC_008152	10	8448	9131	1	E			YP_654108.1	YP_654108.1 10 [Escherichia phage K1-5]	True	0.972	467.0	2.059e-149													VOG00603	REFSEQ hypothetical protein; Xu	Xu	0	False	
