	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000418.1_1	QGNH01000418.1	QGNH01000418.1	1	1	1836	1	D	YP_009600734.1	YP_009600734.1 portal protein [Sphingobium phage Lacusarx]	True	0.418	358.0	4.018e-105	Domain of unknown function (DUF4055) [PF13264.9]	VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	VF
QGNH01000418.1_2	QGNH01000418.1	QGNH01000418.1	2	1839	2507	1	E	YP_009465873.1	YP_009465873.1 hypothetical protein C5Y57_gp156 [Dishui lake phycodnavirus 1]	False	0.315	82.0	2.387e-16		VOG22952	sp|Q9AJU2|ELMM1_STROV 8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase; Xh	Xh	0	False	F
QGNH01000418.1_3	QGNH01000418.1	QGNH01000418.1	3	2640	3446	1	E	YP_009600736.1	YP_009600736.1 hypothetical protein FDH44_gp007 [Sphingobium phage Lacusarx]	False	0.462	217.0	6.228e-62		VOG00977	sp|Q38580|SCAF_BPSPP Capsid assembly scaffolding protein; Xs	Xs	0	False	VF
QGNH01000418.1_4	QGNH01000418.1	QGNH01000418.1	4	3528	4463	1	E	YP_009810331.1	YP_009810331.1 major head protein [Caulobacter phage CcrSC]	False	0.582	349.0	5.362e-107		VOG02257	REFSEQ major head protein; Xu	Xu	0	False	F
QGNH01000418.1_5	QGNH01000418.1	QGNH01000418.1	5	4528	4983	1	E											0	False	F
QGNH01000418.1_6	QGNH01000418.1	QGNH01000418.1	6	5063	5440	1	E											0	False	
QGNH01000418.1_7	QGNH01000418.1	QGNH01000418.1	7	5577	5906	1	E											0	False	
QGNH01000418.1_8	QGNH01000418.1	QGNH01000418.1	8	5909	6259	1	E											0	False	
QGNH01000418.1_9	QGNH01000418.1	QGNH01000418.1	9	6269	6856	1	D	YP_009600740.1	YP_009600740.1 head-tail adaptor Ad1 [Sphingobium phage Lacusarx]	False	0.351	106.0	4.83e-25	Putative DnaT-like ssDNA binding protein [PF20557.1]	VOG01527	REFSEQ head-tail adaptor Ad1; Xu	Xu	0	False	
QGNH01000418.1_10	QGNH01000418.1	QGNH01000418.1	10	6858	7223	1	E	YP_009222830.1	YP_009222830.1 hypothetical protein AXI79_gp60 [Pseudomonas phage PS-1]	False	0.33	60.0	2.925e-10		VOG00159	REFSEQ head closure Hc1; Xu	Xu	0	False	
QGNH01000418.1_11	QGNH01000418.1	QGNH01000418.1	11	7224	7709	1	E	YP_009600742.1	YP_009600742.1 hypothetical protein FDH44_gp013 [Sphingobium phage Lacusarx]	False	0.392	98.0	1.024e-22					0	False	
QGNH01000418.1_12	QGNH01000418.1	QGNH01000418.1	12	7711	8130	1	D							Bacteriophage related domain of unknown function [PF13554.9]	VOG00387	REFSEQ tail terminator; Xu	Xu	0	False	
QGNH01000418.1_13	QGNH01000418.1	QGNH01000418.1	13	8507	10339	1	D	YP_009809817.1	YP_009809817.1 minor tail protein [Caulobacter phage CcrBL9]	True	0.457	501.0	3.258e-154	Phage tail tube protein [PF18906.3]	VOG00339	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000418.1_14	QGNH01000418.1	QGNH01000418.1	14	10345	10686	1	E											0	False	
QGNH01000418.1_15	QGNH01000418.1	QGNH01000418.1	15	10687	10989	1	E											0	False	
QGNH01000418.1_16	QGNH01000418.1	QGNH01000418.1	16	11104	11538	1	E	YP_009809818.1	YP_009809818.1 tail assembly chaperone [Caulobacter phage CcrBL9]	False	0.324	74.0	1.537e-14		VOG00552	REFSEQ tail assembly chaperone; Xu	Xu	0	False	F
QGNH01000418.1_17	QGNH01000418.1	QGNH01000418.1	17	11574	11885	1	E											0	False	F
QGNH01000418.1_18	QGNH01000418.1	QGNH01000418.1	18	11891	16165	1	E											0	False	F
