locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_035464.1_411_767_+												Hypothetical
NC_035464.1_1056_1460_+												Hypothetical
NC_035464.1_1444_2010_+												Hypothetical
NC_035464.1_2007_2336_+												Hypothetical
NC_035464.1_2370_2747_+												Hypothetical
NC_035464.1_2748_3209_+												Hypothetical
NC_035464.1_3357_3674_+					phrog_32547		PHROG:phrog_32547	105	2e-77	246.1		virion structural protein
NC_035464.1_4018_4314_+					phrog_29020		PHROG:phrog_29020	98	4.4e-67	213.4		virion structural protein
NC_035464.1_4323_4724_+												Hypothetical
NC_035464.1_4773_5450_+												Hypothetical
NC_035464.1_5453_5734_+												Hypothetical
NC_035464.1_5836_6750_+					phrog_30830		PHROG:phrog_30830	304	2.6e-196	641.4		virion structural protein
NC_035464.1_6747_6965_+												Hypothetical
NC_035464.1_6968_7378_+												Hypothetical
NC_035464.1_7375_8481_+												Hypothetical
NC_035464.1_8606_8836_+												Hypothetical
NC_035464.1_8885_9124_+					phrog_25947	VOG02743	PHROG:phrog_25947	79	1.4e-47	150.1		hol-like chemotaxis
NC_035464.1_9130_9342_+												Hypothetical
