	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
AF301375.1_1	AF301375	AF301375.1	1	1	105	1	E																				0	False	F
AF301375.1_2	AF301375	AF301375.1	2	117	1265	1	C	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	NP_071802.1	NP_071802.1 bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Methanothermobacter wolfeii]	True	0.914	731.0	7.816999999999999e-238								DNA / pantothenate metabolism flavoprotein [PF04127.18]; Flavoprotein [PF02441.22]				0	False	F
AF301375.1_3	AF301375	AF301375.1	3	1557	2786	1	D			NP_071803.1	NP_071803.1 site-specific integrase [Methanothermobacter phage psiM100]	True	0.942	796.0	7.288e-260								Phage integrase family [PF00589.25]	VOG29248	REFSEQ hypothetical protein; Xu	Xu	0	False	F
AF301375.1_4	AF301375	AF301375.1	4	3031	3207	-1	E																				0	False	F
AF301375.1_5	AF301375	AF301375.1	5	3339	3791	1	E			NP_071805.1	NP_071805.1 hypothetical protein psiM100p04 [Methanothermobacter phage psiM100]	False	0.925	293.0	1.923e-90									VOG29247	REFSEQ hypothetical protein; Xu	Xu	0	False	F
AF301375.1_6	AF301375	AF301375.1	6	3792	3932	1	E																				0	False	F
AF301375.1_7	AF301375	AF301375.1	7	3926	4048	1	E																				0	False	F
AF301375.1_8	AF301375	AF301375.1	8	4091	4615	1	E			NP_071806.1	NP_071806.1 hypothetical protein psiM100p05 [Methanothermobacter phage psiM100]	True	0.979	361.0	8.571e-114									VOG29246	REFSEQ hypothetical protein; Xu	Xu	0	False	F
AF301375.1_9	AF301375	AF301375.1	9	4615	4800	1	E																				0	False	F
AF301375.1_10	AF301375	AF301375.1	10	4800	5267	1	E			NP_071807.1	NP_071807.1 hypothetical protein psiM100p06 [Methanothermobacter phage psiM100]	False	1.0	340.0	8.665e-107									VOG29249	REFSEQ hypothetical protein; Xu	Xu	0	False	F
AF301375.1_11	AF301375	AF301375.1	11	5264	5401	1	E																				0	False	
AF301375.1_12	AF301375	AF301375.1	12	5356	5598	1	E			NP_071808.1	NP_071808.1 hypothetical protein psiM100p07 [Methanothermobacter phage psiM100]	False	0.946	161.0	3.203e-46									VOG29251	REFSEQ hypothetical protein; Xu	Xu	0	False	
AF301375.1_13	AF301375	AF301375.1	13	5601	5834	1	E																				0	False	
AF301375.1_14	AF301375	AF301375.1	14	5837	6121	1	E			NP_071809.1	NP_071809.1 hypothetical protein psiM100p08 [Methanothermobacter phage psiM100]	False	0.927	185.0	3.656e-54									VOG29250	REFSEQ hypothetical protein; Xu	Xu	0	False	
AF301375.1_15	AF301375	AF301375.1	15	6118	6582	1	E			NP_046959.1	NP_046959.1 hypothetical protein psiM2p05 [Methanobacterium phage psiM2]	False	0.87	280.0	4.135e-86									VOG29252	REFSEQ hypothetical protein; Xu	Xu	0	False	
AF301375.1_16	AF301375	AF301375.1	16	7093	7848	1	E			NP_071811.1	NP_071811.1 hypothetical protein psiM100p10 [Methanothermobacter phage psiM100]	True	0.989	526.0	2.526e-169												0	False	
AF301375.1_17	AF301375	AF301375.1	17	7898	8221	1	E			NP_071812.1	NP_071812.1 hypothetical protein psiM100p11 [Methanothermobacter phage psiM100]	False	0.937	213.0	1.692e-63												0	False	
AF301375.1_18	AF301375	AF301375.1	18	8233	9711	1	E			NP_071813.1	NP_071813.1 hypothetical protein psiM100p12 [Methanothermobacter phage psiM100]	True	0.965	1001.0	0.0									VOG03679	REFSEQ hypothetical protein; Xu	Xu	0	False	
AF301375.1_19	AF301375	AF301375.1	19	9689	10078	1	D			NP_071814.1	NP_071814.1 hypothetical protein psiM100p13 [Methanothermobacter phage psiM100]	False	0.973	267.0	7.861e-82								ASCH domain [PF04266.17]	VOG16536	sp|A0A0H3G0N3|ASCHD_ZYMMA ASCH domain-containing ribonuclease; Xu	Xu	0	False	
AF301375.1_20	AF301375	AF301375.1	20	10178	10513	1	E			NP_071815.1	NP_071815.1 hypothetical protein psiM100p14 [Methanothermobacter phage psiM100]	False	0.969	229.0	4.855000000000001e-69									VOG29253	REFSEQ hypothetical protein; Xu	Xu	0	False	
AF301375.1_21	AF301375	AF301375.1	21	10510	10728	1	E																				0	False	
AF301375.1_22	AF301375	AF301375.1	22	10950	11174	1	E			NP_071816.1	NP_071816.1 hypothetical protein psiM100p15 [Methanothermobacter phage psiM100]	False	0.869	136.0	1.495e-37									VOG29254	REFSEQ hypothetical protein; Xu	Xu	0	False	
AF301375.1_23	AF301375	AF301375.1	23	11215	11736	1	E			NP_046963.1	NP_046963.1 terminase small subunit [Methanobacterium phage psiM2]	False	0.948	347.0	9.611000000000001e-109									VOG02110	REFSEQ terminase small subunit; Xu	Xu	0	False	
AF301375.1_24	AF301375	AF301375.1	24	11693	13084	1	C	K06909	phage terminase large subunit	NP_071818.1	NP_071818.1 terminase large subunit [Methanothermobacter phage psiM100]	True	0.983	962.0	4.26e-316								Terminase RNaseH-like domain [PF17289.5]; Phage terminase large subunit [PF04466.16]	VOG00705	REFSEQ terminase large subunit; Xu	Xu	0	False	
AF301375.1_25	AF301375	AF301375.1	25	13077	14699	1	D			NP_071819.1	NP_071819.1 portal protein [Methanothermobacter phage psiM100]	True	0.969	1104.0	0.0								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xs;Xr;Xp;Xh	0	False	V
AF301375.1_26	AF301375	AF301375.1	26	14837	15445	1	E			NP_071820.1	NP_071820.1 hypothetical protein psiM100p19 [Methanothermobacter phage psiM100]	True	1.0	429.0	1.214e-136									VOG29255	REFSEQ hypothetical protein; Xu	Xu	0	False	
AF301375.1_27	AF301375	AF301375.1	27	15516	16736	1	D			NP_071821.1	NP_071821.1 head maturation protease [Methanothermobacter phage psiM100]	True	0.951	813.0	1.136e-265								Putative phage serine protease XkdF [PF14550.9]	VOG03893	sp|P45920|YQBD_BACSU Uncharacterized protein YqbD; Xu	Xu	0	False	
AF301375.1_28	AF301375	AF301375.1	28	16751	17695	1	E			NP_071822.1	NP_071822.1 virion structural protein [Methanothermobacter phage psiM100]	True	0.953	631.0	2.581e-204									VOG01409	sp|P25477|CAPSD_BPP2 Capsid proteins; XhXs	Xs;Xh	0	False	V
AF301375.1_29	AF301375	AF301375.1	29	17767	18087	1	E			NP_071823.1	NP_071823.1 hypothetical protein psiM100p22 [Methanothermobacter phage psiM100]	False	0.954	215.0	2.42e-64									VOG29256	REFSEQ hypothetical protein; Xu	Xu	0	False	
