	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001788.1_1	QGNH01001788.1	QGNH01001788.1	1	2	142	-1	E											0	False	F
QGNH01001788.1_2	QGNH01001788.1	QGNH01001788.1	2	154	912	-1	E								VOG04093	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001788.1_3	QGNH01001788.1	QGNH01001788.1	3	914	1333	-1	E											0	False	F
QGNH01001788.1_4	QGNH01001788.1	QGNH01001788.1	4	1293	1535	-1	E											0	False	F
QGNH01001788.1_5	QGNH01001788.1	QGNH01001788.1	5	1877	2050	-1	E											0	False	F
QGNH01001788.1_6	QGNH01001788.1	QGNH01001788.1	6	2090	2410	-1	E											0	False	F
QGNH01001788.1_7	QGNH01001788.1	QGNH01001788.1	7	2414	2881	-1	E	YP_009101602.1	YP_009101602.1 recombination mediator protein UvsY [Escherichia phage 121Q]	False	0.459	129.0	1.792e-33					0	False	F
QGNH01001788.1_8	QGNH01001788.1	QGNH01001788.1	8	2997	3161	-1	D							Domain of unknown function (DUF4177) [PF13783.9]				0	False	F
QGNH01001788.1_9	QGNH01001788.1	QGNH01001788.1	9	3148	3330	-1	E											0	False	F
QGNH01001788.1_10	QGNH01001788.1	QGNH01001788.1	10	3323	3571	-1	E											0	False	F
QGNH01001788.1_11	QGNH01001788.1	QGNH01001788.1	11	3583	4035	-1	E	YP_009611757.1	YP_009611757.1 hypothetical protein FDI40_gp092 [Agrobacterium phage Atu_ph07]	False	0.278	61.0	4.087e-10					0	False	F
QGNH01001788.1_12	QGNH01001788.1	QGNH01001788.1	12	4035	5135	-1	D	YP_009611771.1	YP_009611771.1 hypothetical protein FDI40_gp106 [Agrobacterium phage Atu_ph07]	True	0.54	370.0	3.148e-113	recA bacterial DNA recombination protein [PF00154.24]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	VF
QGNH01001788.1_13	QGNH01001788.1	QGNH01001788.1	13	5138	5344	-1	E											0	False	
QGNH01001788.1_14	QGNH01001788.1	QGNH01001788.1	14	5408	6427	-1	D	YP_010678937.1	YP_010678937.1 structural protein [Pseudomonas phage vB_PaeM_PA5oct]	False	0.48	272.0	1.194e-79	gp32 DNA binding protein like [PF08804.13]	VOG07309	sp|P03695|SSB_BPT4 Single-stranded DNA-binding protein; Xr	Xr	0	False	VF
QGNH01001788.1_15	QGNH01001788.1	QGNH01001788.1	15	6642	7475	1	E	YP_010670089.1	YP_010670089.1 translation initiation factor 2 [Synechococcus phage S-SRM01]	False	0.331	109.0	6.507e-25		VOG01036	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001788.1_16	QGNH01001788.1	QGNH01001788.1	16	7482	10022	-1	E	YP_009101599.1	YP_009101599.1 virion structural protein [Escherichia phage 121Q]	False	0.298	63.0	1.136e-08					0	False	F
QGNH01001788.1_17	QGNH01001788.1	QGNH01001788.1	17	10054	10440	-1	E											0	False	F
QGNH01001788.1_18	QGNH01001788.1	QGNH01001788.1	18	10449	11243	-1	E	YP_009611774.1	YP_009611774.1 terminase large subunit [Agrobacterium phage Atu_ph07]	False	0.494	195.0	2.233e-54					0	False	F
