	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000594.1_1	QGNH01000594.1	QGNH01000594.1	1	3	2198	-1	C	K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	YP_010056455.1	YP_010056455.1 DNA methyltransferase [Streptomyces phage Yasdnil]	False	0.23	104.0	3.6560000000000004e-21								DNA methylase [PF01555.21]				0	False	F
QGNH01000594.1_2	QGNH01000594.1	QGNH01000594.1	2	2195	2767	-1	E																				0	False	F
QGNH01000594.1_3	QGNH01000594.1	QGNH01000594.1	3	2771	3286	-1	E																				0	False	F
QGNH01000594.1_4	QGNH01000594.1	QGNH01000594.1	4	4417	5868	-1	D			YP_007003422.1	YP_007003422.1 DNA helicase [Bacillus phage SP-10]	False	0.199	120.0	8.203999999999999e-27								Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]; DEAD/DEAH box helicase [PF00270.32]	VOG00203	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	F
QGNH01000594.1_5	QGNH01000594.1	QGNH01000594.1	5	5910	6227	-1	E																				0	False	
QGNH01000594.1_6	QGNH01000594.1	QGNH01000594.1	6	6224	6445	-1	E																				0	False	
QGNH01000594.1_7	QGNH01000594.1	QGNH01000594.1	7	6445	6711	-1	D																YvrJ protein family [PF12841.10]				0	False	
QGNH01000594.1_8	QGNH01000594.1	QGNH01000594.1	8	6708	7097	-1	E																				0	False	
QGNH01000594.1_9	QGNH01000594.1	QGNH01000594.1	9	7094	8479	-1	D			YP_007354306.1	YP_007354306.1 peptidase [Acanthamoeba polyphaga moumouvirus]	False	0.336	121.0	1.956e-27	MER0701732	C01A	MER0701732 - subfamily C1A unassigned peptidases (Tumebacillus flagellatus) [C01.UPA]#C01A#{peptidase unit: 13-217}~source A0A074LUZ8~	False	0.428	156.0	2.234e-38	Papain family cysteine protease [PF00112.26]	VOG04780	REFSEQ hypothetical protein; Xu	Xu	0	False	P
QGNH01000594.1_10	QGNH01000594.1	QGNH01000594.1	10	8506	9432	-1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]														N-acetylmuramoyl-L-alanine amidase [PF01510.28]				0	False	
QGNH01000594.1_11	QGNH01000594.1	QGNH01000594.1	11	9443	9760	-1	E																				0	False	
QGNH01000594.1_12	QGNH01000594.1	QGNH01000594.1	12	9757	10722	-1	E																				0	False	
QGNH01000594.1_13	QGNH01000594.1	QGNH01000594.1	13	10726	11094	-1	E																				0	False	
QGNH01000594.1_14	QGNH01000594.1	QGNH01000594.1	14	11105	12652	-1	E																				0	False	
QGNH01000594.1_15	QGNH01000594.1	QGNH01000594.1	15	13339	14226	-1	E																				0	False	
QGNH01000594.1_16	QGNH01000594.1	QGNH01000594.1	16	14239	15483	-1	D																Concanavalin A-like lectin/glucanases superfamily [PF13385.9]				0	False	MK
QGNH01000594.1_17	QGNH01000594.1	QGNH01000594.1	17	15605	15835	-1	E																				0	False	
