locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELKHNPEO_00001	CDS	567				hypothetical protein
ELKHNPEO_00002	CDS	633				hypothetical protein
ELKHNPEO_00003	CDS	1809				hypothetical protein
ELKHNPEO_00004	CDS	429				hypothetical protein
ELKHNPEO_00005	CDS	1212				hypothetical protein
ELKHNPEO_00006	CDS	351				hypothetical protein
ELKHNPEO_00007	CDS	1710				hypothetical protein
ELKHNPEO_00008	CDS	486				hypothetical protein
ELKHNPEO_00009	CDS	1566				hypothetical protein
ELKHNPEO_00010	CDS	564				hypothetical protein
ELKHNPEO_00011	CDS	1071				hypothetical protein
ELKHNPEO_00012	CDS	216				hypothetical protein
ELKHNPEO_00013	CDS	450				hypothetical protein
ELKHNPEO_00014	CDS	366				hypothetical protein
ELKHNPEO_00015	CDS	546				hypothetical protein
ELKHNPEO_00016	CDS	552				hypothetical protein
ELKHNPEO_00017	CDS	1314				hypothetical protein
ELKHNPEO_00018	CDS	444				hypothetical protein
ELKHNPEO_00019	CDS	615				hypothetical protein
ELKHNPEO_00020	CDS	1593				hypothetical protein
ELKHNPEO_00021	CDS	486				hypothetical protein
ELKHNPEO_00022	CDS	1659				hypothetical protein
ELKHNPEO_00023	CDS	918				hypothetical protein
ELKHNPEO_00024	CDS	336				hypothetical protein
ELKHNPEO_00025	CDS	1821				hypothetical protein
ELKHNPEO_00026	CDS	1215				hypothetical protein
ELKHNPEO_00027	CDS	1452				hypothetical protein
ELKHNPEO_00028	CDS	150				hypothetical protein
ELKHNPEO_00029	CDS	582				hypothetical protein
ELKHNPEO_00030	CDS	273				hypothetical protein
ELKHNPEO_00031	CDS	939				hypothetical protein
ELKHNPEO_00032	CDS	312				hypothetical protein
ELKHNPEO_00033	CDS	339				hypothetical protein
ELKHNPEO_00034	CDS	165				hypothetical protein
ELKHNPEO_00035	CDS	213				hypothetical protein
ELKHNPEO_00036	CDS	552				hypothetical protein
ELKHNPEO_00037	CDS	342				hypothetical protein
ELKHNPEO_00038	CDS	360				hypothetical protein
ELKHNPEO_00039	CDS	513				hypothetical protein
ELKHNPEO_00040	CDS	351				hypothetical protein
ELKHNPEO_00041	CDS	2730				hypothetical protein
ELKHNPEO_00042	CDS	345				hypothetical protein
ELKHNPEO_00043	CDS	177				hypothetical protein
ELKHNPEO_00044	CDS	141				hypothetical protein
ELKHNPEO_00045	CDS	252				hypothetical protein
ELKHNPEO_00046	CDS	573				hypothetical protein
ELKHNPEO_00047	CDS	282				hypothetical protein
ELKHNPEO_00048	tRNA	73				tRNA-Thr(tgt)
ELKHNPEO_00049	tRNA	73				tRNA-Val(tac)
ELKHNPEO_00050	tRNA	74				tRNA-Ala(cgc)
ELKHNPEO_00051	CDS	402				hypothetical protein
ELKHNPEO_00052	CDS	183				hypothetical protein
ELKHNPEO_00053	CDS	624				hypothetical protein
ELKHNPEO_00054	CDS	351				hypothetical protein
ELKHNPEO_00055	CDS	396				hypothetical protein
ELKHNPEO_00056	CDS	153				hypothetical protein
ELKHNPEO_00057	CDS	222				hypothetical protein
ELKHNPEO_00058	CDS	1785				hypothetical protein
ELKHNPEO_00059	CDS	135				hypothetical protein
ELKHNPEO_00060	CDS	201				hypothetical protein
ELKHNPEO_00061	CDS	210				hypothetical protein
ELKHNPEO_00062	CDS	168				hypothetical protein
ELKHNPEO_00063	CDS	168				hypothetical protein
ELKHNPEO_00064	CDS	192				hypothetical protein
ELKHNPEO_00065	CDS	147				hypothetical protein
ELKHNPEO_00066	CDS	174				hypothetical protein
ELKHNPEO_00067	CDS	1071				hypothetical protein
ELKHNPEO_00068	CDS	402				hypothetical protein
ELKHNPEO_00069	CDS	201				hypothetical protein
ELKHNPEO_00070	CDS	213				hypothetical protein
ELKHNPEO_00071	CDS	414				hypothetical protein
ELKHNPEO_00072	CDS	288				hypothetical protein
ELKHNPEO_00073	CDS	261				hypothetical protein
ELKHNPEO_00074	CDS	237				hypothetical protein
ELKHNPEO_00075	CDS	483				hypothetical protein
ELKHNPEO_00076	CDS	270				hypothetical protein
ELKHNPEO_00077	CDS	630				hypothetical protein
ELKHNPEO_00078	CDS	555				hypothetical protein
ELKHNPEO_00079	CDS	417				hypothetical protein
ELKHNPEO_00080	CDS	468				hypothetical protein
ELKHNPEO_00081	CDS	120				hypothetical protein
ELKHNPEO_00082	CDS	219				hypothetical protein
ELKHNPEO_00083	CDS	261				hypothetical protein
ELKHNPEO_00084	CDS	402				hypothetical protein
ELKHNPEO_00085	CDS	192				hypothetical protein
ELKHNPEO_00086	CDS	261				hypothetical protein
ELKHNPEO_00087	CDS	231				hypothetical protein
ELKHNPEO_00088	CDS	519				hypothetical protein
ELKHNPEO_00089	CDS	168				hypothetical protein
ELKHNPEO_00090	CDS	696				hypothetical protein
ELKHNPEO_00091	CDS	555				hypothetical protein
ELKHNPEO_00092	CDS	147				hypothetical protein
ELKHNPEO_00093	CDS	234				hypothetical protein
ELKHNPEO_00094	CDS	375				hypothetical protein
ELKHNPEO_00095	CDS	201				hypothetical protein
ELKHNPEO_00096	CDS	234				hypothetical protein
ELKHNPEO_00097	CDS	117				hypothetical protein
ELKHNPEO_00098	CDS	411				hypothetical protein
ELKHNPEO_00099	CDS	633				hypothetical protein
ELKHNPEO_00100	CDS	141				hypothetical protein
ELKHNPEO_00101	CDS	180				hypothetical protein
ELKHNPEO_00102	CDS	174				hypothetical protein
ELKHNPEO_00103	CDS	177				hypothetical protein
ELKHNPEO_00104	CDS	126				hypothetical protein
ELKHNPEO_00105	CDS	192				hypothetical protein
