locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_027983.1_1		K04079	COG0326		phrog_612	VOG00182	PHROG:phrog_612	726	7.4e-266	878.4		RIIA lysis inhibitor
NC_027983.1_2												Hypothetical
NC_027983.1_3		K03164	COG0187		phrog_543	VOG01293	PHROG:phrog_543	606	5.4e-293	966.8		DNA topoisomerase II large subunit
NC_027983.1_4					phrog_902	VOG01627	VOG:VOG01627	87	9.7e-46	149.9		sp|Q01435|Y00C_BPT4 Uncharacterized 7.2 kDa protein in Gp39-comCA intergenic region
NC_027983.1_5					phrog_622	VOG00928	PHROG:phrog_622	124	1.4e-33	109.8		unknown function
NC_027983.1_6			COG2331		phrog_1076	VOG00919	PHROG:phrog_1076	59	7.1e-28	91.0		FmdB-like transcriptional regulator
NC_027983.1_7					phrog_622	VOG00928	PHROG:phrog_622	142	7e-42	136.6		unknown function
NC_027983.1_8					phrog_1354	VOG07239	PHROG:phrog_1354	72	9.4e-40	128.3		cef modifier of supressor tRNAs
NC_027983.1_9												Hypothetical
NC_027983.1_10					phrog_1671	VOG02032	PHROG:phrog_1671	164	3.1e-78	255.1		MotB-like transcriptional regulator
NC_027983.1_11					phrog_2333	VOG02032	PHROG:phrog_2333	167	1.4e-85	280.2		unknown function
NC_027983.1_12					phrog_1106	VOG00404	PHROG:phrog_1106	171	2.9e-46	151.4		unknown function
NC_027983.1_13					phrog_255	VOG00088	PHROG:phrog_255	228	1e-89	294.0		exonuclease
NC_027983.1_14												Hypothetical
NC_027983.1_15												Hypothetical
NC_027983.1_16					phrog_4967	VOG07240	VOG:VOG07240	87	3.9e-61	197.4		REFSEQ hypothetical protein
NC_027983.1_17		K21499	COG0507		phrog_325	VOG00111	KEGG:K21499	440	1.4e-230	759.6	3.6.4.12	dda; ATP-dependent DNA helicase
NC_027983.1_18												Hypothetical
NC_027983.1_19					phrog_1400	VOG00171	PHROG:phrog_1400	252	2.7e-111	365.0		Srd anti-sigma factor
NC_027983.1_20					phrog_832	VOG02098	PHROG:phrog_832	201	5.5e-73	238.7		RNA polymerase ADP-ribosylase
NC_027983.1_21					phrog_832	VOG02098	PHROG:phrog_832	208	4.2e-84	275.1		RNA polymerase ADP-ribosylase
NC_027983.1_22												Hypothetical
NC_027983.1_23					phrog_1234	VOG02379	PHROG:phrog_1234	157	1.2e-58	191.5		Mrh transcription modulator under heat shock
NC_027983.1_24												Hypothetical
NC_027983.1_25					phrog_2441	VOG01321	PHROG:phrog_2441	68	9.3e-42	135.0		decoy of host sigma32
NC_027983.1_26		K21074			phrog_1234	VOG02379	KEGG:K21074	162	1e-100	328.1		mrh; rpoH-modulating protein
NC_027983.1_27												Hypothetical
NC_027983.1_28												Hypothetical
NC_027983.1_29					phrog_1715	VOG03619	PHROG:phrog_1715	82	3.8e-44	143.0		virion structural protein
NC_027983.1_30		K21503			phrog_173, phrog_18650	VOG04716	KEGG:K21503	173	9.3e-99	322.4	3.6.1.12	56; dCTP pyrophosphatase
NC_027983.1_31												Hypothetical
NC_027983.1_32		K18948	COG0358		phrog_47	VOG00229	KEGG:K18948	343	1.6e-179	590.2		gp61; DNA primase
NC_027983.1_33												Hypothetical
NC_027983.1_34												Hypothetical
NC_027983.1_35												Hypothetical
NC_027983.1_36					phrog_1586	VOG07250	PHROG:phrog_1586	98	1.5e-46	151.0		spackle periplasmic
NC_027983.1_37												Hypothetical
NC_027983.1_38					phrog_2102	VOG07249	PHROG:phrog_2102	61	2.4e-40	130.4		Dmd discriminator of mRNA degradation
NC_027983.1_39		K18947	COG0305		phrog_19	VOG04360	KEGG:K18947	476	2.7e-270	890.3		gp41; ATP-dependent helicase
NC_027983.1_40					phrog_999	VOG05187	PHROG:phrog_999	115	1.3e-46	151.1		head vertex assembly chaperone
NC_027983.1_41		K03553	COG0468		phrog_97	VOG04360	PHROG:phrog_97	394	1.2e-129	426.8		UvsX-like recombinase
NC_027983.1_42					phrog_842	VOG00489	PHROG:phrog_842	281	2.6e-94	309.9		beta-glucosyl-HMC-alpha-glucosyltransferase
NC_027983.1_43		K19796	COG0207		phrog_160	VOG00416	KEGG:K19796	247	4.2e-156	511.3	2.1.2.8	gp42; dCMP hydroxymethylase
NC_027983.1_44												Hypothetical
NC_027983.1_45					phrog_1039	VOG04694	PHROG:phrog_1039	84	3.4e-36	118.7		immunity to superinfection
NC_027983.1_46												Hypothetical
NC_027983.1_47												Hypothetical
NC_027983.1_48		K18942	COG0417		phrog_262	VOG00345	KEGG:K18942	902	0	1796.5	2.7.7.7	gp43; T4virus DNA polymerase
NC_027983.1_49					phrog_242	VOG03886	VOG:VOG03886	123	1.8e-70	230.7		sp|P69626|REGA_BPT6 Translation repressor protein
NC_027983.1_50		K18945			phrog_225	VOG07251	KEGG:K18945	188	8.9e-90	293.4		gp62; sliding clamp loader
NC_027983.1_51		K18944	COG0470		phrog_168	VOG02490	KEGG:K18944	320	8.5e-179	587.6		gp44; sliding clamp loader
NC_027983.1_52		K18943			phrog_223	VOG07267	KEGG:K18943	229	2.5e-112	367.8		gp45; DNA polymerase processivity component
NC_027983.1_53					phrog_1285	VOG07252	PHROG:phrog_1285	130	4.3e-57	185.2		RNA polymerase binding
NC_027983.1_54												Hypothetical
NC_027983.1_55		K03546, K03546	COG0419, COG0419		phrog_77	VOG00264	PHROG:phrog_77	547	1.8e-188	621.9		SbcC-like subunit of palindrome specific endonuclease
NC_027983.1_56												Hypothetical
NC_027983.1_57												Hypothetical
NC_027983.1_58		K03547	COG0420		phrog_100	VOG00413	PHROG:phrog_100	340	1.8e-126	416.1		SbcD-like subunit of palindrome specific endonuclease
NC_027983.1_59		K21521		GT72	phrog_2888	VOG07264	KEGG:K21521	401	1.8e-272	896.9	2.4.1.26	agt; DNA alpha-glucosyltransferase
NC_027983.1_60												Hypothetical
NC_027983.1_61												Hypothetical
NC_027983.1_62												Hypothetical
NC_027983.1_63												Hypothetical
NC_027983.1_64		K22007			phrog_234	VOG07256	KEGG:K22007	186	7e-91	296.5		gp55; RNA polymerase sigma factor
NC_027983.1_65												Hypothetical
NC_027983.1_66												Hypothetical
NC_027983.1_67												Hypothetical
NC_027983.1_68												Hypothetical
NC_027983.1_69												Hypothetical
NC_027983.1_70												Hypothetical
NC_027983.1_71												Hypothetical
NC_027983.1_72					phrog_22		PHROG:phrog_22	108	1.1e-14	48.5		thioredoxin domain
NC_027983.1_73												Hypothetical
NC_027983.1_74												Hypothetical
NC_027983.1_75		K04068	COG0602		phrog_626	VOG02674	PHROG:phrog_626	157	5.1e-74	241.0		anaerobic ribonucleotide reductase small subunit
NC_027983.1_76		K21636	COG1328		phrog_487	VOG00390	PHROG:phrog_487	606	0	1027.6		NrdD-like anaerobic ribonucleotide reductase large subunit
NC_027983.1_77		K18960			phrog_24351	VOG00650	KEGG:K18960	158	1.7e-84	275.5		gp49; recombination endonuclease VII
NC_027983.1_78					phrog_2167	VOG00589	PHROG:phrog_2167	162	7.4e-70	227.2		inhibitor of host Lon protease
NC_027983.1_79					phrog_2294	VOG02509	PHROG:phrog_2294	107	9.2e-54	174.1		ribonucleotide reductase
NC_027983.1_80					phrog_3402	VOG01427	PHROG:phrog_3402	45	1.4e-32	105.2		antitoxin from a toxin-antitoxin system
NC_027983.1_81												Hypothetical
NC_027983.1_82		K03676			phrog_22		PHROG:phrog_22	88	2.8e-17	56.8		thioredoxin domain
NC_027983.1_83					phrog_2052	VOG07268	PHROG:phrog_2052	81	1e-38	125.9		unknown function
NC_027983.1_84			COG3677		phrog_1474	VOG02473	VOG:VOG02473	105	3.8e-43	141.4		sp|P39253|Y04N_BPT4 Uncharacterized 12.2 kDa protein in nrdC-mobD intergenic region
NC_027983.1_85					phrog_1435	VOG00314	PHROG:phrog_1435	309	1.6e-109	339.0		unknown function
NC_027983.1_86					phrog_1435	VOG00314	PHROG:phrog_1435	334	1.2e-170	560.8		unknown function
NC_027983.1_87												Hypothetical
NC_027983.1_88					phrog_2257	VOG07269	PHROG:phrog_2257	295	5.2e-162	532.0		unknown function
NC_027983.1_89												Hypothetical
NC_027983.1_90					phrog_2274	VOG07270	PHROG:phrog_2274	176	1.4e-112	367.5		unknown function
NC_027983.1_91												Hypothetical
NC_027983.1_92					phrog_314	VOG00495	PHROG:phrog_314	166	6.4e-24	79.0		homing endonuclease
NC_027983.1_93					phrog_1250	VOG00994	PHROG:phrog_1250	323	3.2e-169	555.7		unknown function
NC_027983.1_94		K07074	COG3541		phrog_388	VOG01053	PHROG:phrog_388	337	1.6e-107	352.3		nucleotidyltransferase
NC_027983.1_95					phrog_944	VOG07272	PHROG:phrog_944	154	1.9e-57	188.2		membrane protein
NC_027983.1_96												Hypothetical
NC_027983.1_97												Hypothetical
NC_027983.1_98												Hypothetical
NC_027983.1_99												Hypothetical
NC_027983.1_100												Hypothetical
NC_027983.1_101												Hypothetical
NC_027983.1_102					phrog_858	VOG01329	PHROG:phrog_858	129	1.7e-55	180.8		starvation-inducible transcriptional regulator
NC_027983.1_103					phrog_1246	VOG07274	PHROG:phrog_1246	98	2.5e-37	120.7		lysis inhibition
NC_027983.1_104												Hypothetical
NC_027983.1_105	K00857	K00857	COG1435		phrog_592	VOG00282	PHROG:phrog_592	194	1.6e-92	302.4		thymidine kinase
NC_027983.1_106												Hypothetical
NC_027983.1_107												Hypothetical
NC_027983.1_108												Hypothetical
NC_027983.1_109			COG2110		phrog_335	VOG00166	PHROG:phrog_335	156	9e-64	208.8		phosphatase
NC_027983.1_110					phrog_1256	VOG07279	PHROG:phrog_1256	116	5.3e-41	133.0		valyl tRNA synthetase modifier
NC_027983.1_111				GH23	phrog_600	VOG07277	PHROG:phrog_600	182	1.9e-72	236.5		unknown function
NC_027983.1_112		K05345			phrog_1323	VOG07278	KEGG:K05345	154	1.1e-82	269.5	4.6.1.25	regB; T4 restriction endoribonuclease
NC_027983.1_113												Hypothetical
NC_027983.1_114					phrog_717	VOG01625	VOG:VOG01625	89	8.4e-40	129.1		sp|P13314|Y06G_BPT4 Uncharacterized 10.2 kDa protein in regB-denV intergenic region
NC_027983.1_115												Hypothetical
NC_027983.1_116												Hypothetical
NC_027983.1_117					phrog_2049	VOG00935	PHROG:phrog_2049	110	7.5e-59	190.4		unknown function
NC_027983.1_118					phrog_1488	VOG00430	PHROG:phrog_1488	180	5.9e-83	270.7		unknown function
NC_027983.1_119					phrog_3155	VOG07282	PHROG:phrog_3155	158	2e-104	340.3		internal virion protein
NC_027983.1_120	K01185	K01185		GH24, GH24	phrog_7	VOG04284	PHROG:phrog_7	165	4.6e-30	98.4		endolysin
NC_027983.1_121	K01518	K01518	COG0494		phrog_1185	VOG00441	PHROG:phrog_1185	147	1.9e-67	220.1		nudix hydrolase
NC_027983.1_122					phrog_2203	VOG03712	PHROG:phrog_2203	163	1e-78	257.3		membrane protein
NC_027983.1_123					phrog_2330	VOG01863	PHROG:phrog_2330	125	4.9e-59	191.7		unknown function
NC_027983.1_124					phrog_2604	VOG07283	PHROG:phrog_2604	131	4e-73	237.7		unknown function
NC_027983.1_125												Hypothetical
NC_027983.1_126												Hypothetical
NC_027983.1_127												Hypothetical
NC_027983.1_128												Hypothetical
NC_027983.1_129												Hypothetical
NC_027983.1_130												Hypothetical
NC_027983.1_131					phrog_314	VOG26580	PHROG:phrog_314	203	2.8e-56	184.8		homing endonuclease
NC_027983.1_132												Hypothetical
NC_027983.1_133												Hypothetical
NC_027983.1_134												Hypothetical
NC_027983.1_135					phrog_1692	VOG04375	PHROG:phrog_1692	62	7e-37	119.5		unknown function
NC_027983.1_136					phrog_3499	VOG07288	PHROG:phrog_3499	86	1e-51	167.2		internal head protein
NC_027983.1_137		K09961			phrog_755	VOG00761	PHROG:phrog_755	152	5.8e-71	230.9		RNA ligase
NC_027983.1_138					phrog_1002	VOG04577	PHROG:phrog_1002	81	3.7e-31	101.2		tail fiber chaperone
NC_027983.1_139		K19797			phrog_139	VOG02121	KEGG:K19797	242	1.6e-105	345.7	2.7.4.12	gp1; T-even-induced deoxynucleotide kinase
NC_027983.1_140					phrog_45	VOG00050	PHROG:phrog_45	177	8.9e-45	146.6		tail tube
NC_027983.1_141					phrog_429	VOG07289	VOG:VOG07289	275	1.6e-106	349.9		sp|P15076|DNAPR_BPT4 Terminal DNA protecting protein
NC_027983.1_142					phrog_218	VOG00086	VOG:VOG00086	151	2e-70	232.3		sp|P15075|HDNUC_BPT4 Head completion nuclease
NC_027983.1_143					phrog_232	VOG03642	PHROG:phrog_232	197	3.8e-72	237.0		baseplate wedge subunit
NC_027983.1_144	K01185	K01185		GH24, GH24	phrog_430	VOG04828	PHROG:phrog_430	576	1.3e-208	687.7		baseplate hub subunit and tail lysozyme
NC_027983.1_145												Hypothetical
NC_027983.1_146					phrog_281	VOG00757	PHROG:phrog_281	98	5e-42	137.1		PAAR motif of membran proteins
NC_027983.1_147			COG3299		phrog_219	VOG01398	PHROG:phrog_219	661	2.4e-225	743.1		baseplate wedge subunit
NC_027983.1_148					phrog_964	VOG01454	PHROG:phrog_964	1033	0	1867.1		baseplate wedge subunit
NC_027983.1_149					phrog_977	VOG03616	PHROG:phrog_977	335	2e-198	652.0		baseplate wedge subunit
NC_027983.1_150					phrog_967	VOG31348	PHROG:phrog_967	289	4.3e-135	443.5		baseplate wedge tail fiber protein connector
NC_027983.1_151					phrog_958	VOG31941	PHROG:phrog_958	602	0	1023.9		baseplate wedge subunit
NC_027983.1_152					phrog_963	VOG08015	PHROG:phrog_963	220	3.4e-94	308.1		baseplate wedge subunit
NC_027983.1_153			COG4675		phrog_910	VOG01602	VOG:VOG01602	517	1.4e-218	720.7		sp|P10930|FIB12_BPT4 Short tail fiber protein gp12
NC_027983.1_154		K10866			phrog_1056		PHROG:phrog_1056	486	4.9e-202	665.8		fibritin neck whisker
NC_027983.1_155					phrog_211	VOG00449	PHROG:phrog_211	310	3.5e-101	331.8		head-tail adaptor Ad2
NC_027983.1_156					phrog_679	VOG07292	PHROG:phrog_679	257	1.5e-111	365.1		head closure Hc2
NC_027983.1_157					phrog_227	VOG04621	PHROG:phrog_227	273	3.1e-111	364.8		tail sheath stabilizer
NC_027983.1_158		K21524			phrog_735	VOG07293	KEGG:K21524	165	8.1e-93	302.4		gp16; terminase, small subunit
