locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MK310226.1_1					phrog_21336	VOG06040	VOG:VOG06040	190	4.6e-92	299.5		REFSEQ hypothetical protein
MK310226.1_2						VOG07294	VOG:VOG07294	549	4.2e-20	64.2		sp|Q05219|VG13_BPML5 Gene 13 protein
MK310226.1_3					phrog_9232	VOG26458	VOG:VOG26458	543	0	1030.6		REFSEQ portal protein
MK310226.1_4												Hypothetical
MK310226.1_5			COG2369		phrog_758	VOG03625	VOG:VOG03625	396	1.1e-74	243.7		sp|P45918|YQBB_BACSU Uncharacterized protein YqbB
MK310226.1_6		K17890	COG1340		phrog_2658	VOG26457, VOG26457, VOG26457, VOG26457, VOG26457	VOG:VOG26457	639	5.1e-288	470.0		REFSEQ prohead protease
MK310226.1_7												Hypothetical
MK310226.1_8					phrog_1005	VOG26462	VOG:VOG26462	376	2.4e-226	743.1		REFSEQ major capsid protein
MK310226.1_9					phrog_17946	VOG06394	VOG:VOG06394	140	1.9e-49	160.0		REFSEQ hypothetical protein
MK310226.1_10												Hypothetical
MK310226.1_11												Hypothetical
MK310226.1_12												Hypothetical
MK310226.1_13					phrog_22690	VOG11945	VOG:VOG11945	96	6.8e-53	169.3		REFSEQ hypothetical protein
MK310226.1_14			COG5005		phrog_26	VOG00556	VOG:VOG00556	149	2.3e-21	68.8		sp|P36934|VPS_BPP2 Tail completion protein S
MK310226.1_15					phrog_27147	VOG11947	VOG:VOG11947	197	4.8e-113	367.8		REFSEQ tail completion protein, type 1
MK310226.1_16					phrog_20601	VOG11946	VOG:VOG11946	435	5.8e-240	788.8		REFSEQ head protein
MK310226.1_17					phrog_25283	VOG06285	VOG:VOG06285	133	1.5e-63	204.7		REFSEQ head protein
MK310226.1_18					phrog_27001	VOG11948	VOG:VOG11948	147	4e-56	180.4		REFSEQ hypothetical protein
MK310226.1_19												Hypothetical
MK310226.1_20												Hypothetical
MK310226.1_21					phrog_26818	VOG11949	VOG:VOG11949	176	7e-97	314.9		REFSEQ hypothetical protein
MK310226.1_22					phrog_19045	VOG11950	VOG:VOG11950	115	4.5e-70	225.0		REFSEQ hypothetical protein
MK310226.1_23			COG3500		phrog_196	VOG01442	VOG:VOG01442	278	1e-52	171.7		REFSEQ baseplate hub
