ID	count
phrog_1	1
phrog_100	1
phrog_10089	1
phrog_1012	1
phrog_1013	1
phrog_10276	1
phrog_10300	1
phrog_10313	1
phrog_1040	1
phrog_107	1
phrog_10912	1
phrog_1112	1
phrog_11145	1
phrog_11189	1
phrog_114	1
phrog_1157	1
phrog_11787	1
phrog_11841	1
phrog_1185	1
phrog_1198	1
phrog_1207	1
phrog_1211	1
phrog_12316	1
phrog_1249	1
phrog_125	1
phrog_1259	1
phrog_12671	1
phrog_1268	1
phrog_1282	1
phrog_13126	1
phrog_1319	1
phrog_13423	1
phrog_135	1
phrog_13505	1
phrog_1358	1
phrog_1368	1
phrog_1373	1
phrog_1383	1
phrog_13933	1
phrog_1395	1
phrog_14147	1
phrog_14342	1
phrog_14344	1
phrog_14429	1
phrog_14503	1
phrog_1460	1
phrog_14690	1
phrog_14775	1
phrog_1493	1
phrog_151	1
phrog_15140	1
phrog_1550	1
phrog_15516	1
phrog_157	1
phrog_15824	1
phrog_159	1
phrog_16	1
phrog_160	1
phrog_1631	1
phrog_164	1
phrog_16448	1
phrog_1649	1
phrog_1663	1
phrog_16641	1
phrog_167	1
phrog_16726	1
phrog_168	1
phrog_16914	1
phrog_17	1
phrog_170	1
phrog_174	1
phrog_1740	1
phrog_1741	1
phrog_1758	1
phrog_1794	1
phrog_1802	1
phrog_181	1
phrog_18103	1
phrog_1815	1
phrog_18474	1
phrog_18508	1
phrog_18609	1
phrog_18935	1
phrog_19	1
phrog_19169	1
phrog_192	1
phrog_1967	1
phrog_1975	1
phrog_200	1
phrog_2013	1
phrog_2071	1
phrog_2076	1
phrog_2118	1
phrog_21287	1
phrog_21469	1
phrog_21583	1
phrog_216	1
phrog_2170	1
phrog_2197	1
phrog_2199	1
phrog_22	1
phrog_2234	1
phrog_2244	1
phrog_22502	1
phrog_2262	1
phrog_22671	1
phrog_2268	1
phrog_2281	1
phrog_2339	1
phrog_2361	1
phrog_23613	1
phrog_23875	1
phrog_2389	1
phrog_2392	1
phrog_2439	1
phrog_2440	1
phrog_246	1
phrog_2484	1
phrog_249	1
phrog_25833	1
phrog_2640	1
phrog_26434	1
phrog_2649	1
phrog_2666	1
phrog_26699	1
phrog_2675	1
phrog_270	1
phrog_27142	1
phrog_2736	1
phrog_27368	1
phrog_2835	1
phrog_28877	1
phrog_289	1
phrog_2890	1
phrog_291	1
phrog_293	1
phrog_3	1
phrog_30252	1
phrog_30585	1
phrog_3139	1
phrog_3142	1
phrog_316	1
phrog_318	1
phrog_3188	1
phrog_32468	1
phrog_325	1
phrog_3264	1
phrog_3277	1
phrog_3282	1
phrog_329	1
phrog_3333	1
phrog_3341	1
phrog_3382	1
phrog_3408	1
phrog_3445	1
phrog_3485	1
phrog_34906	1
phrog_351	1
phrog_3551	1
phrog_363	1
phrog_3636	1
phrog_3677	1
phrog_36784	1
phrog_375	1
phrog_379	1
phrog_380	1
phrog_3810	1
phrog_382	1
phrog_3820	1
phrog_3869	1
phrog_392	1
phrog_4	1
phrog_405	1
phrog_424	1
phrog_432	1
phrog_435	1
phrog_44	1
phrog_440	1
phrog_4412	1
phrog_4470	1
phrog_448	1
phrog_4606	1
phrog_4646	1
phrog_4692	1
phrog_4715	1
phrog_4716	1
phrog_4752	1
phrog_477	1
phrog_4856	1
phrog_4871	1
phrog_4873	1
phrog_4901	1
phrog_4941	1
phrog_50	1
phrog_5045	1
phrog_510	1
phrog_515	1
phrog_5232	1
phrog_53	1
phrog_5304	1
phrog_531	1
phrog_54	1
phrog_540	1
phrog_543	1
phrog_547	1
phrog_5470	1
phrog_551	1
phrog_5725	1
phrog_5749	1
phrog_577	1
phrog_5823	1
phrog_5846	1
phrog_589	1
phrog_592	1
phrog_5934	1
phrog_5949	1
phrog_6102	1
phrog_6121	1
phrog_619	1
phrog_623	1
phrog_632	1
phrog_6386	1
phrog_6397	1
phrog_6444	1
phrog_6494	1
phrog_66	1
phrog_6636	1
phrog_669	1
phrog_67	1
phrog_6700	1
phrog_678	1
phrog_6819	1
phrog_688	1
phrog_6880	1
phrog_69	1
phrog_6929	1
phrog_7043	1
phrog_7180	1
phrog_7218	1
phrog_7241	1
phrog_7245	1
phrog_729	1
phrog_7308	1
phrog_7320	1
phrog_7339	1
phrog_761	1
phrog_7620	1
phrog_77	1
phrog_7800	1
phrog_789	1
phrog_7930	1
phrog_7951	1
phrog_8	1
phrog_8156	1
phrog_8289	1
phrog_8337	1
phrog_84	1
phrog_841	1
phrog_8429	1
phrog_844	1
phrog_8463	1
phrog_8468	1
phrog_86	1
phrog_8784	1
phrog_883	1
phrog_894	1
phrog_8995	1
phrog_9148	1
phrog_9240	1
phrog_9270	1
phrog_9298	1
phrog_938	1
phrog_94	1
phrog_9454	1
phrog_947	1
phrog_95	1
phrog_956	1
phrog_9582	1
phrog_9611	1
phrog_97	1
phrog_9787	1
phrog_9896	1
phrog_990	1
phrog_9968	1
