locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
KF547926.1_3_476_+												Hypothetical
KF547926.1_469_948_+												Hypothetical
KF547926.1_945_1217_+												Hypothetical
KF547926.1_1223_1543_+												Hypothetical
KF547926.1_1556_2548_+					phrog_7548	VOG36895	VOG:VOG36895	330	2.7e-71	230.0		sp|Q8QL25|Y562_SIRV1 Uncharacterized protein 562
KF547926.1_2557_2919_+												Hypothetical
KF547926.1_3045_3479_+												Hypothetical
KF547926.1_3608_4114_-												Hypothetical
KF547926.1_4174_4545_+												Hypothetical
KF547926.1_5124_6872_-		K03726	COG1204		phrog_6819	VOG02261	COG:COG1204	582	1.7e-108	354.8		BRR2; 
KF547926.1_6953_7561_+												Hypothetical
KF547926.1_8067_8480_-												Hypothetical
KF547926.1_8470_9639_-		K20520	COG3883				COG:COG3883	389	3.4e-10	30.1		CwlO1; 
KF547926.1_9770_10555_-												Hypothetical
KF547926.1_10648_10779_+												Hypothetical
KF547926.1_10865_11209_+												Hypothetical
KF547926.1_11202_11849_+												Hypothetical
KF547926.1_12114_12593_-												Hypothetical
KF547926.1_12663_13157_+												Hypothetical
KF547926.1_13135_14124_+												Hypothetical
KF547926.1_14128_14463_+												Hypothetical
KF547926.1_14831_15736_+												Hypothetical
KF547926.1_15738_16379_+												Hypothetical
KF547926.1_16376_16897_+												Hypothetical
KF547926.1_16930_17859_+						VOG24963	VOG:VOG24963	309	6.2e-09	25.9		sp|P19296|YORL_TTV1K Uncharacterized 26.8 kDa protein
KF547926.1_17891_19996_+												Hypothetical
KF547926.1_20094_20486_-												Hypothetical
KF547926.1_20556_20732_-												Hypothetical
KF547926.1_20820_21071_-												Hypothetical
