locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
OP880254.1_1												Hypothetical
OP880254.1_2												Hypothetical
OP880254.1_3		K14060	COG1961		phrog_125	VOG00303	COG:COG1961	217	2.3e-44	143.7		SpoIVCA:
OP880254.1_4												Hypothetical
OP880254.1_5												Hypothetical
OP880254.1_6												Hypothetical
OP880254.1_7												Hypothetical
OP880254.1_8												Hypothetical
OP880254.1_9												Hypothetical
OP880254.1_10												Hypothetical
OP880254.1_11												Hypothetical
OP880254.1_12												Hypothetical
OP880254.1_13												Hypothetical
OP880254.1_14												Hypothetical
OP880254.1_15												Hypothetical
OP880254.1_16												Hypothetical
OP880254.1_17			COG4932				COG:COG4932	949	1.3e-12	38.0		ClfA:
OP880254.1_18												Hypothetical
OP880254.1_19												Hypothetical
OP880254.1_20												Hypothetical
OP880254.1_21												Hypothetical
OP880254.1_22												Hypothetical
OP880254.1_23					phrog_5484	VOG07146	PHROG:phrog_5484	234	2.7e-36	116.5		DnaA-like replication initiation protein
OP880254.1_24												Hypothetical
OP880254.1_25												Hypothetical
OP880254.1_26												Hypothetical
OP880254.1_27												Hypothetical
OP880254.1_28												Hypothetical
OP880254.1_29												Hypothetical
OP880254.1_30												Hypothetical
OP880254.1_31	K13671	K13671	COG1807				COG:COG1807	498	3.7e-19	57.5		ArnT:
OP880254.1_32												Hypothetical
OP880254.1_33					phrog_807	VOG01562	PHROG:phrog_807	200	4.4e-14	43.5		major tail protein with Ig-like domain
OP880254.1_34												Hypothetical
OP880254.1_35												Hypothetical
OP880254.1_36												Hypothetical
OP880254.1_37												Hypothetical
OP880254.1_38												Hypothetical
OP880254.1_39												Hypothetical
OP880254.1_40												Hypothetical
OP880254.1_41												Hypothetical
OP880254.1_42												Hypothetical
OP880254.1_43												Hypothetical
OP880254.1_44												Hypothetical
OP880254.1_45												Hypothetical
OP880254.1_46												Hypothetical
OP880254.1_47			COG3609				COG:COG3609	51	4.2e-08	25.3		ParD:
OP880254.1_48												Hypothetical
