	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000804.1_1	QGNH01000804.1	QGNH01000804.1	1	1	147	1	E											0	False	F
QGNH01000804.1_2	QGNH01000804.1	QGNH01000804.1	2	144	299	1	E											0	False	F
QGNH01000804.1_3	QGNH01000804.1	QGNH01000804.1	3	296	523	1	E											0	False	F
QGNH01000804.1_4	QGNH01000804.1	QGNH01000804.1	4	523	750	1	E											0	False	F
QGNH01000804.1_5	QGNH01000804.1	QGNH01000804.1	5	1236	1661	1	E	YP_010766055.1	YP_010766055.1 hypothetical protein QGX10_gp029 [Pseudomonas phage PHB09]	False	0.47	88.0	1.697e-19		VOG00155	sp|P34081|HMUI_BPSP1 DNA endonuclease I-HmuI; Xh	Xh	1	False	F
QGNH01000804.1_6	QGNH01000804.1	QGNH01000804.1	6	1661	1927	1	D							Protein of unknown function (DUF705) [PF05152.15]				0	False	F
QGNH01000804.1_7	QGNH01000804.1	QGNH01000804.1	7	3067	3627	1	D	YP_009816504.1	YP_009816504.1 thymidylate kinase [Synechococcus phage S-CBWM1]	False	0.375	99.0	9.78e-23	AAA domain [PF13521.9]				0	False	F
QGNH01000804.1_8	QGNH01000804.1	QGNH01000804.1	8	3624	3941	1	E											0	False	F
QGNH01000804.1_9	QGNH01000804.1	QGNH01000804.1	9	4029	4493	1	E											0	False	F
QGNH01000804.1_10	QGNH01000804.1	QGNH01000804.1	10	4720	7005	1	E											0	False	F
QGNH01000804.1_11	QGNH01000804.1	QGNH01000804.1	11	6992	7489	1	E	YP_009174299.1	YP_009174299.1 hypothetical protein AR677_gp082 [Yellowstone lake phycodnavirus 3]	False	0.369	101.0	9.657e-24		VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01000804.1_12	QGNH01000804.1	QGNH01000804.1	12	7592	7990	1	E											0	False	
QGNH01000804.1_13	QGNH01000804.1	QGNH01000804.1	13	8017	8862	1	E											0	False	
QGNH01000804.1_14	QGNH01000804.1	QGNH01000804.1	14	8875	10320	1	E	YP_009099063.1	YP_009099063.1 major head protein [Bacillus phage CP-51]	False	0.292	198.0	1.647e-52		VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	V
QGNH01000804.1_15	QGNH01000804.1	QGNH01000804.1	15	10393	10752	1	E											0	False	
QGNH01000804.1_16	QGNH01000804.1	QGNH01000804.1	16	10800	11147	1	E	NP_835682.1	NP_835682.1 hypothetical protein Rm378p095 [Rhodothermus phage RM378]	False	0.359	63.0	2.588e-11		VOG01523	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000804.1_17	QGNH01000804.1	QGNH01000804.1	17	11147	11959	1	D	YP_009225606.1	YP_009225606.1 DNA polymerase exonuclease subunit [Pseudoalteromonas phage H101]	False	0.578	291.0	1.527e-87	RNase_H superfamily [PF13482.9]	VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	V
QGNH01000804.1_18	QGNH01000804.1	QGNH01000804.1	18	11963	12529	1	E											0	False	
QGNH01000804.1_19	QGNH01000804.1	QGNH01000804.1	19	12532	12930	1	D	YP_009599499.1	YP_009599499.1 endonuclease VII [Serratia phage BF]	False	0.435	81.0	2.527e-17	Recombination endonuclease VII [PF02945.18]	VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	0	False	
QGNH01000804.1_20	QGNH01000804.1	QGNH01000804.1	20	13002	13586	1	E											0	False	
QGNH01000804.1_21	QGNH01000804.1	QGNH01000804.1	21	13555	14580	1	E											0	False	F
QGNH01000804.1_22	QGNH01000804.1	QGNH01000804.1	22	14573	16117	1	E											0	False	F
QGNH01000804.1_23	QGNH01000804.1	QGNH01000804.1	23	16117	16947	1	E	YP_002790790.1	YP_002790790.1 tail fiber protein [Lactobacillus phage Lb338-1]	False	0.239	82.0	7.875e-16		VOG07388	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01000804.1_24	QGNH01000804.1	QGNH01000804.1	24	16957	18414	1	E											0	False	F
QGNH01000804.1_25	QGNH01000804.1	QGNH01000804.1	25	18417	18884	1	E											0	False	F
QGNH01000804.1_26	QGNH01000804.1	QGNH01000804.1	26	18884	19171	1	E											0	False	F
