	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000943.1_1	QGNH01000943.1	QGNH01000943.1	1	2	100	1	E															0	False	F
QGNH01000943.1_2	QGNH01000943.1	QGNH01000943.1	2	90	4343	1	D								GH136	GH136 lacto-N-biosidase (EC 3.2.1.140); Lacto-N-biosidase (Lewis antigen a/b specificity) (EC 3.2.1.-)	3.2.1.140,3.2.1.-	GH136.hmm				0	False	F
QGNH01000943.1_3	QGNH01000943.1	QGNH01000943.1	3	4396	5019	1	E															0	False	F
QGNH01000943.1_4	QGNH01000943.1	QGNH01000943.1	4	5019	5330	1	E															0	False	
QGNH01000943.1_5	QGNH01000943.1	QGNH01000943.1	5	5284	5754	1	E															0	False	
QGNH01000943.1_6	QGNH01000943.1	QGNH01000943.1	6	5770	6225	1	E	YP_009831880.1	YP_009831880.1 hypothetical protein HWB05_gp155 [Streptomyces phage BRock]	False	0.526	134.0	1.838e-35									0	False	
QGNH01000943.1_7	QGNH01000943.1	QGNH01000943.1	7	6233	6661	1	E															0	False	
QGNH01000943.1_8	QGNH01000943.1	QGNH01000943.1	8	6663	6887	1	E															0	False	
QGNH01000943.1_9	QGNH01000943.1	QGNH01000943.1	9	6953	8680	1	D	YP_009831874.1	YP_009831874.1 portal protein [Streptomyces phage BRock]	True	0.588	651.0	2.1519999999999998e-206	Phage portal protein, SPP1 Gp6-like [PF05133.17]					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xp;Xr;Xs	0	False	V
QGNH01000943.1_10	QGNH01000943.1	QGNH01000943.1	10	8726	9502	1	E	YP_009831873.1	YP_009831873.1 hypothetical protein HWB05_gp148 [Streptomyces phage BRock]	False	0.336	131.0	1.182e-32									0	False	F
QGNH01000943.1_11	QGNH01000943.1	QGNH01000943.1	11	9535	10536	1	D	YP_009831872.1	YP_009831872.1 major head protein [Streptomyces phage BRock]	True	0.705	480.0	1.1279999999999999e-151	Protein of unknown function (DUF4043) [PF13252.9]					VOG08005	sp|A0A0H5AXT3|CAPSD_BPK21 Major capsid protein; Xs	Xs	0	False	VF
QGNH01000943.1_12	QGNH01000943.1	QGNH01000943.1	12	10618	11028	1	E	YP_009831871.1	YP_009831871.1 hypothetical protein HWB05_gp146 [Streptomyces phage BRock]	False	0.338	77.0	9.353e-16									0	False	F
QGNH01000943.1_13	QGNH01000943.1	QGNH01000943.1	13	11029	11532	1	E	YP_009831869.1	YP_009831869.1 hypothetical protein HWB05_gp144 [Streptomyces phage BRock]	False	0.288	65.0	2.227e-11									0	False	F
QGNH01000943.1_14	QGNH01000943.1	QGNH01000943.1	14	11547	12125	1	E															0	False	F
QGNH01000943.1_15	QGNH01000943.1	QGNH01000943.1	15	12159	13790	1	E	YP_009838080.1	YP_009838080.1 hypothetical protein HWB61_gp57 [Streptomyces phage FlowerPower]	False	0.378	100.0	2.8890000000000003e-20						VOG04680	REFSEQ hypothetical protein; Xu	Xu	0	False	F
