	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_051733_1	NC_051733	NC_051733	1	3	95	1	E																				0	False	F
NC_051733_2	NC_051733	NC_051733	2	139	432	1	E			YP_009964412.1	YP_009964412.1 terminase small subunit [Mycobacterium phage Jung]	False	0.983	203.0	1.49e-60									VOG08207	REFSEQ terminase small subunit; Xu	Xu	0	False	F
NC_051733_3	NC_051733	NC_051733	3	401	2077	1	D			YP_009964727.1	YP_009964727.1 terminase large subunit [Mycobacterium phage Bartholomew]	True	0.978	1152.0	0.0								Terminase large subunit, ATPase domain [PF03354.18]; Terminase large subunit, endonuclease domain [PF20441.1]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
NC_051733_4	NC_051733	NC_051733	4	2094	3548	1	D			YP_009964178.1	YP_009964178.1 portal protein [Mycobacterium phage Willsammy]	True	0.967	987.0	0.0								Protein of unknown function (DUF935) [PF06074.15]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
NC_051733_5	NC_051733	NC_051733	5	3539	4876	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	YP_009964729.1	YP_009964729.1 head maturation protease [Mycobacterium phage Bartholomew]	True	0.923	861.0	1.419e-281	MER1015836	S14	MER1015836 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 88-223}~source R4TP95~	False	273.0	3.947e-78	0.948	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VPF
NC_051733_6	NC_051733	NC_051733	6	4880	5245	1	D			YP_009193902.1	YP_009193902.1 scaffolding protein [Mycobacterium phage Brusacoram]	False	0.862	218.0	2.911e-65								Uncharacterized conserved protein (DUF2190) [PF09956.12]	VOG00395	REFSEQ head scaffolding protein; Xu	Xu	0	False	F
NC_051733_7	NC_051733	NC_051733	7	5282	6226	1	E			YP_009964731.1	YP_009964731.1 major head protein [Mycobacterium phage Bartholomew]	True	0.961	637.0	1.6659999999999998e-206									VOG08005	sp|A0A0H5AXT3|CAPSD_BPK21 Major capsid protein; Xs	Xs	0	False	V
NC_051733_8	NC_051733	NC_051733	8	6226	6576	1	E			YP_009964182.1	YP_009964182.1 head-tail connector protein [Mycobacterium phage Willsammy]	False	0.962	237.0	8.134000000000001e-72									VOG00973	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_051733_9	NC_051733	NC_051733	9	6580	6942	1	E			YP_009964183.1	YP_009964183.1 head-to-tail adaptor [Mycobacterium phage Willsammy]	False	0.981	250.0	2.138e-76									VOG00419	sp|Q05225|VG19_BPML5 Gene 19 protein; Xu	Xu	0	False	
NC_051733_10	NC_051733	NC_051733	10	6942	7292	1	E			YP_009964734.1	YP_009964734.1 head closure Hc1 [Mycobacterium phage Bartholomew]	False	0.989	244.0	2.011e-74									VOG01437	REFSEQ head closure; Xu	Xu	0	False	
