	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001281.1_1	QGNH01001281.1	QGNH01001281.1	1	3	101	1	E																				0	False	F
QGNH01001281.1_2	QGNH01001281.1	QGNH01001281.1	2	98	292	1	E																				0	False	F
QGNH01001281.1_3	QGNH01001281.1	QGNH01001281.1	3	295	1131	-1	D																Glycosyltransferase like family 2 [PF13641.9]; Glycosyltransferase like family 2 [PF10111.12]; Glycosyl transferase family 2 [PF00535.29]; N-terminal domain of galactosyltransferase [PF02709.17]; Glycosyl transferase family 21 [PF13506.9]				0	False	F
QGNH01001281.1_4	QGNH01001281.1	QGNH01001281.1	4	1128	2294	-1	D																Beta-lactamase superfamily domain [PF13483.9]				0	False	F
QGNH01001281.1_5	QGNH01001281.1	QGNH01001281.1	5	2287	3174	-1	D																3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III [PF08545.13]; 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal [PF08541.13]; Thiolase, N-terminal domain [PF00108.26]				0	False	MKF
QGNH01001281.1_6	QGNH01001281.1	QGNH01001281.1	6	3171	3377	-1	E																				0	False	F
QGNH01001281.1_7	QGNH01001281.1	QGNH01001281.1	7	3374	4012	-1	E																				0	False	F
QGNH01001281.1_8	QGNH01001281.1	QGNH01001281.1	8	4391	5476	1	E			YP_010655496.1	YP_010655496.1 glycosyltransferase [Streptomyces phage Zuko]	False	0.236	79.0	2.065e-14									VOG04652	REFSEQ glycosyltransferase; Xu	Xu	0	False	F
QGNH01001281.1_9	QGNH01001281.1	QGNH01001281.1	9	5421	5720	1	E																				0	False	
QGNH01001281.1_10	QGNH01001281.1	QGNH01001281.1	10	5836	6243	1	D																Protein of unknown function (DUF1064) [PF06356.14]; Phage endonuclease I [PF05367.14]				0	False	
QGNH01001281.1_11	QGNH01001281.1	QGNH01001281.1	11	6344	6751	1	E																				0	False	
QGNH01001281.1_12	QGNH01001281.1	QGNH01001281.1	12	6934	7167	1	E																				0	False	
QGNH01001281.1_13	QGNH01001281.1	QGNH01001281.1	13	7171	8010	1	E																				0	False	
QGNH01001281.1_14	QGNH01001281.1	QGNH01001281.1	14	7988	9478	1	C	K06909	phage terminase large subunit	YP_009639469.1	YP_009639469.1 terminase large subunit [Salinibacter phage M8CRM-1]	False	0.195	89.0	4.56e-17								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001281.1_15	QGNH01001281.1	QGNH01001281.1	15	9505	11154	1	D			YP_009217768.1	YP_009217768.1 tail protein [Microcystis phage MaMV-DC]	False	0.219	99.0	5.244e-20								Protein of unknown function (DUF935) [PF06074.15]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
QGNH01001281.1_16	QGNH01001281.1	QGNH01001281.1	16	11096	11815	1	D			YP_009831478.1	YP_009831478.1 nudix hydrolase [Cronobacter phage vB_CsaM_leE]	False	0.421	70.0	4.296e-12								NUDIX domain [PF00293.31]	VOG00917	sp|Q91FB1|VF414_IIV6 Putative hydrolase 414L; Xu	Xu	0	False	
QGNH01001281.1_17	QGNH01001281.1	QGNH01001281.1	17	11812	12192	1	E																				0	False	
QGNH01001281.1_18	QGNH01001281.1	QGNH01001281.1	18	12194	12688	1	E																				0	False	
QGNH01001281.1_19	QGNH01001281.1	QGNH01001281.1	19	12685	14502	1	D			YP_009099591.1	YP_009099591.1 sialate O-acetylesterase [Rhizobium phage vB_RleM_PPF1]	False	0.218	61.0	2.132e-08								Carbohydrate esterase, sialic acid-specific acetylesterase [PF03629.21]				0	False	
QGNH01001281.1_20	QGNH01001281.1	QGNH01001281.1	20	14528	15403	1	D																Phage Mu protein F like protein [PF04233.17]				0	False	
QGNH01001281.1_21	QGNH01001281.1	QGNH01001281.1	21	15404	15688	1	E																				0	False	
QGNH01001281.1_22	QGNH01001281.1	QGNH01001281.1	22	15701	15934	1	E																				0	False	
QGNH01001281.1_23	QGNH01001281.1	QGNH01001281.1	23	16045	17700	1	E																				0	False	
QGNH01001281.1_24	QGNH01001281.1	QGNH01001281.1	24	17739	18140	1	E																				0	False	
QGNH01001281.1_25	QGNH01001281.1	QGNH01001281.1	25	18195	19370	1	D																Phage major capsid protein E [PF03864.18]	VOG01069	sp|D6RRG1|CAPSD_BPKPP Major capsid protein; XhXs	Xs;Xh	0	False	V
QGNH01001281.1_26	QGNH01001281.1	QGNH01001281.1	26	19551	20063	1	E																				0	False	
QGNH01001281.1_27	QGNH01001281.1	QGNH01001281.1	27	20073	20654	1	E																				0	False	
QGNH01001281.1_28	QGNH01001281.1	QGNH01001281.1	28	20740	21351	1	E																				0	False	
QGNH01001281.1_29	QGNH01001281.1	QGNH01001281.1	29	21365	22033	1	E																				0	False	
QGNH01001281.1_30	QGNH01001281.1	QGNH01001281.1	30	22033	23274	1	E																	VOG03536	sp|P44233|VPL_HAEIN Mu-like prophage FluMu tail sheath protein; Xu	Xu	0	False	
QGNH01001281.1_31	QGNH01001281.1	QGNH01001281.1	31	23288	23722	1	E																				0	False	
QGNH01001281.1_32	QGNH01001281.1	QGNH01001281.1	32	23740	24258	1	E																				0	False	
QGNH01001281.1_33	QGNH01001281.1	QGNH01001281.1	33	24315	26033	1	E																				0	False	
QGNH01001281.1_34	QGNH01001281.1	QGNH01001281.1	34	26047	27321	1	D																DNA circularisation protein N-terminus [PF07157.15]				0	False	
QGNH01001281.1_35	QGNH01001281.1	QGNH01001281.1	35	27318	28523	1	E																				0	False	
QGNH01001281.1_36	QGNH01001281.1	QGNH01001281.1	36	28520	29089	1	E																				0	False	
QGNH01001281.1_37	QGNH01001281.1	QGNH01001281.1	37	29093	29299	1	E																				0	False	
QGNH01001281.1_38	QGNH01001281.1	QGNH01001281.1	38	29335	29715	1	D																Phage protein GP46 [PF07409.15]				0	False	
QGNH01001281.1_39	QGNH01001281.1	QGNH01001281.1	39	29725	30933	1	D			YP_009196095.1	YP_009196095.1 baseplate protein [Mannheimia phage vB_MhM_3927AP2]	False	0.233	80.0	1.68e-14								Baseplate J-like protein [PF04865.17]				0	False	
QGNH01001281.1_40	QGNH01001281.1	QGNH01001281.1	40	30937	31644	1	D																Bacteriophage Mu-like, Gp48 [PF10076.12]				0	False	
QGNH01001281.1_41	QGNH01001281.1	QGNH01001281.1	41	31660	33045	1	E																				0	False	
QGNH01001281.1_42	QGNH01001281.1	QGNH01001281.1	42	33053	34198	1	E																				0	False	
QGNH01001281.1_43	QGNH01001281.1	QGNH01001281.1	43	34405	35271	-1	D			NP_075125.1	NP_075125.1 cathepsin [Helicoverpa armigera nucleopolyhedrovirus G4]	False	0.208	60.0	1.057e-08	MER0002233	C01A	MER0002233 - EhCP4 peptidase ({Entamoeba histolytica}) (Entamoeba histolytica) [C01.155]#C01A#{peptidase unit: 93-307}~source Q27643~	False	0.282	92.0	7.404e-19	Papain family cysteine protease [PF00112.26]				0	False	P
QGNH01001281.1_44	QGNH01001281.1	QGNH01001281.1	44	35328	35531	1	E																				0	False	
QGNH01001281.1_45	QGNH01001281.1	QGNH01001281.1	45	35528	36034	-1	E																				0	False	
QGNH01001281.1_46	QGNH01001281.1	QGNH01001281.1	46	36117	36404	1	E																				0	False	
QGNH01001281.1_47	QGNH01001281.1	QGNH01001281.1	47	36539	36766	-1	E																				0	False	
QGNH01001281.1_48	QGNH01001281.1	QGNH01001281.1	48	36763	37116	-1	E																				0	False	
QGNH01001281.1_49	QGNH01001281.1	QGNH01001281.1	49	37118	37474	-1	E																				0	False	
QGNH01001281.1_50	QGNH01001281.1	QGNH01001281.1	50	37471	38031	-1	D																P-loop Nucleotide Kinase3 [PF18751.4]	VOG01544	sp|E1XT70|HMUD1_BPSAV 5-hmdU DNA kinase 1; Xp	Xp	0	False	
QGNH01001281.1_51	QGNH01001281.1	QGNH01001281.1	51	38068	40695	-1	D			YP_009873871.1	YP_009873871.1 hypothetical protein HYO65_gp187 [Tenacibaculum phage PTm1]	False	0.291	141.0	2.435e-32	MER0180176	N11	MER0180176 - family N11 unassigned peptide lyases (Hydrogenivirga sp. 128-5-R1-1) [N11.UPW]#N11#{peptidase unit: 20-370}~source EDP73861~	False	0.191	69.0	2.651e-10					0	False	P
QGNH01001281.1_52	QGNH01001281.1	QGNH01001281.1	52	40698	41324	-1	E			YP_009797254.1	YP_009797254.1 DNA methyltransferase [Faecalibacterium phage FP_Lagaffe]	False	0.368	93.0	3.932e-20												0	False	
QGNH01001281.1_53	QGNH01001281.1	QGNH01001281.1	53	41326	41655	-1	E																				0	False	
QGNH01001281.1_54	QGNH01001281.1	QGNH01001281.1	54	41652	41915	-1	C	K06884	uncharacterized protein																		0	False	
