locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKLBGJDK_00001	CDS	1314	cdc6		COG1474	ORC1-type DNA replication protein
FKLBGJDK_00002	CDS	516			COG1522	putative HTH-type transcriptional regulator
FKLBGJDK_00003	CDS	1158		2.6.1.57		Aromatic-amino-acid aminotransferase 2
FKLBGJDK_00004	CDS	2703				hypothetical protein
FKLBGJDK_00005	CDS	795				hypothetical protein
FKLBGJDK_00006	CDS	969				hypothetical protein
FKLBGJDK_00007	CDS	1002	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
FKLBGJDK_00008	CDS	192				hypothetical protein
FKLBGJDK_00009	CDS	525				hypothetical protein
FKLBGJDK_00010	CDS	930	cbiB			Cobalamin biosynthesis protein CbiB
FKLBGJDK_00011	CDS	819				hypothetical protein
FKLBGJDK_00012	CDS	1170				hypothetical protein
FKLBGJDK_00013	CDS	402	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FKLBGJDK_00014	CDS	618				hypothetical protein
FKLBGJDK_00015	CDS	753	btuD_1	7.6.2.8	COG1120	Cobalamin import ATP-binding protein BtuD
FKLBGJDK_00016	CDS	1077	btuC_1		COG0609	Cobalamin import system permease protein BtuC
FKLBGJDK_00017	CDS	1092				hypothetical protein
FKLBGJDK_00018	CDS	1092				hypothetical protein
FKLBGJDK_00019	CDS	843				hypothetical protein
FKLBGJDK_00020	CDS	1782				hypothetical protein
FKLBGJDK_00021	CDS	984				hypothetical protein
FKLBGJDK_00022	CDS	663			COG1136	putative ABC transporter ATP-binding protein
FKLBGJDK_00023	CDS	1212				hypothetical protein
FKLBGJDK_00024	CDS	4701				hypothetical protein
FKLBGJDK_00025	CDS	258				hypothetical protein
FKLBGJDK_00026	CDS	1311				hypothetical protein
FKLBGJDK_00027	CDS	7938				hypothetical protein
FKLBGJDK_00028	CDS	1737				hypothetical protein
FKLBGJDK_00029	CDS	447			COG1720	S-adenosyl-L-methionine-binding protein
FKLBGJDK_00030	CDS	615				hypothetical protein
FKLBGJDK_00031	CDS	624	betI_1			HTH-type transcriptional regulator BetI
FKLBGJDK_00032	CDS	1221				hypothetical protein
FKLBGJDK_00033	CDS	2199				hypothetical protein
FKLBGJDK_00034	CDS	567	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
