	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001472.1_1	QGNH01001472.1	QGNH01001472.1	1	120	341	1	E													0	False	F
QGNH01001472.1_2	QGNH01001472.1	QGNH01001472.1	2	341	559	1	E													0	False	F
QGNH01001472.1_3	QGNH01001472.1	QGNH01001472.1	3	847	1236	1	E													0	False	F
QGNH01001472.1_4	QGNH01001472.1	QGNH01001472.1	4	1205	1609	-1	D									Family of unknown function (DUF5675) [PF18925.3]	VOG03732	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001472.1_5	QGNH01001472.1	QGNH01001472.1	5	1590	1814	-1	E													0	False	F
QGNH01001472.1_6	QGNH01001472.1	QGNH01001472.1	6	2044	2418	-1	E													0	False	F
QGNH01001472.1_7	QGNH01001472.1	QGNH01001472.1	7	2500	2982	-1	D									Transglycosylase SLT domain [PF01464.23]				0	False	F
QGNH01001472.1_8	QGNH01001472.1	QGNH01001472.1	8	3182	4135	-1	D			YP_010652357.1	YP_010652357.1 metallo-phosphoesterase [Streptomyces phage Muntaha]	False	0.221	62.0	3.31e-09	Homing endonuclease associated repeat [PF18780.4]	VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	F
QGNH01001472.1_9	QGNH01001472.1	QGNH01001472.1	9	4321	4659	-1	E													0	False	F
QGNH01001472.1_10	QGNH01001472.1	QGNH01001472.1	10	4814	5017	-1	E													0	False	F
QGNH01001472.1_11	QGNH01001472.1	QGNH01001472.1	11	5083	7077	-1	C	K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	YP_010738766.1	YP_010738766.1 DNA polymerase [Janthinobacterium phage vB_JliM-Donnerlittchen]	True	0.389	448.0	4.401e-135	DNA polymerase family A [PF00476.23]	VOG00693	sp|P06225|DPOL_BPSP2 DNA polymerase; XhXr	Xr;Xh	0	False	V
QGNH01001472.1_12	QGNH01001472.1	QGNH01001472.1	12	7074	7436	-1	E			YP_009007716.1	YP_009007716.1 HNH endonuclease [Staphylococcus phage vB_SepS_SEP9]	False	0.678	116.0	9.731e-30		VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01001472.1_13	QGNH01001472.1	QGNH01001472.1	13	7486	7713	-1	D									Family of unknown function (DUF6634) [PF20339.1]				0	False	
QGNH01001472.1_14	QGNH01001472.1	QGNH01001472.1	14	7710	7889	-1	E													0	False	
QGNH01001472.1_15	QGNH01001472.1	QGNH01001472.1	15	7995	8582	-1	D			YP_009216661.1	YP_009216661.1 Gp2.5-like ssDNA binding protein and ssDNA annealing protein (endogenous virus) [Clostridium phage phiCT453A]	False	0.336	100.0	5.2e-23	Protein of unknown function (DUF2815) [PF10991.11]	VOG00262	sp|P20313|SSB_BPT3 Single-stranded DNA-binding protein; Xr	Xr	0	False	V
QGNH01001472.1_16	QGNH01001472.1	QGNH01001472.1	16	8605	8796	-1	E													0	False	
QGNH01001472.1_17	QGNH01001472.1	QGNH01001472.1	17	8762	9574	-1	D			YP_009837325.1	YP_009837325.1 exonuclease [Bacillus phage Carmen17]	False	0.277	103.0	7.277e-23	Protein of unknown function (DUF2800) [PF10926.11]	VOG00510	sp|O64262|VG69_BPMD2 Gene 69 protein; Xu	Xu	0	False	
