locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MK002701.1_1												Hypothetical
MK002701.1_2			COG5362		phrog_38	VOG00331	PHROG:phrog_38	554	1.3e-55	181.4		terminase large subunit
MK002701.1_3						VOG25502	VOG:VOG25502	43	3.4e-29	93.2		REFSEQ hypothetical protein
MK002701.1_4					phrog_23278	VOG25480	VOG:VOG25480	64	3.3e-47	150.8		REFSEQ hypothetical protein
MK002701.1_5			COG5518		phrog_12	VOG25223	VOG:VOG25223	519	1.4e-290	954.1		REFSEQ portal protein
MK002701.1_6			COG2369		phrog_2468	VOG00318	VOG:VOG00318	314	5.2e-103	336.9		sp|P45918|YQBB_BACSU Uncharacterized protein YqbB
MK002701.1_7					phrog_26967	VOG14649	VOG:VOG14649	109	3.7e-58	186.5		REFSEQ hypothetical protein
MK002701.1_8												Hypothetical
MK002701.1_9			COG4653		phrog_1623	VOG01409	PHROG:phrog_1623	321	1.4e-90	295.9		virion structural protein
MK002701.1_10					phrog_17946	VOG06394	VOG:VOG06394	151	5.7e-53	171.5		REFSEQ hypothetical protein
MK002701.1_11					phrog_442	VOG00699	VOG:VOG00699	201	1.6e-35	115.4		REFSEQ head-tail adaptor
MK002701.1_12					phrog_24908	VOG25481	VOG:VOG25481	127	2.1e-82	265.9		REFSEQ head closure protein, type 1
MK002701.1_13					phrog_22690	VOG11945	VOG:VOG11945	94	3.1e-55	176.9		REFSEQ hypothetical protein
MK002701.1_14			COG5005		phrog_26	VOG00556	VOG:VOG00556	145	8.2e-24	77.0		sp|P36934|VPS_BPP2 Tail completion protein S
MK002701.1_15					phrog_27147	VOG11947	VOG:VOG11947	199	1.1e-114	373.2		REFSEQ tail completion protein, type 1
MK002701.1_16					phrog_20601	VOG11946	VOG:VOG11946	433	2e-235	773.8		REFSEQ head protein
MK002701.1_17					phrog_25283	VOG06285	VOG:VOG06285	132	1.1e-64	208.6		REFSEQ head protein
MK002701.1_18					phrog_27001	VOG11948	VOG:VOG11948	134	2.4e-65	210.4		REFSEQ hypothetical protein
MK002701.1_19												Hypothetical
MK002701.1_20			COG5283		phrog_9696, phrog_32452	VOG00774	PHROG:phrog_9696	930	1.8e-59	194.1		tail length tape measure protein
MK002701.1_21					phrog_26818	VOG11949	VOG:VOG11949	174	7.1e-96	311.7		REFSEQ hypothetical protein
MK002701.1_22					phrog_19045	VOG11950	VOG:VOG11950	113	3.4e-70	225.5		REFSEQ hypothetical protein
MK002701.1_23			COG4379		phrog_196	VOG01442	VOG:VOG01442	283	1.3e-47	155.0		REFSEQ baseplate hub
MK002701.1_24					phrog_4852	VOG03902	VOG:VOG03902	47	1.6e-27	87.4		REFSEQ hypothetical protein
MK002701.1_25						VOG04104	VOG:VOG04104	182	8.9e-91	295.0		REFSEQ uncharacterized protein
MK002701.1_26												Hypothetical
MK002701.1_27					phrog_14920	VOG14389	VOG:VOG14389	122	7.5e-56	180.2		REFSEQ hypothetical protein
MK002701.1_28		K06903	COG3628		phrog_120	VOG00875	PHROG:phrog_120	121	9.4e-26	82.6		baseplate wedge subunit
MK002701.1_29			COG3299		phrog_6	VOG00521	VOG:VOG00521	425	4.6e-79	259.0		sp|P51767|BPJ_BPP2 Baseplate protein J
MK002701.1_30					phrog_1160	VOG00207	PHROG:phrog_1160	381	3.4e-25	81.2		baseplate protein
MK002701.1_31												Hypothetical
MK002701.1_32												Hypothetical
MK002701.1_33					phrog_18723, phrog_18723	VOG00170, VOG00170	VOG:VOG00170	751	6.9e-90	194.5		REFSEQ pectate lyase
MK002701.1_34					phrog_20505	VOG11961	VOG:VOG11961	94	1.6e-32	104.2		REFSEQ uncharacterized protein
MK002701.1_35		K04763	COG4974		phrog_216	VOG00056	PHROG:phrog_216	225	1.4e-29	95.1		integrase
MK002701.1_36					phrog_20505	VOG11961	VOG:VOG11961	101	4.1e-52	167.0		REFSEQ uncharacterized protein
MK002701.1_37												Hypothetical
MK002701.1_38		K01174	COG1525		phrog_452	VOG08825	VOG:VOG08825	116	6.9e-41	132.4		REFSEQ endonuclease
MK002701.1_39						VOG14453	VOG:VOG14453	78	4.2e-46	147.1		REFSEQ hypothetical protein
MK002701.1_40												Hypothetical
MK002701.1_41						VOG29124	VOG:VOG29124	190	4.8e-112	364.4		REFSEQ transmembrane domain protein
MK002701.1_42												Hypothetical
MK002701.1_43					phrog_24760	VOG11951	VOG:VOG11951	97	1.7e-56	181.0		REFSEQ hypothetical protein
MK002701.1_44												Hypothetical
MK002701.1_45					phrog_20037	VOG25484	VOG:VOG25484	55	2.6e-42	135.3		REFSEQ hypothetical protein
MK002701.1_46		K07064	COG1848		phrog_17124	VOG25483	VOG:VOG25483	132	4.6e-89	287.6		REFSEQ PIN domain-containing protein
MK002701.1_47		K04763	COG4974		phrog_216	VOG00056	COG:COG4974	221	2.2e-36	118.0		XerD:
MK002701.1_48												Hypothetical
MK002701.1_49					phrog_22659	VOG25500	VOG:VOG25500	111	6.1e-77	247.6		REFSEQ hypothetical protein
MK002701.1_50		K12212	COG3183		phrog_26668, phrog_8048	VOG03264	VOG:VOG03264	146	3.9e-69	224.1		REFSEQ uncharacterized protein
MK002701.1_51					phrog_29165	VOG03264	VOG:VOG03264	90	3.4e-35	113.7		REFSEQ uncharacterized protein
MK002701.1_52		K03496	COG1192		phrog_164	VOG01428	COG:COG1192	287	5.5e-62	202.4		ParA:
MK002701.1_53			COG3398		phrog_17376	VOG00337	PHROG:phrog_17376	929	0	1684.1		replication protein
MK002701.1_54					phrog_20952	VOG25486	VOG:VOG25486	76	4.6e-53	170.1		REFSEQ transcriptional regulator
MK002701.1_55		K10947	COG1695		phrog_4278	VOG11953	VOG:VOG11953	177	1.5e-61	197.9		REFSEQ helix-turn-helix transcriptional regulator
MK002701.1_56					phrog_17210	VOG05542	VOG:VOG05542	199	7.4e-110	357.7		REFSEQ hypothetical protein
MK002701.1_57												Hypothetical
MK002701.1_58		K04802	COG0592		phrog_947, phrog_947	VOG00220	KEGG:K04802	250	2.2e-49	160.6		PCNA; proliferating cell nuclear antigen
MK002701.1_59												Hypothetical
MK002701.1_60					phrog_20465	VOG25490	VOG:VOG25490	72	8.5e-55	175.5		REFSEQ hypothetical protein
MK002701.1_61												Hypothetical
MK002701.1_62		K07491	COG1943		phrog_2577	VOG02296	VOG:VOG02296	131	3.9e-51	165.2		sp|Q7DF83|DRA2A_DEIRA ISDra2 transposase TnpA
MK002701.1_63		K07496	COG0675		phrog_506	VOG00072	COG:COG0675	419	5.2e-56	181.7		InsQ:
MK002701.1_64												Hypothetical
MK002701.1_65					phrog_27174	VOG25488	VOG:VOG25488	76	1.8e-53	171.4		REFSEQ hypothetical protein
MK002701.1_66					phrog_26833	VOG25487	VOG:VOG25487	142	9.6e-93	300.1		REFSEQ CxxC motif protein
MK002701.1_67					phrog_26808	VOG25489	VOG:VOG25489	127	1e-84	275.7		REFSEQ hypothetical protein
MK002701.1_68					phrog_20891	VOG00233	VOG:VOG00233	208	2.4e-32	103.0		REFSEQ HNH endonuclease
MK002701.1_69					phrog_20179	VOG25491	VOG:VOG25491	96	1.4e-63	203.5		REFSEQ hypothetical protein
MK002701.1_70					phrog_464	VOG01584	PHROG:phrog_464	144	1.2e-26	85.3		unknown function
MK002701.1_71												Hypothetical
MK002701.1_72					phrog_18968	VOG25492	VOG:VOG25492	149	9.4e-103	332.7		REFSEQ CxxC motif protein
MK002701.1_73												Hypothetical
MK002701.1_74												Hypothetical
MK002701.1_75					phrog_2245	VOG04727	VOG:VOG04727	100	1.7e-35	113.8		REFSEQ nucleoside triphosphate pyrophosphohydrolase
MK002701.1_76	K00558	K00558	COG0270		phrog_116	VOG00639	VOG:VOG00639	629	7.9e-106	346.8		sp|O34939|YDIO_BACSU Type II methyltransferase M1.BsuMI
MK002701.1_77					phrog_26172	VOG25493	VOG:VOG25493	107	5.1e-71	228.0		REFSEQ hypothetical protein
MK002701.1_78		K00590, K00571	COG0863		phrog_67	VOG00306, VOG00306	COG:COG0863	473	1.3e-58	189.9		YhdJ:
MK002701.1_79												Hypothetical
MK002701.1_80					phrog_22231	VOG25494	VOG:VOG25494	257	4e-181	592.4		REFSEQ hypothetical protein
MK002701.1_81					phrog_23907	VOG25496	VOG:VOG25496	123	2.7e-76	246.6		REFSEQ hypothetical protein
MK002701.1_82					phrog_22257	VOG25498	VOG:VOG25498	120	2.5e-79	255.6		REFSEQ hypothetical protein
MK002701.1_83					phrog_18924	VOG11956	VOG:VOG11956	194	6.5e-114	371.0		REFSEQ CxxC motif protein
MK002701.1_84					phrog_14318	VOG11954	VOG:VOG11954	123	6e-71	228.6		REFSEQ hypothetical protein
MK002701.1_85					phrog_24914	VOG11955	VOG:VOG11955	86	2.6e-51	164.0		REFSEQ transmembrane domain protein
MK002701.1_86					phrog_27838	VOG11957	VOG:VOG11957	112	7.1e-64	204.8		REFSEQ holin
MK002701.1_87		K00571, K03497	COG0863		phrog_498	VOG00306	VOG:VOG00306	420	1.4e-101	333.6		sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I
MK002701.1_88												Hypothetical
MK002701.1_89					phrog_19338	VOG11958	VOG:VOG11958	70	5.3e-48	153.4		REFSEQ CxxC motif protein
MK002701.1_90		K12212			phrog_8048	VOG02117	VOG:VOG02117	82	2.3e-29	94.8		REFSEQ HNH endonuclease
