	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001652.1_1	QGNH01001652.1	QGNH01001652.1	1	2	451	-1	E													0	False	F
QGNH01001652.1_2	QGNH01001652.1	QGNH01001652.1	2	512	1768	-1	D									P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	VF
QGNH01001652.1_3	QGNH01001652.1	QGNH01001652.1	3	1772	2767	-1	E													0	False	F
QGNH01001652.1_4	QGNH01001652.1	QGNH01001652.1	4	2757	4898	-1	D			YP_009222589.1	YP_009222589.1 portal protein [Rhodoferax phage P26218]	False	0.24	201.0	8.336e-52	Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xs;Xr;Xp;Xh	0	False	VF
QGNH01001652.1_5	QGNH01001652.1	QGNH01001652.1	5	4899	5378	-1	E													0	False	F
QGNH01001652.1_6	QGNH01001652.1	QGNH01001652.1	6	5514	5747	-1	E													0	False	
QGNH01001652.1_7	QGNH01001652.1	QGNH01001652.1	7	5780	7405	-1	E													0	False	
QGNH01001652.1_8	QGNH01001652.1	QGNH01001652.1	8	7390	8748	-1	E													0	False	
QGNH01001652.1_9	QGNH01001652.1	QGNH01001652.1	9	8745	12341	-1	E													0	False	F
QGNH01001652.1_10	QGNH01001652.1	QGNH01001652.1	10	12316	12786	-1	D									Family of unknown function (DUF6582) [PF20223.1]	VOG12668	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001652.1_11	QGNH01001652.1	QGNH01001652.1	11	12956	14200	-1	C	K06909	phage terminase large subunit	YP_009638956.1	YP_009638956.1 terminase large subunit [Pseudomonas phage H66]	False	0.406	275.0	1.552e-79	Phage terminase large subunit [PF04466.16]	VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	F
