	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000576.1_1	QGNH01000576.1	QGNH01000576.1	1	1	207	-1	E																				0	False	F
QGNH01000576.1_2	QGNH01000576.1	QGNH01000576.1	2	631	1005	1	D																Domain of unknown function (DUF4258) [PF14076.9]	VOG02349	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000576.1_3	QGNH01000576.1	QGNH01000576.1	3	1085	1801	-1	D																Family of unknown function (DUF5715) [PF18979.3]				0	False	F
QGNH01000576.1_4	QGNH01000576.1	QGNH01000576.1	4	1902	2363	-1	D			YP_009997461.1	YP_009997461.1 endolysin; inhibits RNA polymerase [Ruegeria phage vB_RpoS-V7]	False	0.609	111.0	3.225e-27								dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]	VOG04108	REFSEQ dCMP deaminase; Xu	Xu	0	False	F
QGNH01000576.1_5	QGNH01000576.1	QGNH01000576.1	5	2360	2851	-1	E																				0	False	F
QGNH01000576.1_6	QGNH01000576.1	QGNH01000576.1	6	2856	3857	-1	C	K03553	recombination protein RecA	YP_009218156.1	YP_009218156.1 UvsX-like recombinase [Bacillus phage phi4J1]	True	0.589	368.0	3.816e-113								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; KaiC [PF06745.16]; AAA domain [PF13481.9]; AAA domain [PF13479.9]; DnaB-like helicase C terminal domain [PF03796.18]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	VF
QGNH01000576.1_7	QGNH01000576.1	QGNH01000576.1	7	3860	4168	-1	E																				0	False	F
QGNH01000576.1_8	QGNH01000576.1	QGNH01000576.1	8	4274	4534	-1	D			YP_010675583.1	YP_010675583.1 endonuclease VII [Gordonia phage Chidiebere]	False	0.477	63.0	1.087e-11								Recombination endonuclease VII [PF02945.18]				0	False	F
QGNH01000576.1_9	QGNH01000576.1	QGNH01000576.1	9	4689	6338	-1	E			YP_009600179.1	YP_009600179.1 DNA transfer protein [Dinoroseobacter phage vB_DshS-R5C]	True	0.458	446.0	4.444e-136									VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	F
QGNH01000576.1_10	QGNH01000576.1	QGNH01000576.1	10	6353	6922	-1	E																				0	False	
QGNH01000576.1_11	QGNH01000576.1	QGNH01000576.1	11	6941	7732	-1	E																				0	False	
QGNH01000576.1_12	QGNH01000576.1	QGNH01000576.1	12	7790	8536	-1	D																Trypsin-like peptidase domain [PF13365.9]; Trypsin [PF00089.29]				0	False	
QGNH01000576.1_13	QGNH01000576.1	QGNH01000576.1	13	8621	9253	-1	E			YP_009203567.1	YP_009203567.1 endonuclease [Acinetobacter phage YMC11/12/R2315]	False	0.433	68.0	5.78e-12												0	False	
QGNH01000576.1_14	QGNH01000576.1	QGNH01000576.1	14	9303	9662	-1	E																				0	False	
QGNH01000576.1_15	QGNH01000576.1	QGNH01000576.1	15	9763	10650	-1	E																				0	False	
QGNH01000576.1_16	QGNH01000576.1	QGNH01000576.1	16	10654	12441	-1	E																				0	False	
QGNH01000576.1_17	QGNH01000576.1	QGNH01000576.1	17	12451	13590	-1	E																				0	False	
QGNH01000576.1_18	QGNH01000576.1	QGNH01000576.1	18	13624	14526	-1	D			YP_009140954.1	YP_009140954.1 tail fiber protein [Synechococcus phage ACG-2014i]	False	0.3	65.0	2.761e-10								PA14 domain [PF07691.15]				0	False	
QGNH01000576.1_19	QGNH01000576.1	QGNH01000576.1	19	14528	18142	-1	E																				0	False	
QGNH01000576.1_20	QGNH01000576.1	QGNH01000576.1	20	18144	18599	-1	D									MER0721722	C40	MER0721722 - family C40 non-peptidase homologues (Synergistes sp. 3_1_syn1) [C40.UNW]#C40#{peptidase unit: 6-122}~source G9PX88~	False	0.372	76.0	5.536e-15					0	False	P
