	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001755.1_1	QGNH01001755.1	QGNH01001755.1	1	1	375	-1	E											0	False	F
QGNH01001755.1_2	QGNH01001755.1	QGNH01001755.1	2	564	1661	-1	E	YP_009287740.1	YP_009287740.1 major head protein [Enterobacter phage Tyrion]	False	0.518	338.0	6.193000000000001e-102		VOG02257	REFSEQ major head protein; Xu	Xu	0	False	F
QGNH01001755.1_3	QGNH01001755.1	QGNH01001755.1	3	1674	2420	-1	E	YP_009287739.1	YP_009287739.1 protease [Enterobacter phage Tyrion]	False	0.309	103.0	4.07e-23		VOG10710	REFSEQ protease; Xu	Xu	0	False	F
QGNH01001755.1_4	QGNH01001755.1	QGNH01001755.1	4	2407	2826	-1	E											0	False	F
QGNH01001755.1_5	QGNH01001755.1	QGNH01001755.1	5	2996	3208	-1	E											0	False	F
QGNH01001755.1_6	QGNH01001755.1	QGNH01001755.1	6	3205	3519	-1	E											0	False	F
QGNH01001755.1_7	QGNH01001755.1	QGNH01001755.1	7	3516	3833	-1	E								VOG01457	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001755.1_8	QGNH01001755.1	QGNH01001755.1	8	3833	4027	-1	E											0	False	F
QGNH01001755.1_9	QGNH01001755.1	QGNH01001755.1	9	4020	4193	-1	E											0	False	F
QGNH01001755.1_10	QGNH01001755.1	QGNH01001755.1	10	4190	4552	-1	E											0	False	F
QGNH01001755.1_11	QGNH01001755.1	QGNH01001755.1	11	4552	5745	-1	E											0	False	F
QGNH01001755.1_12	QGNH01001755.1	QGNH01001755.1	12	5749	6354	-1	E											0	False	
QGNH01001755.1_13	QGNH01001755.1	QGNH01001755.1	13	6363	6674	-1	E											0	False	
QGNH01001755.1_14	QGNH01001755.1	QGNH01001755.1	14	6686	7033	-1	E											0	False	F
QGNH01001755.1_15	QGNH01001755.1	QGNH01001755.1	15	7079	7630	-1	E											0	False	F
QGNH01001755.1_16	QGNH01001755.1	QGNH01001755.1	16	7627	7737	-1	E											0	False	F
QGNH01001755.1_17	QGNH01001755.1	QGNH01001755.1	17	7734	7874	-1	E											0	False	F
QGNH01001755.1_18	QGNH01001755.1	QGNH01001755.1	18	7871	9595	-1	D	YP_009007071.1	YP_009007071.1 head-tail adaptor [Pseudomonas phage vB_PaeP_Tr60_Ab31]	True	0.442	439.0	1.673e-133	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	VF
QGNH01001755.1_19	QGNH01001755.1	QGNH01001755.1	19	9676	9894	-1	E											0	False	F
QGNH01001755.1_20	QGNH01001755.1	QGNH01001755.1	20	10384	11919	-1	E	YP_009007069.1	YP_009007069.1 terminase [Pseudomonas phage vB_PaeP_Tr60_Ab31]	True	0.503	454.0	1.445e-139		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
