	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001025.1_1	QGNH01001025.1	QGNH01001025.1	1	131	655	1	E											0	False	F
QGNH01001025.1_2	QGNH01001025.1	QGNH01001025.1	2	919	1485	1	E											0	False	F
QGNH01001025.1_3	QGNH01001025.1	QGNH01001025.1	3	1528	1740	1	E											0	False	F
QGNH01001025.1_4	QGNH01001025.1	QGNH01001025.1	4	2181	2423	1	D							Helix-turn-helix domain [PF12728.10]				0	False	F
QGNH01001025.1_5	QGNH01001025.1	QGNH01001025.1	5	2396	2776	1	E											0	False	F
QGNH01001025.1_6	QGNH01001025.1	QGNH01001025.1	6	2960	3100	1	E											0	False	F
QGNH01001025.1_7	QGNH01001025.1	QGNH01001025.1	7	3957	4331	-1	E											0	False	F
QGNH01001025.1_8	QGNH01001025.1	QGNH01001025.1	8	4425	4727	-1	E											0	False	F
QGNH01001025.1_9	QGNH01001025.1	QGNH01001025.1	9	5205	5456	-1	E											0	False	
QGNH01001025.1_10	QGNH01001025.1	QGNH01001025.1	10	5781	6101	1	E											0	False	
QGNH01001025.1_11	QGNH01001025.1	QGNH01001025.1	11	6058	7491	1	D	YP_009191297.1	YP_009191297.1 terminase [Arthrobacter phage Decurro]	False	215.0	2.928e-58	0.309	Terminase large subunit, ATPase domain [PF03354.18]; Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001025.1_12	QGNH01001025.1	QGNH01001025.1	12	7781	8464	1	E											0	False	F
QGNH01001025.1_13	QGNH01001025.1	QGNH01001025.1	13	8486	8896	1	E											0	False	F
QGNH01001025.1_14	QGNH01001025.1	QGNH01001025.1	14	8979	10523	1	E											0	False	F
QGNH01001025.1_15	QGNH01001025.1	QGNH01001025.1	15	10887	11426	-1	E											0	False	F
