	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_041947_NC_041947_1	NC_041947	NC_041947	1	2	229	1	E											0
NC_041947_NC_041947_2	NC_041947	NC_041947	2	226	1422	1	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein								ParB/Sulfiredoxin domain [PF02195.21]	0
NC_041947_NC_041947_3	NC_041947	NC_041947	3	1419	1646	1	E											0
NC_041947_NC_041947_4	NC_041947	NC_041947	4	1712	3193	1	E											0
NC_041947_NC_041947_5	NC_041947	NC_041947	5	3294	3899	1	D										ParB/Sulfiredoxin domain [PF02195.21]	0
NC_041947_NC_041947_6	NC_041947	NC_041947	6	3899	4990	1	D										Phosphoadenosine phosphosulfate reductase family [PF01507.22]	0
NC_041947_NC_041947_7	NC_041947	NC_041947	7	4987	5544	1	D										ParB/Sulfiredoxin domain [PF02195.21]	0
NC_041947_NC_041947_8	NC_041947	NC_041947	8	5528	6106	1	E											0
NC_041947_NC_041947_9	NC_041947	NC_041947	9	6107	6670	1	E											0
NC_041947_NC_041947_10	NC_041947	NC_041947	10	6733	8295	1	E											0
NC_041947_NC_041947_11	NC_041947	NC_041947	11	8459	8827	1	E											0
NC_041947_NC_041947_12	NC_041947	NC_041947	12	8928	9281	1	E											0
NC_041947_NC_041947_13	NC_041947	NC_041947	13	9278	9592	1	E											0
NC_041947_NC_041947_14	NC_041947	NC_041947	14	9623	10354	1	C	K03111	single-strand DNA-binding protein								Single-strand binding protein family [PF00436.28]	0
NC_041947_NC_041947_15	NC_041947	NC_041947	15	10462	11016	1	E											0
NC_041947_NC_041947_16	NC_041947	NC_041947	16	11170	12612	1	D										Protein of unknown function (DUF935) [PF06074.15]	0
NC_041947_NC_041947_17	NC_041947	NC_041947	17	12593	14194	1	D										Phage Mu protein F like protein [PF04233.17]	0
NC_041947_NC_041947_18	NC_041947	NC_041947	18	14381	15502	1	D										Putative phage serine protease XkdF [PF14550.9]; 2'-5' RNA ligase superfamily [PF13563.9]	0
NC_041947_NC_041947_19	NC_041947	NC_041947	19	15483	15851	1	D										VRR-NUC domain [PF08774.14]	0
NC_041947_NC_041947_20	NC_041947	NC_041947	20	15924	16163	1	E											0
NC_041947_NC_041947_21	NC_041947	NC_041947	21	16133	16372	1	E											0
NC_041947_NC_041947_22	NC_041947	NC_041947	22	16362	16730	1	E											0
NC_041947_NC_041947_23	NC_041947	NC_041947	23	16727	17356	1	D										RNase H [PF00075.27]	0
NC_041947_NC_041947_24	NC_041947	NC_041947	24	17524	18366	1	E											0
NC_041947_NC_041947_25	NC_041947	NC_041947	25	18370	18753	1	E											0
NC_041947_NC_041947_26	NC_041947	NC_041947	26	18781	19740	1	E											0
NC_041947_NC_041947_27	NC_041947	NC_041947	27	19827	20087	1	E											0
NC_041947_NC_041947_28	NC_041947	NC_041947	28	20087	21829	1	E											0
NC_041947_NC_041947_29	NC_041947	NC_041947	29	21839	22678	1	E											0
NC_041947_NC_041947_30	NC_041947	NC_041947	30	22689	22868	1	E											0
NC_041947_NC_041947_31	NC_041947	NC_041947	31	22868	23275	1	E											0
NC_041947_NC_041947_32	NC_041947	NC_041947	32	23289	23588	1	E											0
NC_041947_NC_041947_33	NC_041947	NC_041947	33	23588	23983	1	E											0
NC_041947_NC_041947_34	NC_041947	NC_041947	34	23980	24420	1	D										Bacteriophage minor capsid protein [PF12691.10]	0
NC_041947_NC_041947_35	NC_041947	NC_041947	35	24410	24703	1	E											0
NC_041947_NC_041947_36	NC_041947	NC_041947	36	24886	25053	1	E											0
NC_041947_NC_041947_37	NC_041947	NC_041947	37	25050	25403	1	E											0
NC_041947_NC_041947_38	NC_041947	NC_041947	38	25390	25860	1	E											0
NC_041947_NC_041947_39	NC_041947	NC_041947	39	25961	26656	1	E											0
NC_041947_NC_041947_40	NC_041947	NC_041947	40	27228	27410	1	E											0
NC_041947_NC_041947_41	NC_041947	NC_041947	41	27421	27933	1	E											0
NC_041947_NC_041947_42	NC_041947	NC_041947	42	27920	28453	1	E											0
NC_041947_NC_041947_43	NC_041947	NC_041947	43	28450	28665	1	E											0
NC_041947_NC_041947_44	NC_041947	NC_041947	44	28656	28916	1	E											0
NC_041947_NC_041947_45	NC_041947	NC_041947	45	28916	29302	1	E											0
NC_041947_NC_041947_46	NC_041947	NC_041947	46	29887	30141	1	E											0
NC_041947_NC_041947_47	NC_041947	NC_041947	47	30138	30341	1	E											0
NC_041947_NC_041947_48	NC_041947	NC_041947	48	30338	30640	1	E											0
NC_041947_NC_041947_49	NC_041947	NC_041947	49	30803	31018	1	E											0
NC_041947_NC_041947_50	NC_041947	NC_041947	50	31092	31322	1	E											0
NC_041947_NC_041947_51	NC_041947	NC_041947	51	31384	31662	1	E											0
NC_041947_NC_041947_52	NC_041947	NC_041947	52	31672	31872	1	E											0
NC_041947_NC_041947_53	NC_041947	NC_041947	53	31880	32284	1	E											0
NC_041947_NC_041947_54	NC_041947	NC_041947	54	32287	32469	1	E											0
NC_041947_NC_041947_55	NC_041947	NC_041947	55	32462	33421	1	E											0
NC_041947_NC_041947_56	NC_041947	NC_041947	56	33418	33612	1	E											0
NC_041947_NC_041947_57	NC_041947	NC_041947	57	33745	34017	1	E											0
NC_041947_NC_041947_58	NC_041947	NC_041947	58	34017	34271	1	E											0
NC_041947_NC_041947_59	NC_041947	NC_041947	59	34551	35297	1	E											0
NC_041947_NC_041947_60	NC_041947	NC_041947	60	35312	35740	1	E											0
NC_041947_NC_041947_61	NC_041947	NC_041947	61	35786	36349	1	D										Phage tail assembly chaperone [PF06222.14]	0
NC_041947_NC_041947_62	NC_041947	NC_041947	62	36551	39547	1	D										Tape measure protein [PF20155.2]	0
NC_041947_NC_041947_63	NC_041947	NC_041947	63	39550	41604	1	E											0
NC_041947_NC_041947_64	NC_041947	NC_041947	64	41604	42773	1	E											0
NC_041947_NC_041947_65	NC_041947	NC_041947	65	42761	43750	1	E											0
NC_041947_NC_041947_66	NC_041947	NC_041947	66	43750	44436	1	E											0
NC_041947_NC_041947_67	NC_041947	NC_041947	67	44436	44912	1	E											0
NC_041947_NC_041947_68	NC_041947	NC_041947	68	44913	45365	1	E											0
NC_041947_NC_041947_69	NC_041947	NC_041947	69	45376	45753	1	E											0
NC_041947_NC_041947_70	NC_041947	NC_041947	70	45753	46058	1	E											0
