	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334505_MZ334505.1_1	MZ334505	MZ334505.1	1	1	240	1	E											0
MZ334505_MZ334505.1_2	MZ334505	MZ334505.1	2	322	888	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334505_MZ334505.1_3	MZ334505	MZ334505.1	3	1297	2073	1	E											0
MZ334505_MZ334505.1_4	MZ334505	MZ334505.1	4	2066	2329	1	E											0
MZ334505_MZ334505.1_5	MZ334505	MZ334505.1	5	2440	2547	1	E											0
MZ334505_MZ334505.1_6	MZ334505	MZ334505.1	6	2550	2744	1	E											0
MZ334505_MZ334505.1_7	MZ334505	MZ334505.1	7	3080	4771	1	E											0
MZ334505_MZ334505.1_8	MZ334505	MZ334505.1	8	4786	6225	1	E											0
MZ334505_MZ334505.1_9	MZ334505	MZ334505.1	9	6225	6515	1	E											0
MZ334505_MZ334505.1_10	MZ334505	MZ334505.1	10	6512	7276	1	E											0
MZ334505_MZ334505.1_11	MZ334505	MZ334505.1	11	7283	7711	1	E											0
MZ334505_MZ334505.1_12	MZ334505	MZ334505.1	12	7734	8249	1	E											0
MZ334505_MZ334505.1_13	MZ334505	MZ334505.1	13	8291	9247	1	E											0
MZ334505_MZ334505.1_14	MZ334505	MZ334505.1	14	9292	9735	1	E											0
MZ334505_MZ334505.1_15	MZ334505	MZ334505.1	15	9735	10073	1	E											0
MZ334505_MZ334505.1_16	MZ334505	MZ334505.1	16	10076	13192	1	E											0
MZ334505_MZ334505.1_17	MZ334505	MZ334505.1	17	13194	13415	1	E											0
MZ334505_MZ334505.1_18	MZ334505	MZ334505.1	18	13452	13961	1	E											0
MZ334505_MZ334505.1_19	MZ334505	MZ334505.1	19	13970	15262	1	E											0
MZ334505_MZ334505.1_20	MZ334505	MZ334505.1	20	15291	15833	1	E											0
MZ334505_MZ334505.1_21	MZ334505	MZ334505.1	21	15890	16360	1	E											0
MZ334505_MZ334505.1_22	MZ334505	MZ334505.1	22	16308	16670	1	E											0
