	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000419.1_1	QGNH01000419.1	QGNH01000419.1	1	1	321	1	E																				0	False	F
QGNH01000419.1_2	QGNH01000419.1	QGNH01000419.1	2	667	1011	1	E			YP_009196185.1	YP_009196185.1 HNH endonuclease [Paenibacillus phage Vegas]	False	0.419	60.0	3.102e-10												0	False	F
QGNH01000419.1_3	QGNH01000419.1	QGNH01000419.1	3	1140	1661	1	E																				0	False	F
QGNH01000419.1_4	QGNH01000419.1	QGNH01000419.1	4	1654	3366	1	D			YP_009217926.1	YP_009217926.1 terminase large subunit (endogenous virus) [Clostridium phage phiCT453B]	True	0.568	606.0	6.035000000000001e-191								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000419.1_5	QGNH01000419.1	QGNH01000419.1	5	3465	4640	1	D			NP_700377.1	NP_700377.1 portal protein [Salmonella phage ST64B]	False	0.398	254.0	1.0240000000000001e-72								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xs;Xh;Xr	0	False	VF
QGNH01000419.1_6	QGNH01000419.1	QGNH01000419.1	6	4646	5371	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	YP_001285810.1	YP_001285810.1 head maturation protease [Geobacillus virus E2]	False	0.643	307.0	1.082e-93	MER0169129	S14	MER0169129 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 60-194}~source YP_001285810~	False	217.0	3.91e-62	0.783	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VPF
QGNH01000419.1_7	QGNH01000419.1	QGNH01000419.1	7	5418	6710	1	D			YP_009289666.1	YP_009289666.1 head scaffolding protein [Gordonia phage Zirinka]	False	0.245	69.0	4.286e-11								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01000419.1_8	QGNH01000419.1	QGNH01000419.1	8	6772	7236	1	E																				0	False	
QGNH01000419.1_9	QGNH01000419.1	QGNH01000419.1	9	7280	7912	1	D			YP_009304036.1	YP_009304036.1 head-tail adaptor [Brucella phage BiPBO1]	False	0.269	79.0	1.101e-15								Phage gp6-like head-tail connector protein [PF05135.16]	VOG00412	sp|Q6QGD9|HCP_BPT5 Head completion protein; XhXs	Xs;Xh	0	False	V
QGNH01000419.1_10	QGNH01000419.1	QGNH01000419.1	10	7922	8242	1	D			YP_009273336.1	YP_009273336.1 head closure Hc1 [Bacillus phage vB_BhaS-171]	False	0.346	61.0	8.861e-11								Phage head-tail joining protein [PF05521.14]	VOG00080	sp|O48446|HCP16_BPSPP Head completion protein gp16; XpXrXs	Xp;Xs;Xr	0	False	V
QGNH01000419.1_11	QGNH01000419.1	QGNH01000419.1	11	8232	8612	1	E			YP_004306110.1	YP_004306110.1 HK97 gp10 family protein [Clostridium phage phiCD6356]	False	0.302	69.0	2.536e-13									VOG00130	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	
QGNH01000419.1_12	QGNH01000419.1	QGNH01000419.1	12	8609	8935	1	E			YP_009218072.1	YP_009218072.1 hypothetical protein phiCT19406C_43 (endogenous virus) [Clostridium phage phiCT19406C]	False	0.385	62.0	3.715e-11									VOG00335	REFSEQ tail terminator; Xu	Xu	0	False	
QGNH01000419.1_13	QGNH01000419.1	QGNH01000419.1	13	8950	9825	1	D			YP_009218074.1	YP_009218074.1 major tail protein (endogenous virus) [Clostridium phage phiCT19406C]	False	0.437	145.0	8.810000000000001e-37								Phage tail tube protein [PF04630.15]; Bacterial Ig-like domain [PF13205.9]	VOG01008	sp|O48449|TUBE_BPSPP Tail tube protein gp17.1*; XpXrXs	Xp;Xs;Xr	0	False	VF
QGNH01000419.1_14	QGNH01000419.1	QGNH01000419.1	14	9832	10215	1	E																	VOG02109	REFSEQ head-tail adaptor; Xu	Xu	0	False	F
QGNH01000419.1_15	QGNH01000419.1	QGNH01000419.1	15	10393	12405	1	E			YP_004306116.1	YP_004306116.1 tail length tape measure protein [Clostridium phage phiCD6356]	False	0.438	141.0	5.768e-33												0	False	F
QGNH01000419.1_16	QGNH01000419.1	QGNH01000419.1	16	12402	12956	1	D			YP_009210537.1	YP_009210537.1 distal tail protein Dit [Paenibacillus phage Tripp]	False	0.299	61.0	1.032e-09								Phage tail protein [PF05709.14]				0	False	F
QGNH01000419.1_17	QGNH01000419.1	QGNH01000419.1	17	12902	13384	1	E																				0	False	F
QGNH01000419.1_18	QGNH01000419.1	QGNH01000419.1	18	13395	13937	1	E																				0	False	F
