	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000890.1_1	QGNH01000890.1	QGNH01000890.1	1	2	853	-1	E																				0	False	F
QGNH01000890.1_2	QGNH01000890.1	QGNH01000890.1	2	859	1077	-1	E																				0	False	F
QGNH01000890.1_3	QGNH01000890.1	QGNH01000890.1	3	1074	1391	-1	E																				0	False	F
QGNH01000890.1_4	QGNH01000890.1	QGNH01000890.1	4	1354	1602	-1	E																				0	False	F
QGNH01000890.1_5	QGNH01000890.1	QGNH01000890.1	5	1602	2471	-1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	YP_010679002.1	YP_010679002.1 head maturation protease [Pseudomonas phage vB_PaeM_PA5oct]	False	0.268	72.0	1.656e-12	MER0358479	S14	MER0358479 - peptidase Clp (type 1) (Lactococcus raffinolactis) [S14.001]#S14#{peptidase unit: 1-195}~source CCK18984~	False	77.0	6.547e-14	0.286	Clp protease [PF00574.26]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VPF
QGNH01000890.1_6	QGNH01000890.1	QGNH01000890.1	6	2458	3261	-1	E																				0	False	F
QGNH01000890.1_7	QGNH01000890.1	QGNH01000890.1	7	3254	3574	-1	E																				0	False	F
QGNH01000890.1_8	QGNH01000890.1	QGNH01000890.1	8	3567	4547	-1	E			YP_003407049.1	YP_003407049.1 DNA repair exonuclease SbcCD D subunit [Marseillevirus marseillevirus]	False	0.25	74.0	6.152e-13									VOG00413	sp|P04521|EXO1_BPT4 Exonuclease subunit 1; Xp	Xp	0	False	F
QGNH01000890.1_9	QGNH01000890.1	QGNH01000890.1	9	4717	5034	-1	E																				0	False	F
QGNH01000890.1_10	QGNH01000890.1	QGNH01000890.1	10	5031	5225	-1	E																				0	False	
QGNH01000890.1_11	QGNH01000890.1	QGNH01000890.1	11	5266	5751	-1	E			YP_010356083.1	YP_010356083.1 endonuclease VII [Flavobacterium phage vB_FspP_elemoB_14-3B]	False	0.395	118.0	1.5389999999999998e-29									VOG02202	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01000890.1_12	QGNH01000890.1	QGNH01000890.1	12	5859	6893	-1	E																				0	False	
QGNH01000890.1_13	QGNH01000890.1	QGNH01000890.1	13	6930	7478	-1	D																Phage ABA sandwich domain [PF18066.4]				0	False	
QGNH01000890.1_14	QGNH01000890.1	QGNH01000890.1	14	7511	9016	-1	D			YP_009322551.1	YP_009322551.1 DNA helicase [Synechococcus phage S-CAM9]	False	0.203	79.0	7.07e-14								Helicase conserved C-terminal domain [PF00271.34]	VOG00203	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
QGNH01000890.1_15	QGNH01000890.1	QGNH01000890.1	15	9013	9528	-1	D			YP_009846555.1	YP_009846555.1 DNA binding protein [Aeromonas phage 4L372D]	False	0.434	118.0	1.664e-29								Pyrimidine dimer DNA glycosylase [PF03013.17]	VOG07327	REFSEQ DNA binding protein; Xu	Xu	0	False	
QGNH01000890.1_16	QGNH01000890.1	QGNH01000890.1	16	9602	11380	1	C	K04077	chaperonin GroEL [EC:5.6.1.7]	YP_010114486.1	YP_010114486.1 chaperonin groEL [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.244	171.0	7.643e-43								TCP-1/cpn60 chaperonin family [PF00118.27]	VOG10769	sp|A8Z640|CH60_SULMW Chaperonin GroEL; Xh	Xh	0	False	F
QGNH01000890.1_17	QGNH01000890.1	QGNH01000890.1	17	11445	13259	1	E			YP_003347496.1	YP_003347496.1 terminase large subunit [Enterococcus phage phiFL1A]	False	0.271	64.0	4.019e-09												0	False	F
QGNH01000890.1_18	QGNH01000890.1	QGNH01000890.1	18	13275	14039	1	D			YP_006488736.1	YP_006488736.1 homing endonuclease [Enterococcus phage BC611]	False	0.283	84.0	8.213e-17								GIY-YIG catalytic domain [PF01541.27]	VOG00100	REFSEQ homing endonuclease; Xu	Xu	0	False	F
QGNH01000890.1_19	QGNH01000890.1	QGNH01000890.1	19	14072	14869	1	E																				0	False	F
QGNH01000890.1_20	QGNH01000890.1	QGNH01000890.1	20	14873	15637	1	E																				0	False	F
