	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001525.1_1	QGNH01001525.1	QGNH01001525.1	1	2	2155	1	E	YP_006546302.1	YP_006546302.1 portal protein [Thermoanaerobacterium phage THSA-485A]	False	0.274	109.0	7.116e-23									VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xs;Xh;Xr;Xp	0	False	VF
QGNH01001525.1_2	QGNH01001525.1	QGNH01001525.1	2	2186	2428	1	E																		0	False	F
QGNH01001525.1_3	QGNH01001525.1	QGNH01001525.1	3	2421	3212	1	D														Phage Mu protein F like protein [PF04233.17]				0	False	F
QGNH01001525.1_4	QGNH01001525.1	QGNH01001525.1	4	3212	3652	1	E																		0	False	F
QGNH01001525.1_5	QGNH01001525.1	QGNH01001525.1	5	3729	5570	1	D	YP_006546301.1	YP_006546301.1 hypothetical protein Tsac_2860 [Thermoanaerobacterium phage THSA-485A]	False	0.258	76.0	9.85e-13								Caudovirus prohead serine protease [PF04586.20]				0	False	F
QGNH01001525.1_6	QGNH01001525.1	QGNH01001525.1	6	5606	7135	1	E																		0	False	
QGNH01001525.1_7	QGNH01001525.1	QGNH01001525.1	7	7196	7753	1	E																		0	False	
QGNH01001525.1_8	QGNH01001525.1	QGNH01001525.1	8	7757	8386	1	E																		0	False	
QGNH01001525.1_9	QGNH01001525.1	QGNH01001525.1	9	8383	8844	1	E																		0	False	
QGNH01001525.1_10	QGNH01001525.1	QGNH01001525.1	10	8881	10086	1	E																		0	False	
QGNH01001525.1_11	QGNH01001525.1	QGNH01001525.1	11	10178	10498	1	E																		0	False	
QGNH01001525.1_12	QGNH01001525.1	QGNH01001525.1	12	10522	10695	1	E																		0	False	
QGNH01001525.1_13	QGNH01001525.1	QGNH01001525.1	13	10699	13845	1	D	YP_006906958.1	YP_006906958.1 tail length tape measure protein [Streptomyces phage SV1]	False	0.232	82.0	2.046e-14	MER0724048	C40	MER0724048 - family C40 non-peptidase homologues (Dermacoccus nishinomiyaensis) [C40.UNW]#C40#{peptidase unit: 224-311}~source A0A075JET0~	False	112.0	3.901e-23	0.656	NlpC/P60 family [PF00877.22]; Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]				0	False	MKP
QGNH01001525.1_14	QGNH01001525.1	QGNH01001525.1	14	13845	15881	1	D														Phage tail protein [PF05709.14]				0	False	F
QGNH01001525.1_15	QGNH01001525.1	QGNH01001525.1	15	15990	16430	1	E																		0	False	F
QGNH01001525.1_16	QGNH01001525.1	QGNH01001525.1	16	16430	17566	1	D	YP_004306118.1	YP_004306118.1 minor tail protein [Clostridium phage phiCD6356]	False	0.197	60.0	2.13e-08								Siphovirus ReqiPepy6 Gp37-like protein [PF14594.9]	VOG04468	REFSEQ minor tail protein; Xu	Xu	0	False	F
QGNH01001525.1_17	QGNH01001525.1	QGNH01001525.1	17	17563	17916	1	E																		0	False	F
QGNH01001525.1_18	QGNH01001525.1	QGNH01001525.1	18	17919	18236	1	E																		0	False	F
QGNH01001525.1_19	QGNH01001525.1	QGNH01001525.1	19	18233	18616	1	E																		0	False	F
QGNH01001525.1_20	QGNH01001525.1	QGNH01001525.1	20	18637	19038	1	D														Domain of unknown function (DUF1906) [PF08924.14]				0	False	F
