	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000238.1_1	QGNH01000238.1	QGNH01000238.1	1	32	445	-1	E																		0	False	F
QGNH01000238.1_2	QGNH01000238.1	QGNH01000238.1	2	433	2433	-1	E																		0	False	F
QGNH01000238.1_3	QGNH01000238.1	QGNH01000238.1	3	2498	2839	-1	E																		0	False	F
QGNH01000238.1_4	QGNH01000238.1	QGNH01000238.1	4	2863	4353	-1	E																		0	False	F
QGNH01000238.1_5	QGNH01000238.1	QGNH01000238.1	5	4390	4827	-1	E																		0	False	F
QGNH01000238.1_6	QGNH01000238.1	QGNH01000238.1	6	4844	5293	-1	E																		0	False	F
QGNH01000238.1_7	QGNH01000238.1	QGNH01000238.1	7	5290	5910	-1	E																		0	False	
QGNH01000238.1_8	QGNH01000238.1	QGNH01000238.1	8	5910	6638	-1	E																		0	False	
QGNH01000238.1_9	QGNH01000238.1	QGNH01000238.1	9	6638	7018	-1	E																		0	False	
QGNH01000238.1_10	QGNH01000238.1	QGNH01000238.1	10	7030	7263	-1	E																		0	False	
QGNH01000238.1_11	QGNH01000238.1	QGNH01000238.1	11	7332	8615	-1	E															VOG00395	REFSEQ head scaffolding protein; Xu	Xu	0	False	
QGNH01000238.1_12	QGNH01000238.1	QGNH01000238.1	12	8711	10117	-1	D														Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01000238.1_13	QGNH01000238.1	QGNH01000238.1	13	10163	11071	-1	E																		0	False	
QGNH01000238.1_14	QGNH01000238.1	QGNH01000238.1	14	11125	11481	1	E																		0	False	
QGNH01000238.1_15	QGNH01000238.1	QGNH01000238.1	15	11763	13739	-1	D	YP_009010474.1	YP_009010474.1 portal protein [Geobacillus phage GBK2]	False	0.253	100.0	2.704e-20								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xs;Xr;Xh	0	False	VF
QGNH01000238.1_16	QGNH01000238.1	QGNH01000238.1	16	13754	15124	-1	E	YP_164067.1	YP_164067.1 terminase family protein [Pseudomonas phage B3]	False	0.342	236.0	1.338e-65												0	False	F
QGNH01000238.1_17	QGNH01000238.1	QGNH01000238.1	17	15162	15803	-1	E																		0	False	F
QGNH01000238.1_18	QGNH01000238.1	QGNH01000238.1	18	15888	16211	-1	E																		0	False	F
QGNH01000238.1_19	QGNH01000238.1	QGNH01000238.1	19	16228	16647	-1	E																		0	False	F
QGNH01000238.1_20	QGNH01000238.1	QGNH01000238.1	20	16641	17033	-1	E																		0	False	F
QGNH01000238.1_21	QGNH01000238.1	QGNH01000238.1	21	17146	17463	-1	E																		0	False	F
QGNH01000238.1_22	QGNH01000238.1	QGNH01000238.1	22	17476	18453	-1	D							MER1045089	S24	MER1045089 - family S24 unassigned peptidases (Accumulibacter sp. SK-01) [S24.UPW]#S24#{peptidase unit: 124-213}~source A0A084Y4N2~	False	61.0	1.164e-08	0.454	Peptidase S24-like [PF00717.26]				0	False	PF
