	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000506.1_1	QGNH01000506.1	QGNH01000506.1	1	115	1218	-1	D			YP_009275635.1	YP_009275635.1 integrase [Pseudomonas phage phi2]	False	0.355	207.0	3.901e-57	Bacteriophage lambda integrase, Arm DNA-binding domain [PF09003.13]; Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VF
QGNH01000506.1_2	QGNH01000506.1	QGNH01000506.1	2	2336	2740	-1	E			YP_009604317.1	YP_009604317.1 hypothetical protein FDH89_gp17 [Pseudomonas phage phiR18]	False	0.381	63.0	7.011e-11									0	False	F
QGNH01000506.1_3	QGNH01000506.1	QGNH01000506.1	3	2740	3066	-1	D			YP_024956.1	YP_024956.1 hypothetical protein BcepC6B_gp36 [Burkholderia phage BcepC6B]	False	0.794	136.0	7.696e-37	Domain of unknown function (DUF6378) [PF19905.2]								0	False	F
QGNH01000506.1_4	QGNH01000506.1	QGNH01000506.1	4	3063	3257	-1	E																	0	False	F
QGNH01000506.1_5	QGNH01000506.1	QGNH01000506.1	5	3257	3781	-1	D			YP_010684635.1	YP_010684635.1 exonuclease [Escherichia phage ZCEC13]	False	0.427	123.0	5.903e-31	3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]					VOG00088	sp|P04536|EXOD_BPT4 Exodeoxyribonuclease; Xu	Xu	0	False	F
QGNH01000506.1_6	QGNH01000506.1	QGNH01000506.1	6	3891	4232	-1	E																	0	False	F
QGNH01000506.1_7	QGNH01000506.1	QGNH01000506.1	7	4273	4497	-1	E																	0	False	F
QGNH01000506.1_8	QGNH01000506.1	QGNH01000506.1	8	4600	5373	-1	E			YP_009030602.1	YP_009030602.1 hypothetical protein FF13_gp70 [Pseudomonas phage KPP25]	False	0.362	165.0	3.637e-44						VOG04801	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000506.1_9	QGNH01000506.1	QGNH01000506.1	9	5423	6037	-1	D			NP_041994.1	NP_041994.1 HNH endonuclease [Escherichia phage T7]	False	0.459	111.0	2.123e-26	HNH endonuclease [PF13392.9]					VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000506.1_10	QGNH01000506.1	QGNH01000506.1	10	6034	6447	-1	E																	0	False	
QGNH01000506.1_11	QGNH01000506.1	QGNH01000506.1	11	6519	6845	-1	D									Domain of unknown function (DUF4120) [PF13496.9]								0	False	
QGNH01000506.1_12	QGNH01000506.1	QGNH01000506.1	12	6842	7036	-1	E																	0	False	
QGNH01000506.1_13	QGNH01000506.1	QGNH01000506.1	13	7033	7719	-1	E																	0	False	
QGNH01000506.1_14	QGNH01000506.1	QGNH01000506.1	14	7762	9840	-1	C	K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	YP_009030597.1	YP_009030597.1 DNA polymerase [Pseudomonas phage KPP25]	True	0.351	374.0	2.149e-109	DNA polymerase family A [PF00476.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	V
QGNH01000506.1_15	QGNH01000506.1	QGNH01000506.1	15	9837	10073	-1	E																	0	False	
QGNH01000506.1_16	QGNH01000506.1	QGNH01000506.1	16	10070	10261	-1	E																	0	False	
QGNH01000506.1_17	QGNH01000506.1	QGNH01000506.1	17	10281	10394	-1	E																	0	False	
QGNH01000506.1_18	QGNH01000506.1	QGNH01000506.1	18	10391	11752	-1	D			YP_009030596.1	YP_009030596.1 putative helicase [Pseudomonas phage KPP25]	False	0.402	309.0	1.041e-90	SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]					VOG00205	sp|Q9T1Q7|VP41_BPAPS Putative protein p41; Xu	Xu	0	False	
QGNH01000506.1_19	QGNH01000506.1	QGNH01000506.1	19	11749	11898	-1	E																	0	False	
QGNH01000506.1_20	QGNH01000506.1	QGNH01000506.1	20	11899	12174	-1	E																	0	False	
