	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_043469_NC_043469_1	NC_043469	NC_043469	1	279	560	1	D										Family of unknown function (DUF5417) [PF17438.5]					0
NC_043469_NC_043469_2	NC_043469	NC_043469	2	633	827	1	E															0
NC_043469_NC_043469_3	NC_043469	NC_043469	3	824	1063	1	E															0
NC_043469_NC_043469_4	NC_043469	NC_043469	4	1063	1440	1	E															0
NC_043469_NC_043469_5	NC_043469	NC_043469	5	1586	1813	1	E															0
NC_043469_NC_043469_6	NC_043469	NC_043469	6	1810	2061	1	E															0
NC_043469_NC_043469_7	NC_043469	NC_043469	7	2071	2763	1	E															0
NC_043469_NC_043469_8	NC_043469	NC_043469	8	2836	3039	1	E															0
NC_043469_NC_043469_9	NC_043469	NC_043469	9	3036	3218	1	E															0
NC_043469_NC_043469_10	NC_043469	NC_043469	10	3220	3657	1	E															0
NC_043469_NC_043469_11	NC_043469	NC_043469	11	3782	5350	1	D										Protein of unknown function (DUF3987) [PF13148.9]					0
NC_043469_NC_043469_12	NC_043469	NC_043469	12	5355	5816	1	E															0
NC_043469_NC_043469_13	NC_043469	NC_043469	13	5886	6311	-1	E															0
NC_043469_NC_043469_14	NC_043469	NC_043469	14	6314	6793	-1	C	K01185	lysozyme [EC:3.2.1.17]								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm	0
NC_043469_NC_043469_15	NC_043469	NC_043469	15	6795	7010	-1	E															0
NC_043469_NC_043469_16	NC_043469	NC_043469	16	7145	7717	-1	E															0
NC_043469_NC_043469_17	NC_043469	NC_043469	17	7714	8205	-1	D										HAD superfamily, subfamily IIIB (Acid phosphatase) [PF03767.17]					0
NC_043469_NC_043469_18	NC_043469	NC_043469	18	8243	9373	-1	E															0
NC_043469_NC_043469_19	NC_043469	NC_043469	19	9469	9717	-1	E															0
NC_043469_NC_043469_20	NC_043469	NC_043469	20	9717	9953	-1	E															0
NC_043469_NC_043469_21	NC_043469	NC_043469	21	10018	10254	-1	E															0
NC_043469_NC_043469_22	NC_043469	NC_043469	22	10257	10988	-1	D										DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]					0
NC_043469_NC_043469_23	NC_043469	NC_043469	23	10991	11218	-1	E															0
NC_043469_NC_043469_24	NC_043469	NC_043469	24	11291	11707	-1	D										VRR-NUC domain [PF08774.14]					0
NC_043469_NC_043469_25	NC_043469	NC_043469	25	11704	13740	-1	D										Helicase conserved C-terminal domain [PF00271.34]					0
NC_043469_NC_043469_26	NC_043469	NC_043469	26	14308	15270	1	D										Zinc-binding domain of primase-helicase [PF08273.15]					0
NC_043469_NC_043469_27	NC_043469	NC_043469	27	15766	16812	1	D										PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]					0
NC_043469_NC_043469_28	NC_043469	NC_043469	28	16872	17528	1	D										ERF superfamily [PF04404.15]					0
NC_043469_NC_043469_29	NC_043469	NC_043469	29	17565	18026	1	E															0
NC_043469_NC_043469_30	NC_043469	NC_043469	30	18119	20800	1	D			MER0492295	S74	MER0492295 - family S74 unassigned peptidases (Escherichia coli) [S74.UPW]#S74#{peptidase unit: 673-754}~source WP_001578448~	False	0.52	81.0	6.885e-14						0
NC_043469_NC_043469_31	NC_043469	NC_043469	31	20829	21785	-1	D										Family of unknown function (DUF6453) [PF20051.2]					0
NC_043469_NC_043469_32	NC_043469	NC_043469	32	21787	25260	-1	D										Domain of unknown function (DUF1983) [PF09327.14]; Fibronectin type III protein [PF12421.11]					0
NC_043469_NC_043469_33	NC_043469	NC_043469	33	25348	25950	-1	D										Bacteriophage lambda tail assembly protein I [PF06805.15]					0
NC_043469_NC_043469_34	NC_043469	NC_043469	34	25925	26662	-1	D			MER0425095	C40	MER0425095 - family C40 unassigned peptidases () [C40.UPW]#C40#{peptidase unit: 111-240}~source YP_004414864~	False	0.739	197.0	4.1299999999999995e-55	NlpC/P60 family [PF00877.22]; Prokaryotic homologs of the JAB domain [PF14464.9]					0
NC_043469_NC_043469_35	NC_043469	NC_043469	35	26664	27416	-1	D										Phage minor tail protein L [PF05100.15]					0
NC_043469_NC_043469_36	NC_043469	NC_043469	36	27485	27829	-1	D										Phage minor tail protein [PF05939.16]					0
