	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000032.1_1	QGNH01000032.1	QGNH01000032.1	1	1	141	-1	E																				0	False	F
QGNH01000032.1_2	QGNH01000032.1	QGNH01000032.1	2	808	1197	1	E																				1	False	F
QGNH01000032.1_3	QGNH01000032.1	QGNH01000032.1	3	1194	1934	1	E			YP_006560275.1	YP_006560275.1 replication initiation protein [Marinomonas phage P12026]	False	0.46	123.0	7.447e-30												0	False	F
QGNH01000032.1_4	QGNH01000032.1	QGNH01000032.1	4	1961	4843	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	YP_007237282.1	YP_007237282.1 DarB-like antirestriction [Clostridium phage phi8074-B1]	False	0.36	256.0	4.1599999999999995e-68	MER0278237	N09	MER0278237 - family N9 unassigned peptide lyases (Selenomonas sp) [N09.UPW]#N09#{peptidase unit: 33-383}~source ZP_19269533~	False	0.244	111.0	5.842999999999999e-23	DnaB-like helicase C terminal domain [PF03796.18]; Homing endonuclease [PF05204.17]; LAGLIDADG-like domain [PF14528.9]	VOG04421	REFSEQ DarB-like antirestriction; Xu	Xu	0	False	PF
QGNH01000032.1_5	QGNH01000032.1	QGNH01000032.1	5	4952	5728	1	D			YP_009203428.1	YP_009203428.1 DNA methyltransferase [Mannheimia phage vB_MhS_535AP2]	False	0.714	245.0	8.705000000000002e-72								MT-A70 [PF05063.17]	VOG03909	sp|P43641|MTMU_MYCSP Type II methyltransferase M.MunI; XhXp	Xh;Xp	0	False	F
QGNH01000032.1_6	QGNH01000032.1	QGNH01000032.1	6	5732	5944	1	E																				0	False	
QGNH01000032.1_7	QGNH01000032.1	QGNH01000032.1	7	6051	6410	1	E																				0	False	
QGNH01000032.1_8	QGNH01000032.1	QGNH01000032.1	8	6407	6613	1	E																				0	False	
QGNH01000032.1_9	QGNH01000032.1	QGNH01000032.1	9	6667	7539	-1	C	K07488	transposase														ISXO2-like transposase domain [PF12762.10]				0	False	
QGNH01000032.1_10	QGNH01000032.1	QGNH01000032.1	10	7804	8319	-1	E																				0	False	
