	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001474.1_1	QGNH01001474.1	QGNH01001474.1	1	41	3103	1	E															0	False	F
QGNH01001474.1_2	QGNH01001474.1	QGNH01001474.1	2	3100	4287	1	E															0	False	F
QGNH01001474.1_3	QGNH01001474.1	QGNH01001474.1	3	4287	6458	1	E	YP_009823363.1	YP_009823363.1 hypothetical protein HOV50_gp07 [Escherichia phage PTXU04]	False	0.332	331.0	1.309e-94						VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xp;Xs	0	False	VF
QGNH01001474.1_4	QGNH01001474.1	QGNH01001474.1	4	6767	6976	1	E															0	False	
QGNH01001474.1_5	QGNH01001474.1	QGNH01001474.1	5	6986	8527	1	D							Cellulase (glycosyl hydrolase family 5) [PF00150.21]	GH5; GH5_2; GH5_40; GH5_5	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146); beta-galactosylceramidase (EC 3.2.1.46); ; beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucomannan-specific endo-beta-1,4-glucanase (EC 3.2.1.-); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168)	3.2.1.123,3.2.1.25,3.2.1.4,3.2.1.75; 3.2.1.132,3.2.1.4,3.2.1.73,3.2.1.8; 3.2.1.78; 3.2.1.4	GH5_40.hmm				0	False	MKE
QGNH01001474.1_6	QGNH01001474.1	QGNH01001474.1	6	8541	8771	1	E															0	False	
QGNH01001474.1_7	QGNH01001474.1	QGNH01001474.1	7	8773	8964	1	E															0	False	
QGNH01001474.1_8	QGNH01001474.1	QGNH01001474.1	8	8966	9091	1	E															0	False	
QGNH01001474.1_9	QGNH01001474.1	QGNH01001474.1	9	9254	9571	1	E															0	False	
QGNH01001474.1_10	QGNH01001474.1	QGNH01001474.1	10	9595	10725	1	E															0	False	
QGNH01001474.1_11	QGNH01001474.1	QGNH01001474.1	11	10754	11677	1	E	YP_009823366.1	YP_009823366.1 putative major capsid protein [Escherichia phage PTXU04]	False	0.508	306.0	6.408e-92						VOG08005	sp|A0A0H5AXT3|CAPSD_BPK21 Major capsid protein; Xs	Xs	0	False	V
QGNH01001474.1_12	QGNH01001474.1	QGNH01001474.1	12	11707	12018	1	E															0	False	
QGNH01001474.1_13	QGNH01001474.1	QGNH01001474.1	13	12103	12399	1	E															0	False	
QGNH01001474.1_14	QGNH01001474.1	QGNH01001474.1	14	12465	12557	-1	E															0	False	
QGNH01001474.1_15	QGNH01001474.1	QGNH01001474.1	15	12620	13012	1	E															0	False	
QGNH01001474.1_16	QGNH01001474.1	QGNH01001474.1	16	13012	13740	1	E															0	False	
QGNH01001474.1_17	QGNH01001474.1	QGNH01001474.1	17	13916	16162	1	E	YP_009823372.1	YP_009823372.1 hypothetical protein HOV50_gp16 [Escherichia phage PTXU04]	False	0.183	124.0	1.969e-27									0	False	
QGNH01001474.1_18	QGNH01001474.1	QGNH01001474.1	18	16162	17121	1	E															0	False	
QGNH01001474.1_19	QGNH01001474.1	QGNH01001474.1	19	17137	18297	1	E															0	False	F
QGNH01001474.1_20	QGNH01001474.1	QGNH01001474.1	20	18299	19246	1	E															0	False	F
QGNH01001474.1_21	QGNH01001474.1	QGNH01001474.1	21	19247	20104	1	E															0	False	F
QGNH01001474.1_22	QGNH01001474.1	QGNH01001474.1	22	20147	23092	1	E															0	False	F
