	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001843.1_1	QGNH01001843.1	QGNH01001843.1	1	1238	2326	1	E											0	False	F
QGNH01001843.1_2	QGNH01001843.1	QGNH01001843.1	2	2770	3240	1	E											0	False	F
QGNH01001843.1_3	QGNH01001843.1	QGNH01001843.1	3	3394	3675	1	D							Family of unknown function (DUF6573) [PF20213.1]				0	False	F
QGNH01001843.1_4	QGNH01001843.1	QGNH01001843.1	4	3727	4248	1	E											0	False	F
QGNH01001843.1_5	QGNH01001843.1	QGNH01001843.1	5	4617	5999	-1	D	YP_009887268.1	YP_009887268.1 terminase large subunit [Arthrobacter phage Abba]	False	0.278	168.0	1.0450000000000001e-42	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG00705	REFSEQ terminase large subunit; Xu	Xu	0	False	F
QGNH01001843.1_6	QGNH01001843.1	QGNH01001843.1	6	5996	6616	-1	E											0	False	F
QGNH01001843.1_7	QGNH01001843.1	QGNH01001843.1	7	6723	7865	-1	D							AAA domain [PF13481.9]; DnaB-like helicase C terminal domain [PF03796.18]				0	False	F
QGNH01001843.1_8	QGNH01001843.1	QGNH01001843.1	8	7865	8881	-1	E	YP_009103061.1	YP_009103061.1 DNA primase [Enterococcus phage EFC-1]	False	0.365	111.0	5.82e-25					0	False	F
QGNH01001843.1_9	QGNH01001843.1	QGNH01001843.1	9	8968	9282	-1	E											0	False	F
QGNH01001843.1_10	QGNH01001843.1	QGNH01001843.1	10	9379	10110	1	E											0	False	F
