	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000610.1_1	QGNH01000610.1	QGNH01000610.1	1	787	2442	-1	D	YP_009173708.1	YP_009173708.1 hypothetical protein ceV_453 [Chrysochromulina ericina virus]	False	0.203	61.0	3.213e-08								Tetratricopeptide repeat [PF13432.9]				0	False	F
QGNH01000610.1_2	QGNH01000610.1	QGNH01000610.1	2	2569	3099	-1	E																		0	False	F
QGNH01000610.1_3	QGNH01000610.1	QGNH01000610.1	3	3359	4003	1	E																		0	False	F
QGNH01000610.1_4	QGNH01000610.1	QGNH01000610.1	4	5266	5814	1	E																		0	False	
QGNH01000610.1_5	QGNH01000610.1	QGNH01000610.1	5	5741	6163	-1	E																		0	False	
QGNH01000610.1_6	QGNH01000610.1	QGNH01000610.1	6	6425	6658	1	E																		0	False	
QGNH01000610.1_7	QGNH01000610.1	QGNH01000610.1	7	7302	7421	-1	E																		0	False	
QGNH01000610.1_8	QGNH01000610.1	QGNH01000610.1	8	7604	8098	1	E																		0	False	
QGNH01000610.1_9	QGNH01000610.1	QGNH01000610.1	9	8098	8325	1	E	YP_009830701.1	YP_009830701.1 DNA methyltransferase [Bacillus phage vB_BtS_BMBtp14]	False	0.586	74.0	4.786e-16												0	False	
QGNH01000610.1_10	QGNH01000610.1	QGNH01000610.1	10	8716	9147	1	E	YP_009812655.1	YP_009812655.1 hypothetical protein HOU23_gp049 [Microbacterium phage OneinaGillian]	False	0.368	82.0	1.491e-17									VOG03219	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000610.1_11	QGNH01000610.1	QGNH01000610.1	11	9144	9473	1	E																		0	False	
QGNH01000610.1_12	QGNH01000610.1	QGNH01000610.1	12	9470	9586	1	E																		0	False	
QGNH01000610.1_13	QGNH01000610.1	QGNH01000610.1	13	9642	9905	-1	E																		0	False	
