target	query	e-value	score	length	start	end
NZ_ASHR01000014.1_251	COG0001	1.7e-11	36.9	559	30	253
NZ_ASHR01000014.1_43	COG0002	6.3e-24	55.5	359	12	177
NZ_ASHR01000014.1_134	COG0005	1.6e-84	277.9	277	10	274
NZ_ASHR01000014.1_273	COG0008	3.7e-158	521.8	497	11	493
NZ_ASHR01000014.1_92	COG0014	2.9e-11	32.8	491	196	324
NZ_ASHR01000014.1_155	COG0026	9.9e-147	483.0	374	2	370
NZ_ASHR01000014.1_137	COG0026	5.4e-25	81.0	589	6	344
NZ_ASHR01000014.1_155	COG0027	1.9e-46	152.4	374	5	370
NZ_ASHR01000014.1_137	COG0027	1.3e-10	34.4	589	4	295
NZ_ASHR01000014.1_254	COG0028	2.5e-245	809.5	596	12	577
NZ_ASHR01000014.1_118	COG0029	6.1e-169	557.6	596	12	567
NZ_ASHR01000014.1_274	COG0029	1.2e-10	27.5	306	4	50
NZ_ASHR01000014.1_196	COG0030	6.6e-08	25.7	376	206	310
NZ_ASHR01000014.1_24	COG0031	5.6e-157	517.4	457	1	454
NZ_ASHR01000014.1_276	COG0031	8e-107	351.9	317	6	314
NZ_ASHR01000014.1_230	COG0031	5.4e-32	104.8	411	25	296
NZ_ASHR01000014.1_133	COG0033	5.2e-43	140.9	556	44	538
NZ_ASHR01000014.1_184	COG0033	2e-28	79.9	463	37	349
NZ_ASHR01000014.1_193	COG0035	3.9e-09	28.9	326	207	257
NZ_ASHR01000014.1_144	COG0039	2.1e-119	392.9	317	3	315
NZ_ASHR01000014.1_156	COG0041	3.2e-93	307.3	177	8	172
NZ_ASHR01000014.1_29	COG0044	1.7e-25	56.4	406	3	122
NZ_ASHR01000014.1_29	COG0044	1.7e-25	26.6	406	318	388
NZ_ASHR01000014.1_105	COG0054	1.4e-56	185.0	161	11	157
NZ_ASHR01000014.1_43	COG0057	4.3e-14	29.9	359	55	169
NZ_ASHR01000014.1_256	COG0059	2.4e-162	533.5	342	1	331
NZ_ASHR01000014.1_188	COG0059	4.7e-09	28.9	479	258	328
NZ_ASHR01000014.1_244	COG0079	5.1e-38	124.7	408	22	384
NZ_ASHR01000014.1_25	COG0079	2e-08	26.6	389	59	184
NZ_ASHR01000014.1_2	COG0080	8.9e-75	244.0	144	4	143
NZ_ASHR01000014.1_3	COG0081	6.1e-113	370.6	230	1	228
NZ_ASHR01000014.1_106	COG0108	1.6e-177	585.2	422	1	414
NZ_ASHR01000014.1_192	COG0110	2e-15	42.9	477	320	440
NZ_ASHR01000014.1_262	COG0111	4.2e-135	445.0	531	1	527
NZ_ASHR01000014.1_206	COG0111	2.8e-79	261.0	352	60	346
NZ_ASHR01000014.1_188	COG0111	4.3e-10	32.0	479	257	348
NZ_ASHR01000014.1_256	COG0111	9.3e-09	27.9	342	15	101
NZ_ASHR01000014.1_202	COG0111	1.2e-08	27.5	301	6	78
NZ_ASHR01000014.1_269	COG0115	3.3e-86	283.7	363	37	358
NZ_ASHR01000014.1_108	COG0117	8.8e-117	382.9	344	8	340
NZ_ASHR01000014.1_219	COG0124	1.5e-103	340.4	414	1	395
NZ_ASHR01000014.1_60	COG0125	3.8e-96	317.1	211	1	207
NZ_ASHR01000014.1_253	COG0129	2e-252	833.1	566	7	564
NZ_ASHR01000014.1_230	COG0133	2.6e-09	30.2	411	24	104
NZ_ASHR01000014.1_43	COG0136	3.3e-131	431.5	359	13	354
NZ_ASHR01000014.1_220	COG0148	9.5e-216	710.3	427	1	424
NZ_ASHR01000014.1_137	COG0151	4.3e-13	38.9	589	63	206
NZ_ASHR01000014.1_155	COG0151	6.9e-11	33.4	374	3	177
NZ_ASHR01000014.1_110	COG0162	3.8e-16	52.1	332	4	285
NZ_ASHR01000014.1_94	COG0171	4e-11	33.7	308	2	190
NZ_ASHR01000014.1_7	COG0178	1.3e-29	37.3	549	157	258
NZ_ASHR01000014.1_7	COG0178	1.3e-29	45.5	549	417	539
NZ_ASHR01000014.1_125	COG0178	1.9e-26	43.2	520	151	230
NZ_ASHR01000014.1_125	COG0178	1.9e-26	32.7	520	401	479
NZ_ASHR01000014.1_21	COG0178	1.2e-25	32.6	512	141	215
NZ_ASHR01000014.1_21	COG0178	1.2e-25	41.0	512	384	482
NZ_ASHR01000014.1_98	COG0178	2.8e-19	61.4	305	131	237
NZ_ASHR01000014.1_96	COG0178	7e-18	47.9	590	483	570
NZ_ASHR01000014.1_18	COG0178	3.9e-17	45.3	618	514	608
NZ_ASHR01000014.1_140	COG0178	7.3e-14	34.6	575	465	562
NZ_ASHR01000014.1_141	COG0178	2.8e-12	32.7	685	555	651
NZ_ASHR01000014.1_270	COG0179	6.8e-107	352.3	259	1	255
NZ_ASHR01000014.1_205	COG0179	1.8e-37	123.4	259	1	246
NZ_ASHR01000014.1_284	COG0179	9.2e-09	28.5	272	86	267
NZ_ASHR01000014.1_110	COG0180	4.9e-139	458.1	332	3	331
NZ_ASHR01000014.1_155	COG0189	5.1e-18	57.7	374	12	286
NZ_ASHR01000014.1_137	COG0189	9.6e-18	57.6	589	16	312
NZ_ASHR01000014.1_212	COG0193	9e-74	241.9	194	2	191
NZ_ASHR01000014.1_129	COG0213	7.8e-187	616.1	430	2	428
NZ_ASHR01000014.1_24	COG0215	2.7e-24	78.9	457	4	97
NZ_ASHR01000014.1_276	COG0215	1.5e-18	60.5	317	9	99
NZ_ASHR01000014.1_114	COG0218	7.7e-26	84.5	546	35	539
NZ_ASHR01000014.1_16	COG0222	1.1e-54	179.9	130	2	129
NZ_ASHR01000014.1_162	COG0241	2.7e-10	34.2	292	3	112
NZ_ASHR01000014.1_15	COG0244	8e-74	243.9	173	2	171
NZ_ASHR01000014.1_192	COG0245	4.9e-15	47.6	477	3	127
NZ_ASHR01000014.1_1	COG0250	8.3e-55	179.5	155	2	154
NZ_ASHR01000014.1_51	COG0251	4.8e-36	119.0	153	16	150
NZ_ASHR01000014.1_137	COG0253	1.6e-11	37.3	589	15	333
NZ_ASHR01000014.1_108	COG0262	1.1e-16	53.4	344	155	304
NZ_ASHR01000014.1_42	COG0263	1.5e-09	26.7	425	157	209
NZ_ASHR01000014.1_226	COG0277	1.3e-50	166.6	431	4	421
NZ_ASHR01000014.1_37	COG0280	1.9e-202	668.4	707	5	697
NZ_ASHR01000014.1_37	COG0281	5e-76	250.3	707	375	695
NZ_ASHR01000014.1_38	COG0282	1.7e-178	588.5	397	1	395
NZ_ASHR01000014.1_256	COG0287	6.9e-09	28.4	342	17	86
NZ_ASHR01000014.1_206	COG0287	1.1e-08	28.0	352	165	237
NZ_ASHR01000014.1_262	COG0287	3.4e-08	25.4	531	140	200
NZ_ASHR01000014.1_128	COG0295	1.6e-61	202.6	142	2	135
NZ_ASHR01000014.1_121	COG0297	1.3e-11	36.9	384	199	329
NZ_ASHR01000014.1_207	COG0304	1.8e-08	26.6	261	51	178
NZ_ASHR01000014.1_107	COG0307	1.3e-90	297.7	209	1	206
NZ_ASHR01000014.1_255	COG0317	4.8e-08	25.6	172	6	98
NZ_ASHR01000014.1_152	COG0340	7.9e-65	213.3	242	11	239
NZ_ASHR01000014.1_84	COG0346	9.8e-10	32.1	131	12	125
NZ_ASHR01000014.1_101	COG0351	2.1e-09	30.5	313	181	272
NZ_ASHR01000014.1_41	COG0353	1.8e-101	332.9	200	2	198
NZ_ASHR01000014.1_200	COG0362	1.6e-223	736.9	481	1	477
NZ_ASHR01000014.1_88	COG0362	5.5e-16	51.7	300	7	206
NZ_ASHR01000014.1_52	COG0365	1.3e-280	927.4	648	10	646
NZ_ASHR01000014.1_251	COG0365	2.3e-124	410.4	559	36	556
NZ_ASHR01000014.1_114	COG0370	7.5e-11	32.1	546	40	282
