	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000151.1_1	QGNH01000151.1	QGNH01000151.1	1	193	528	1	E													0	False	F
QGNH01000151.1_2	QGNH01000151.1	QGNH01000151.1	2	917	1063	1	E													0	False	F
QGNH01000151.1_3	QGNH01000151.1	QGNH01000151.1	3	1060	1380	1	E													0	False	F
QGNH01000151.1_4	QGNH01000151.1	QGNH01000151.1	4	1377	1541	1	E													0	False	F
QGNH01000151.1_5	QGNH01000151.1	QGNH01000151.1	5	1538	1717	1	E													0	False	F
QGNH01000151.1_6	QGNH01000151.1	QGNH01000151.1	6	1714	1887	1	E													0	False	F
QGNH01000151.1_7	QGNH01000151.1	QGNH01000151.1	7	1884	2291	1	D			YP_010678253.1	YP_010678253.1 endonuclease VII [Arthrobacter phage Crewmate]	False	0.489	101.0	2.9909999999999998e-24	Recombination endonuclease VII [PF02945.18]	VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	0	False	F
QGNH01000151.1_8	QGNH01000151.1	QGNH01000151.1	8	2288	2530	1	E													0	False	F
QGNH01000151.1_9	QGNH01000151.1	QGNH01000151.1	9	2527	3984	1	D			YP_009824072.1	YP_009824072.1 ATP-binding protein [Erwinia phage vB_EhrS_59]	False	0.497	216.0	1.066e-58	AAA domain [PF13479.9]	VOG01067	sp|P44662|Y361_HAEIN Probable iron transport system ATP-binding protein HI_0361; Xh	Xh	0	False	F
QGNH01000151.1_10	QGNH01000151.1	QGNH01000151.1	10	3995	4321	1	E													0	False	F
QGNH01000151.1_11	QGNH01000151.1	QGNH01000151.1	11	4318	4725	1	D									Domain of unknown function (DUF4406) [PF14359.9]				0	False	F
QGNH01000151.1_12	QGNH01000151.1	QGNH01000151.1	12	4722	4958	1	E													0	False	F
QGNH01000151.1_13	QGNH01000151.1	QGNH01000151.1	13	4955	5386	1	D			YP_010756164.1	YP_010756164.1 HNH endonuclease [Streptomyces phage Ignacio]	False	0.646	141.0	4.465e-38	HNH endonuclease [PF13392.9]	VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01000151.1_14	QGNH01000151.1	QGNH01000151.1	14	5386	5841	1	E										VOG03219	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000151.1_15	QGNH01000151.1	QGNH01000151.1	15	5838	5942	1	E													0	False	
QGNH01000151.1_16	QGNH01000151.1	QGNH01000151.1	16	5939	6193	1	E													0	False	
QGNH01000151.1_17	QGNH01000151.1	QGNH01000151.1	17	6190	6969	1	D			YP_010648350.1	YP_010648350.1 DNA modification methyltransferase [Staphylococcus phage IME1354_01]	False	0.406	94.0	6.228e-20	DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]				0	False	
QGNH01000151.1_18	QGNH01000151.1	QGNH01000151.1	18	6966	7454	1	E													0	False	
QGNH01000151.1_19	QGNH01000151.1	QGNH01000151.1	19	7441	8724	1	D			YP_579193.1	YP_579193.1 DNA helicase [Streptomyces phage mu1/6]	False	0.294	124.0	1.523e-28	AAA domain [PF13481.9]				0	False	
QGNH01000151.1_20	QGNH01000151.1	QGNH01000151.1	20	8869	9294	1	C	K03111	single-strand DNA-binding protein	YP_009600699.1	YP_009600699.1 single strand DNA binding protein [Escherichia phage vB_EcoM_ECOO78]	False	0.299	73.0	1.891e-14	Single-strand binding protein family [PF00436.28]	VOG00906	sp|O21902|SSB_BPLSK SSB protein; Xh	Xh	0	False	
QGNH01000151.1_21	QGNH01000151.1	QGNH01000151.1	21	9321	10133	1	E													0	False	
QGNH01000151.1_22	QGNH01000151.1	QGNH01000151.1	22	10130	10567	1	E													0	False	
QGNH01000151.1_23	QGNH01000151.1	QGNH01000151.1	23	10560	10895	1	E													0	False	
QGNH01000151.1_24	QGNH01000151.1	QGNH01000151.1	24	10888	11379	1	E													0	False	
QGNH01000151.1_25	QGNH01000151.1	QGNH01000151.1	25	11366	11686	1	E										VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
QGNH01000151.1_26	QGNH01000151.1	QGNH01000151.1	26	11683	12195	1	E													0	False	
QGNH01000151.1_27	QGNH01000151.1	QGNH01000151.1	27	12307	12516	1	E													0	False	
QGNH01000151.1_28	QGNH01000151.1	QGNH01000151.1	28	12676	12855	1	E													0	False	
QGNH01000151.1_29	QGNH01000151.1	QGNH01000151.1	29	12855	13265	1	E													0	False	
QGNH01000151.1_30	QGNH01000151.1	QGNH01000151.1	30	13304	14623	1	D			YP_009221546.1	YP_009221546.1 DNA methyltransferase [Verrucomicrobia phage P8625]	False	0.342	224.0	6.178e-62	DNA methylase [PF01555.21]; ParB/Sulfiredoxin domain [PF02195.21]	VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xp;Xh	0	False	
QGNH01000151.1_31	QGNH01000151.1	QGNH01000151.1	31	14493	15107	-1	D			YP_010357830.1	YP_010357830.1 HNH endonuclease [Haloarcula tailed virus 2]	False	0.499	83.0	7.956e-17	HNH endonuclease [PF01844.26]	VOG00093	sp|P69175|NING_BPVT2 Protein ninG; Xu	Xu	1	False	
QGNH01000151.1_32	QGNH01000151.1	QGNH01000151.1	32	15220	15612	1	E			YP_007673351.1	YP_007673351.1 hypothetical protein PSYG_00040 [Psychrobacter phage pOW20-A]	False	0.394	66.0	3.627e-12					0	False	
QGNH01000151.1_33	QGNH01000151.1	QGNH01000151.1	33	15575	17026	1	E			YP_009778571.1	YP_009778571.1 terminase large subunit [Synechococcus phage ACG-2014f_Syn7803C8]	False	0.238	63.0	3.649e-09		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000151.1_34	QGNH01000151.1	QGNH01000151.1	34	17078	19354	1	D			YP_009883982.1	YP_009883982.1 portal protein [Arthrobacter phage Vibaki]	False	0.238	104.0	2.259e-21	Protein of unknown function (DUF935) [PF06074.15]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
QGNH01000151.1_35	QGNH01000151.1	QGNH01000151.1	35	19351	21015	1	D			YP_010676295.1	YP_010676295.1 hypothetical protein PQD67_gp038 [Klebsiella phage vB_KpnS-Carvaje]	False	0.354	115.0	6.511e-25	Mu-like prophage I protein [PF10123.12]				0	False	
QGNH01000151.1_36	QGNH01000151.1	QGNH01000151.1	36	21020	21427	1	E													0	False	
QGNH01000151.1_37	QGNH01000151.1	QGNH01000151.1	37	21443	22375	1	E										VOG10432	sp|Q6QIB5|CAPSD_BPBMU Major capsid protein; XhXs	Xs;Xh	0	False	V
QGNH01000151.1_38	QGNH01000151.1	QGNH01000151.1	38	22443	22751	1	E													0	False	
QGNH01000151.1_39	QGNH01000151.1	QGNH01000151.1	39	22757	23197	1	E													0	False	
QGNH01000151.1_40	QGNH01000151.1	QGNH01000151.1	40	23185	23742	1	D									Phage virion morphogenesis family [PF05069.16]				0	False	
QGNH01000151.1_41	QGNH01000151.1	QGNH01000151.1	41	23742	24233	1	E													0	False	
QGNH01000151.1_42	QGNH01000151.1	QGNH01000151.1	42	24248	24499	1	E													0	False	
QGNH01000151.1_43	QGNH01000151.1	QGNH01000151.1	43	24496	25533	1	E													0	False	
QGNH01000151.1_44	QGNH01000151.1	QGNH01000151.1	44	25533	25928	1	E													0	False	
QGNH01000151.1_45	QGNH01000151.1	QGNH01000151.1	45	25925	26350	1	E													0	False	
QGNH01000151.1_46	QGNH01000151.1	QGNH01000151.1	46	26355	28367	1	E										VOG03921	sp|P51731|TMP_BPHC1 Probable tape measure protein; Xs	Xs	0	False	V
QGNH01000151.1_47	QGNH01000151.1	QGNH01000151.1	47	28364	28792	1	E													0	False	
QGNH01000151.1_48	QGNH01000151.1	QGNH01000151.1	48	28803	29207	1	E													0	False	
QGNH01000151.1_49	QGNH01000151.1	QGNH01000151.1	49	29223	31718	1	E													0	False	F
QGNH01000151.1_50	QGNH01000151.1	QGNH01000151.1	50	31729	32238	1	E													0	False	F
QGNH01000151.1_51	QGNH01000151.1	QGNH01000151.1	51	32241	32543	1	E													1	False	F
QGNH01000151.1_52	QGNH01000151.1	QGNH01000151.1	52	32623	33459	1	D			YP_010002601.1	YP_010002601.1 peptidase [Gordonia phage Lilbeanie]	False	0.26	63.0	1.643e-09	Papain family cysteine protease [PF00112.26]				0	False	F
QGNH01000151.1_53	QGNH01000151.1	QGNH01000151.1	53	33459	34127	1	E													0	False	F
QGNH01000151.1_54	QGNH01000151.1	QGNH01000151.1	54	34136	34690	1	E													0	False	F
QGNH01000151.1_55	QGNH01000151.1	QGNH01000151.1	55	34692	35114	1	E													0	False	F
QGNH01000151.1_56	QGNH01000151.1	QGNH01000151.1	56	35126	35725	1	E													0	False	F
