locus_tag	ftype	length_bp	gene	EC_number	COG	product
INLNLBME_00001	rRNA	478				16S ribosomal RNA (partial)
INLNLBME_00002	rRNA	1418				23S ribosomal RNA (partial)
INLNLBME_00003	CDS	219				hypothetical protein
INLNLBME_00004	CDS	282				hypothetical protein
INLNLBME_00005	CDS	1158				hypothetical protein
INLNLBME_00006	CDS	738	rhaS_1			HTH-type transcriptional activator RhaS
INLNLBME_00007	CDS	921				hypothetical protein
INLNLBME_00008	CDS	792	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
INLNLBME_00009	CDS	3270				hypothetical protein
INLNLBME_00010	CDS	816				hypothetical protein
INLNLBME_00011	CDS	909				hypothetical protein
INLNLBME_00012	CDS	243				hypothetical protein
INLNLBME_00013	tRNA	77				tRNA-Val(gac)
INLNLBME_00014	CDS	2019	uvrB		COG0556	UvrABC system protein B
INLNLBME_00015	CDS	1188	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
INLNLBME_00016	CDS	405				Bacteriohemerythrin
INLNLBME_00017	CDS	1002				hypothetical protein
INLNLBME_00018	CDS	1386				hypothetical protein
INLNLBME_00019	CDS	1374	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
INLNLBME_00020	CDS	1185	bktB	2.3.1.16	COG0183	Beta-ketothiolase BktB
INLNLBME_00021	CDS	747				putative protein
INLNLBME_00022	CDS	1101				hypothetical protein
INLNLBME_00023	CDS	594				hypothetical protein
INLNLBME_00024	CDS	780	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
INLNLBME_00025	CDS	1707	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
INLNLBME_00026	CDS	4161				hypothetical protein
INLNLBME_00027	CDS	168				hypothetical protein
INLNLBME_00028	CDS	930	ompL		COG3203	Porin-like protein L
INLNLBME_00029	CDS	792				hypothetical protein
INLNLBME_00030	CDS	1158	rssB_1			Regulator of RpoS
INLNLBME_00031	CDS	483				hypothetical protein
INLNLBME_00032	CDS	468			COG0664	putative NTE family protein
INLNLBME_00033	CDS	636				hypothetical protein
INLNLBME_00034	CDS	1359				hypothetical protein
INLNLBME_00035	CDS	1203				hypothetical protein
INLNLBME_00036	CDS	1395	murG_1	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
INLNLBME_00037	CDS	747				hypothetical protein
INLNLBME_00038	CDS	600	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
INLNLBME_00039	CDS	1134	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
INLNLBME_00040	CDS	1272	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
INLNLBME_00041	CDS	2622				hypothetical protein
INLNLBME_00042	CDS	1203				hypothetical protein
INLNLBME_00043	CDS	999	nikB		COG0601	Nickel transport system permease protein NikB
INLNLBME_00044	CDS	171				hypothetical protein
INLNLBME_00045	CDS	1968	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
INLNLBME_00046	CDS	606				hypothetical protein
INLNLBME_00047	CDS	1812				hypothetical protein
INLNLBME_00048	CDS	954	talB_1	2.2.1.2	COG0176	Transaldolase B
INLNLBME_00049	CDS	1053	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
INLNLBME_00050	CDS	930				hypothetical protein
INLNLBME_00051	CDS	123				hypothetical protein
INLNLBME_00052	CDS	372				hypothetical protein
INLNLBME_00053	CDS	300				hypothetical protein
INLNLBME_00054	CDS	477				hypothetical protein
INLNLBME_00055	CDS	285				hypothetical protein
INLNLBME_00056	CDS	354				hypothetical protein
INLNLBME_00057	CDS	330				hypothetical protein
INLNLBME_00058	CDS	195				hypothetical protein
INLNLBME_00059	CDS	327				hypothetical protein
INLNLBME_00060	CDS	1257				hypothetical protein
INLNLBME_00061	CDS	225				hypothetical protein
INLNLBME_00062	CDS	192				hypothetical protein
INLNLBME_00063	CDS	267				hypothetical protein
INLNLBME_00064	tRNA	77				tRNA-Pro(tgg)
