	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000381.1_1	QGNH01000381.1	QGNH01000381.1	1	2	982	1	D														Phage portal protein, lambda family [PF05136.16]				0	False	F
QGNH01000381.1_2	QGNH01000381.1	QGNH01000381.1	2	985	3129	1	D	YP_001293349.1	YP_001293349.1 head maturation protease [Pseudomonas phage F10]	False	0.237	123.0	4.018e-27	MER0248681	S14	MER0248681 - family S14 non-peptidase homologues (Serratia sp. AS12) [S14.UNW]#S14#{peptidase unit: 35-668}~source YP_004501835~	False	119.0	1.217e-25	0.247	Mu-like prophage major head subunit gpT [PF10124.12]	VOG04241	sp|Q9T1W1|CAPSD_BPMU Major capsid protein; XhXs	Xs;Xh	0	False	VPF
QGNH01000381.1_3	QGNH01000381.1	QGNH01000381.1	3	3207	3830	1	D														Uncharacterized conserved protein (DUF2190) [PF09956.12]				0	False	F
QGNH01000381.1_4	QGNH01000381.1	QGNH01000381.1	4	4007	4387	1	E																		0	False	F
QGNH01000381.1_5	QGNH01000381.1	QGNH01000381.1	5	4384	4824	1	E																		0	False	F
QGNH01000381.1_6	QGNH01000381.1	QGNH01000381.1	6	4821	5180	1	E																		0	False	F
QGNH01000381.1_7	QGNH01000381.1	QGNH01000381.1	7	5336	5599	1	E																		0	False	F
QGNH01000381.1_8	QGNH01000381.1	QGNH01000381.1	8	5623	5736	1	E																		0	False	F
QGNH01000381.1_9	QGNH01000381.1	QGNH01000381.1	9	5793	6443	1	E																		0	False	F
QGNH01000381.1_10	QGNH01000381.1	QGNH01000381.1	10	6503	7075	1	E																		0	False	F
QGNH01000381.1_11	QGNH01000381.1	QGNH01000381.1	11	7356	9224	1	E	YP_009290922.1	YP_009290922.1 endolysin [Propionibacterium phage PFR2]	False	0.198	88.0	1.804e-16									VOG03921	sp|P51731|TMP_BPHC1 Probable tape measure protein; Xs	Xs	0	False	VF
QGNH01000381.1_12	QGNH01000381.1	QGNH01000381.1	12	9226	9852	1	E																		0	False	F
QGNH01000381.1_13	QGNH01000381.1	QGNH01000381.1	13	10039	10203	-1	E																		0	False	F
