	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001576.1_1	QGNH01001576.1	QGNH01001576.1	1	192	515	1	E																		0	False	F
QGNH01001576.1_2	QGNH01001576.1	QGNH01001576.1	2	543	1022	1	E																		0	False	F
QGNH01001576.1_3	QGNH01001576.1	QGNH01001576.1	3	1028	1297	1	E																		1	False	F
QGNH01001576.1_4	QGNH01001576.1	QGNH01001576.1	4	1654	2286	1	E																		0	False	F
QGNH01001576.1_5	QGNH01001576.1	QGNH01001576.1	5	2576	3388	-1	D	YP_004062041.1	YP_004062041.1 hypothetical protein MpV1_158 [Micromonas sp. RCC1109 virus MpV1]	False	0.282	98.0	2.092e-21								Anp1 [PF03452.17]	VOG01514	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001576.1_6	QGNH01001576.1	QGNH01001576.1	6	3444	3860	-1	E																		0	False	F
QGNH01001576.1_7	QGNH01001576.1	QGNH01001576.1	7	3873	4109	-1	E																		0	False	F
QGNH01001576.1_8	QGNH01001576.1	QGNH01001576.1	8	4115	5167	-1	E															VOG02257	REFSEQ major head protein; Xu	Xu	0	False	F
QGNH01001576.1_9	QGNH01001576.1	QGNH01001576.1	9	5195	5938	-1	E																		0	False	
QGNH01001576.1_10	QGNH01001576.1	QGNH01001576.1	10	6004	6822	-1	D	YP_009999879.1	YP_009999879.1 head maturation protease [Providencia phage vB_PreS-Stilesk]	False	0.286	93.0	1.145e-19	MER1354704	S49B	MER1354704 - subfamily S49B unassigned peptidases () [S49.UPB]#S49B#{peptidase unit: 103-286}~source PAW76827~	False	141.0	1.07e-35	0.46	Peptidase family S49 [PF01343.21]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xh;Xs	0	False	VP
QGNH01001576.1_11	QGNH01001576.1	QGNH01001576.1	11	7022	8815	-1	D	YP_009221552.1	YP_009221552.1 portal protein [Verrucomicrobia phage P8625]	False	0.178	81.0	2.513e-14								Phage portal protein, lambda family [PF05136.16]				0	False	
QGNH01001576.1_12	QGNH01001576.1	QGNH01001576.1	12	8822	9097	-1	E																		0	False	
QGNH01001576.1_13	QGNH01001576.1	QGNH01001576.1	13	9478	11556	-1	E																		0	False	
QGNH01001576.1_14	QGNH01001576.1	QGNH01001576.1	14	11556	11783	-1	E																		0	False	F
QGNH01001576.1_15	QGNH01001576.1	QGNH01001576.1	15	11780	12055	-1	E																		0	False	F
QGNH01001576.1_16	QGNH01001576.1	QGNH01001576.1	16	12052	12894	-1	E																		0	False	F
QGNH01001576.1_17	QGNH01001576.1	QGNH01001576.1	17	12901	13125	-1	E																		0	False	F
QGNH01001576.1_18	QGNH01001576.1	QGNH01001576.1	18	13122	13775	-1	E																		0	False	F
QGNH01001576.1_19	QGNH01001576.1	QGNH01001576.1	19	13772	14278	-1	E																		0	False	F
QGNH01001576.1_20	QGNH01001576.1	QGNH01001576.1	20	14305	14604	-1	E																		0	False	F
QGNH01001576.1_21	QGNH01001576.1	QGNH01001576.1	21	14567	15373	-1	D	YP_009222774.1	YP_009222774.1 DNA methyltransferase [Pseudomonas phage PS-1]	False	0.336	139.0	4.472e-35								C-5 cytosine-specific DNA methylase [PF00145.20]	VOG00281	sp|P34877|MTSA_LACLC Type II methyltransferase M1.ScrFI; XhXp	Xh;Xp	0	False	F
QGNH01001576.1_22	QGNH01001576.1	QGNH01001576.1	22	15679	15828	-1	E																		0	False	F
QGNH01001576.1_23	QGNH01001576.1	QGNH01001576.1	23	15825	16586	-1	E																		0	False	F
