locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334527.1_2_652_+					phrog_9231	VOG05559	VOG:VOG05559	216	1.8e-74	242.4		REFSEQ terminase small subunit
MZ334527.1_810_974_+												Hypothetical
MZ334527.1_1157_1333_-												Hypothetical
MZ334527.1_1356_1685_-												Hypothetical
MZ334527.1_1682_2017_-												Hypothetical
MZ334527.1_2068_3675_+			COG1783		phrog_5902	VOG07294	VOG:VOG07294	535	8.1e-21	66.2		sp|Q05219|VG13_BPML5 Gene 13 protein
MZ334527.1_3679_4014_+												Hypothetical
MZ334527.1_4107_4244_+						VOG35562	VOG:VOG35562	45	3e-24	77.1		REFSEQ hypothetical protein
MZ334527.1_4246_5097_+												Hypothetical
MZ334527.1_5094_7379_+		K09961	COG3567		phrog_146	VOG00562	VOG:VOG00562	761	5.2e-61	199.1		sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29
MZ334527.1_7383_8498_+			COG2369		phrog_758	VOG03625	VOG:VOG03625	371	1.3e-78	256.3		sp|P45918|YQBB_BACSU Uncharacterized protein YqbB
MZ334527.1_8573_9259_+	K07451	K07451	COG1403		phrog_1271	VOG01977	VOG:VOG01977	228	1.4e-89	291.7		REFSEQ HNH endonuclease
MZ334527.1_9296_11269_+												Hypothetical
MZ334527.1_11266_11790_+												Hypothetical
MZ334527.1_11790_13019_+					phrog_771	VOG04467	VOG:VOG04467	409	6.7e-88	286.7		REFSEQ virion structural protein
MZ334527.1_13019_13384_+												Hypothetical
MZ334527.1_13476_13856_+												Hypothetical
MZ334527.1_13924_14127_+					phrog_18714	VOG14650	VOG:VOG14650	67	5.9e-32	101.7		REFSEQ hypothetical protein
MZ334527.1_14539_15054_+					phrog_6788	VOG01682	VOG:VOG01682	171	1.2e-50	163.9		REFSEQ hypothetical protein
MZ334527.1_15051_15473_+					phrog_5	VOG00130	PHROG:phrog_5	140	5.7e-13	34.2		tail completion or Neck1 protein
MZ334527.1_15504_16106_+					phrog_7545	VOG02127	PHROG:phrog_7545	200	5.2e-48	130.3		HNH endonuclease
MZ334527.1_16103_16516_+												Hypothetical
MZ334527.1_16513_18111_+		K13925, K10297	COG3420		phrog_2234	VOG01455	VOG:VOG01455	532	1.1e-138	455.6		REFSEQ tail protein
MZ334527.1_18164_18697_+												Hypothetical
MZ334527.1_18864_20066_+												Hypothetical
MZ334527.1_20066_20407_+												Hypothetical
MZ334527.1_20634_22340_+			COG5280		phrog_4197		PHROG:phrog_4197	568	1.5e-17	52.8		tail length tape measure protein
MZ334527.1_22340_24271_+					phrog_18315	VOG01754	VOG:VOG01754	643	1.5e-219	723.4		REFSEQ hypothetical protein
MZ334527.1_24274_24546_+												Hypothetical
MZ334527.1_24543_25178_+												Hypothetical
MZ334527.1_25313_25543_-												Hypothetical
MZ334527.1_25175_26743_+					phrog_20556	VOG02941	VOG:VOG02941	522	8.2e-16	48.7		REFSEQ baseplate protein
MZ334527.1_26887_27015_+												Hypothetical
MZ334527.1_27173_27571_-												Hypothetical
MZ334527.1_27672_28256_-					phrog_22961	VOG14464	VOG:VOG14464	194	2e-81	264.8		REFSEQ hypothetical protein
MZ334527.1_28438_28605_-												Hypothetical
MZ334527.1_28605_29009_-												Hypothetical
MZ334527.1_29329_30105_-		K04802	COG0592		phrog_947	VOG00220	VOG:VOG00220	251	1.2e-37	121.4		sp|Q7T6Y0|PCNA_MIMIV Probable DNA polymerase sliding clamp
MZ334527.1_30102_30386_-												Hypothetical
MZ334527.1_30486_30689_+												Hypothetical
MZ334527.1_30791_30955_-												Hypothetical
MZ334527.1_31026_31160_+												Hypothetical
MZ334527.1_31389_31541_-												Hypothetical
MZ334527.1_31589_31990_+						VOG26445	VOG:VOG26445	133	1.2e-76	247.3		REFSEQ hypothetical protein
MZ334527.1_31987_32553_+												Hypothetical
MZ334527.1_32568_32771_+												Hypothetical
MZ334527.1_33130_33384_+												Hypothetical
MZ334527.1_33909_34358_+	K07451	K07451	COG1403		phrog_589	VOG00284	COG:COG1403	149	4.4e-15	47.9		McrA; 
MZ334527.1_34454_34957_+												Hypothetical
MZ334527.1_34950_37049_+		K10726	COG1241		phrog_10371	VOG14467	VOG:VOG14467	699	0	1017.4		sp|Q9UXG1|MCM_SACS2 Minichromosome maintenance protein MCM
MZ334527.1_37051_37269_+						VOG26251	VOG:VOG26251	72	2.5e-48	153.8		REFSEQ hypothetical protein
MZ334527.1_37323_37622_+						VOG33275	VOG:VOG33275	99	1.1e-61	197.4		REFSEQ hypothetical protein
MZ334527.1_37465_37932_+												Hypothetical
MZ334527.1_38079_38267_+												Hypothetical
MZ334527.1_38316_38528_+												Hypothetical
MZ334527.1_38587_38808_+												Hypothetical
MZ334527.1_38805_39080_+												Hypothetical
MZ334527.1_39429_39605_+												Hypothetical
MZ334527.1_39891_40097_+												Hypothetical
MZ334527.1_40347_40820_+												Hypothetical
MZ334527.1_40866_41018_+												Hypothetical
MZ334527.1_41063_41764_+					phrog_18924	VOG11956	VOG:VOG11956	233	5.5e-87	282.7		REFSEQ CxxC motif protein
MZ334527.1_41767_42024_+												Hypothetical
MZ334527.1_42159_42290_+												Hypothetical
