Name	Count
Carbohydrate metabolism	421
Lipid metabolism	95
Amino acid metabolism	342
Metabolism of cofactors and vitamins	196
Xenobiotics biodegradation and metabolism	154
Biosynthesis of other secondary metabolites	72
Glycan biosynthesis and metabolism	76
Energy metabolism	195
Signal transduction	151
Metabolism of other amino acids	78
Transport and catabolism	20
Cancer: overview	20
Cardiovascular disease	33
Protein families: signaling and cellular processes	789
Unclassified: metabolism	254
Protein families: metabolism	302
Metabolism of terpenoids and polyketides	43
Nucleotide metabolism	105
Infectious disease: bacterial	30
Neurodegenerative disease	137
Protein families: genetic information processing	664
Endocrine system	15
Environmental adaptation	34
Endocrine and metabolic disease	23
Nervous system	20
Substance dependence	7
Drug resistance: antineoplastic	6
Cancer: specific types	6
Circulatory system	3
Poorly characterized	148
Folding, sorting and degradation	44
Cell motility	49
Translation	80
Digestive system	2
Cellular community - prokaryotes	118
Cell growth and death	35
Drug resistance: antimicrobial	39
Aging	14
Immune system	8
Infectious disease: viral	10
Replication and repair	84
Infectious disease: parasitic	6
Excretory system	1
Development and regeneration	1
Unclassified: signaling and cellular processes	60
Membrane transport	238
Transcription	5
Unclassified: genetic information processing	49
Immune disease	1
Not included in regular maps	1
