	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000987.1_1	QGNH01000987.1	QGNH01000987.1	1	2	244	1	E											0	False	F
QGNH01000987.1_2	QGNH01000987.1	QGNH01000987.1	2	255	1199	1	E											0	False	F
QGNH01000987.1_3	QGNH01000987.1	QGNH01000987.1	3	1196	2608	1	E											0	False	F
QGNH01000987.1_4	QGNH01000987.1	QGNH01000987.1	4	2619	2993	1	E											0	False	F
QGNH01000987.1_5	QGNH01000987.1	QGNH01000987.1	5	2990	3226	1	E											0	False	F
QGNH01000987.1_6	QGNH01000987.1	QGNH01000987.1	6	3223	3786	1	E											0	False	F
QGNH01000987.1_7	QGNH01000987.1	QGNH01000987.1	7	3826	4401	1	E											0	False	F
QGNH01000987.1_8	QGNH01000987.1	QGNH01000987.1	8	4431	4598	1	E											0	False	F
QGNH01000987.1_9	QGNH01000987.1	QGNH01000987.1	9	4606	4878	1	E											0	False	F
QGNH01000987.1_10	QGNH01000987.1	QGNH01000987.1	10	4889	5563	1	E											0	False	F
QGNH01000987.1_11	QGNH01000987.1	QGNH01000987.1	11	5542	7809	1	E	YP_009100270.1	YP_009100270.1 terminase [Shigella phage POCJ13]	False	0.186	93.0	5.327e-18		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000987.1_12	QGNH01000987.1	QGNH01000987.1	12	7813	8373	1	D							Zinc ribbon domain [PF09723.13]				0	False	F
QGNH01000987.1_13	QGNH01000987.1	QGNH01000987.1	13	8454	10511	1	E											0	False	F
QGNH01000987.1_14	QGNH01000987.1	QGNH01000987.1	14	10511	10696	1	E											0	False	F
QGNH01000987.1_15	QGNH01000987.1	QGNH01000987.1	15	10917	11384	1	E											0	False	F
QGNH01000987.1_16	QGNH01000987.1	QGNH01000987.1	16	11454	11903	-1	E	YP_003169710.1	YP_003169710.1 phosphoadenosine phosphosulfate reductase [Thermus phage P23-77]	False	0.343	67.0	2.711e-12					0	False	F
QGNH01000987.1_17	QGNH01000987.1	QGNH01000987.1	17	12073	12474	-1	E											0	False	F
