Name	Count
Carbohydrate metabolism	418
Lipid metabolism	101
Amino acid metabolism	339
Metabolism of cofactors and vitamins	184
Xenobiotics biodegradation and metabolism	138
Biosynthesis of other secondary metabolites	71
Glycan biosynthesis and metabolism	83
Energy metabolism	183
Signal transduction	150
Metabolism of other amino acids	80
Transport and catabolism	19
Cancer: overview	22
Cardiovascular disease	38
Protein families: signaling and cellular processes	813
Unclassified: metabolism	256
Protein families: metabolism	297
Metabolism of terpenoids and polyketides	39
Nucleotide metabolism	108
Infectious disease: bacterial	28
Neurodegenerative disease	143
Protein families: genetic information processing	652
Endocrine system	16
Environmental adaptation	33
Endocrine and metabolic disease	24
Nervous system	21
Substance dependence	7
Drug resistance: antineoplastic	6
Cancer: specific types	7
Circulatory system	3
Poorly characterized	141
Folding, sorting and degradation	46
Cell motility	50
Translation	77
Digestive system	3
Cellular community - prokaryotes	123
Cell growth and death	36
Drug resistance: antimicrobial	37
Aging	13
Immune system	8
Infectious disease: viral	11
Replication and repair	82
Infectious disease: parasitic	6
Excretory system	1
Development and regeneration	1
Unclassified: signaling and cellular processes	56
Membrane transport	240
Transcription	4
Unclassified: genetic information processing	47
Immune disease	1
Signaling molecules and interaction	3
