	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000923.1_1	QGNH01000923.1	QGNH01000923.1	1	196	966	-1	D														Trypsin-like peptidase domain [PF13365.9]				0	False	F
QGNH01000923.1_2	QGNH01000923.1	QGNH01000923.1	2	979	3090	-1	D	YP_009042806.1	YP_009042806.1 terminase [Anabaena phage A-4L]	False	0.186	83.0	4.833e-15								Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01000923.1_3	QGNH01000923.1	QGNH01000923.1	3	3138	3716	-1	E																		0	False	F
QGNH01000923.1_4	QGNH01000923.1	QGNH01000923.1	4	3713	3892	-1	E																		0	False	F
QGNH01000923.1_5	QGNH01000923.1	QGNH01000923.1	5	3879	4196	-1	E																		0	False	F
QGNH01000923.1_6	QGNH01000923.1	QGNH01000923.1	6	4204	4419	-1	D														Zinc ribbon domain [PF09723.13]				0	False	F
QGNH01000923.1_7	QGNH01000923.1	QGNH01000923.1	7	4446	4619	-1	E																		0	False	F
QGNH01000923.1_8	QGNH01000923.1	QGNH01000923.1	8	4631	5434	-1	D	YP_007354306.1	YP_007354306.1 peptidase [Acanthamoeba polyphaga moumouvirus]	False	0.365	130.0	2.912e-32	MER0701732	C01A	MER0701732 - subfamily C1A unassigned peptidases (Tumebacillus flagellatus) [C01.UPA]#C01A#{peptidase unit: 13-217}~source A0A074LUZ8~	False	155.0	1.703e-40	0.413	Papain family cysteine protease [PF00112.26]	VOG04780	REFSEQ hypothetical protein; Xu	Xu	0	False	PF
QGNH01000923.1_9	QGNH01000923.1	QGNH01000923.1	9	5444	5740	-1	E																		0	False	
QGNH01000923.1_10	QGNH01000923.1	QGNH01000923.1	10	5740	6420	-1	E																		0	False	
QGNH01000923.1_11	QGNH01000923.1	QGNH01000923.1	11	6535	7047	-1	D	YP_009592219.1	YP_009592219.1 endolysin [Acinetobacter phage vB_AbaM-IME-AB2]	False	0.288	68.0	3.791e-12								Predicted Peptidoglycan domain [PF09374.13]	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	
QGNH01000923.1_12	QGNH01000923.1	QGNH01000923.1	12	7178	7576	1	E																		0	False	
QGNH01000923.1_13	QGNH01000923.1	QGNH01000923.1	13	8042	8278	-1	E																		0	False	
QGNH01000923.1_14	QGNH01000923.1	QGNH01000923.1	14	8278	8628	-1	E																		0	False	
QGNH01000923.1_15	QGNH01000923.1	QGNH01000923.1	15	8579	8950	-1	E																		0	False	
QGNH01000923.1_16	QGNH01000923.1	QGNH01000923.1	16	8960	11320	-1	E																		0	False	F
QGNH01000923.1_17	QGNH01000923.1	QGNH01000923.1	17	11317	12111	-1	E																		0	False	F
QGNH01000923.1_18	QGNH01000923.1	QGNH01000923.1	18	12111	12950	-1	E																		0	False	F
QGNH01000923.1_19	QGNH01000923.1	QGNH01000923.1	19	12901	14028	-1	E																		0	False	F
QGNH01000923.1_20	QGNH01000923.1	QGNH01000923.1	20	14049	14549	-1	E																		0	False	F
QGNH01000923.1_21	QGNH01000923.1	QGNH01000923.1	21	14527	14769	-1	E																		0	False	F
