	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000249.1_1	QGNH01000249.1	QGNH01000249.1	1	165	632	-1	E											0	False	F
QGNH01000249.1_2	QGNH01000249.1	QGNH01000249.1	2	766	1095	-1	E											0	False	F
QGNH01000249.1_3	QGNH01000249.1	QGNH01000249.1	3	1120	1413	-1	E											0	False	F
QGNH01000249.1_4	QGNH01000249.1	QGNH01000249.1	4	1410	2339	-1	E											0	False	F
QGNH01000249.1_5	QGNH01000249.1	QGNH01000249.1	5	2341	4449	-1	D							RecF/RecN/SMC N terminal domain [PF02463.22]; AAA domain [PF13476.9]	VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xp;Xh	0	False	F
QGNH01000249.1_6	QGNH01000249.1	QGNH01000249.1	6	4459	4857	-1	E											0	False	F
QGNH01000249.1_7	QGNH01000249.1	QGNH01000249.1	7	4891	6012	-1	E											0	False	F
QGNH01000249.1_8	QGNH01000249.1	QGNH01000249.1	8	6160	6369	-1	E											0	False	
QGNH01000249.1_9	QGNH01000249.1	QGNH01000249.1	9	6688	6891	-1	E											0	False	
QGNH01000249.1_10	QGNH01000249.1	QGNH01000249.1	10	6906	7340	-1	E											0	False	
QGNH01000249.1_11	QGNH01000249.1	QGNH01000249.1	11	7350	7688	-1	E											0	False	
QGNH01000249.1_12	QGNH01000249.1	QGNH01000249.1	12	7685	8431	-1	E											0	False	
QGNH01000249.1_13	QGNH01000249.1	QGNH01000249.1	13	9055	9300	-1	E											0	False	
QGNH01000249.1_14	QGNH01000249.1	QGNH01000249.1	14	9297	9656	-1	E											0	False	
QGNH01000249.1_15	QGNH01000249.1	QGNH01000249.1	15	9649	10143	-1	E											0	False	
QGNH01000249.1_16	QGNH01000249.1	QGNH01000249.1	16	10495	10791	-1	E											0	False	
QGNH01000249.1_17	QGNH01000249.1	QGNH01000249.1	17	10776	11288	-1	E											0	False	
QGNH01000249.1_18	QGNH01000249.1	QGNH01000249.1	18	11431	11622	-1	E											0	False	
QGNH01000249.1_19	QGNH01000249.1	QGNH01000249.1	19	11866	12081	-1	E											1	False	
QGNH01000249.1_20	QGNH01000249.1	QGNH01000249.1	20	12078	12620	-1	D	YP_009810871.1	YP_009810871.1 bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase [Synechococcus phage S-T4]	False	0.343	88.0	6.783e-19	Cytidylyltransferase-like [PF01467.29]				0	False	MKF
QGNH01000249.1_21	QGNH01000249.1	QGNH01000249.1	21	12604	12897	-1	E											0	False	F
QGNH01000249.1_22	QGNH01000249.1	QGNH01000249.1	22	13361	14446	-1	D							ATP dependent DNA ligase domain [PF01068.24]; WGR domain [PF05406.18]	VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xr;Xh	0	False	VF
QGNH01000249.1_23	QGNH01000249.1	QGNH01000249.1	23	14463	14867	-1	E											0	False	F
QGNH01000249.1_24	QGNH01000249.1	QGNH01000249.1	24	14860	15099	-1	E											0	False	F
QGNH01000249.1_25	QGNH01000249.1	QGNH01000249.1	25	15575	17392	1	D	YP_007517474.1	YP_007517474.1 terminase large subunit [Bacillus phage Andromeda]	False	0.197	113.0	3.6459999999999996e-24	Phage terminase large subunit gpA, ATPase domain [PF05876.15]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
