	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000645.1_1	QGNH01000645.1	QGNH01000645.1	1	2	310	-1	E																		0	False	F
QGNH01000645.1_2	QGNH01000645.1	QGNH01000645.1	2	307	474	-1	E																		0	False	F
QGNH01000645.1_3	QGNH01000645.1	QGNH01000645.1	3	578	1813	1	D	YP_010082605.1	YP_010082605.1 DNA helicase [Arthrobacter phage LiSara]	False	0.227	119.0	7.469e-27								SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	F
QGNH01000645.1_4	QGNH01000645.1	QGNH01000645.1	4	1800	2072	1	E																		0	False	F
QGNH01000645.1_5	QGNH01000645.1	QGNH01000645.1	5	2069	2830	1	D	YP_010245949.1	YP_010245949.1 DNA polymerase/primase [Gordonia phage Neville]	False	0.319	81.0	6.701e-16								Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]				0	False	F
QGNH01000645.1_6	QGNH01000645.1	QGNH01000645.1	6	2827	3042	1	E																		0	False	F
QGNH01000645.1_7	QGNH01000645.1	QGNH01000645.1	7	3052	3264	1	E																		0	False	F
QGNH01000645.1_8	QGNH01000645.1	QGNH01000645.1	8	3261	4619	1	D														Family of unknown function (DUF5906) [PF19263.2]	VOG00749	sp|P10277|PRIM_BPP4 Putative P4-specific DNA primase; XhXr	Xr;Xh	0	False	VF
QGNH01000645.1_9	QGNH01000645.1	QGNH01000645.1	9	4616	4753	1	E																		0	False	F
QGNH01000645.1_10	QGNH01000645.1	QGNH01000645.1	10	5101	5346	1	E																		0	False	
QGNH01000645.1_11	QGNH01000645.1	QGNH01000645.1	11	5570	5839	1	E																		0	False	
QGNH01000645.1_12	QGNH01000645.1	QGNH01000645.1	12	5836	6204	1	E																		0	False	
QGNH01000645.1_13	QGNH01000645.1	QGNH01000645.1	13	6179	6547	1	E																		0	False	
QGNH01000645.1_14	QGNH01000645.1	QGNH01000645.1	14	6556	6993	1	E																		0	False	
QGNH01000645.1_15	QGNH01000645.1	QGNH01000645.1	15	7007	7312	1	E																		0	False	
QGNH01000645.1_16	QGNH01000645.1	QGNH01000645.1	16	7309	7548	1	E																		0	False	
QGNH01000645.1_17	QGNH01000645.1	QGNH01000645.1	17	7545	8138	1	E																		0	False	
QGNH01000645.1_18	QGNH01000645.1	QGNH01000645.1	18	8298	8849	1	D	YP_009102831.1	YP_009102831.1 endonuclease VII [Yersinia phage vB_YenP_AP5]	False	0.395	100.0	3.454e-23								Recombination endonuclease VII [PF02945.18]	VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01000645.1_19	QGNH01000645.1	QGNH01000645.1	19	8839	9291	1	E																		0	False	
QGNH01000645.1_20	QGNH01000645.1	QGNH01000645.1	20	9291	9560	1	E																		0	False	
QGNH01000645.1_21	QGNH01000645.1	QGNH01000645.1	21	9557	9982	1	E																		0	False	
QGNH01000645.1_22	QGNH01000645.1	QGNH01000645.1	22	10550	10798	1	E																		0	False	
QGNH01000645.1_23	QGNH01000645.1	QGNH01000645.1	23	10804	11025	1	E																		0	False	
QGNH01000645.1_24	QGNH01000645.1	QGNH01000645.1	24	11045	11905	1	E																		0	False	
QGNH01000645.1_25	QGNH01000645.1	QGNH01000645.1	25	11892	12329	1	E																		0	False	
QGNH01000645.1_26	QGNH01000645.1	QGNH01000645.1	26	12456	12686	1	E																		0	False	
QGNH01000645.1_27	QGNH01000645.1	QGNH01000645.1	27	12688	13047	1	E																		0	False	
QGNH01000645.1_28	QGNH01000645.1	QGNH01000645.1	28	13048	13359	1	E																		0	False	
QGNH01000645.1_29	QGNH01000645.1	QGNH01000645.1	29	13364	13681	1	E																		0	False	
QGNH01000645.1_30	QGNH01000645.1	QGNH01000645.1	30	13685	14695	1	E															VOG03878	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000645.1_31	QGNH01000645.1	QGNH01000645.1	31	14697	14852	1	E																		0	False	
QGNH01000645.1_32	QGNH01000645.1	QGNH01000645.1	32	14911	15159	1	E																		0	False	
QGNH01000645.1_33	QGNH01000645.1	QGNH01000645.1	33	15156	17099	1	E																		0	False	
QGNH01000645.1_34	QGNH01000645.1	QGNH01000645.1	34	17096	17515	-1	D	YP_010754446.1	YP_010754446.1 HNH endonuclease [Microbacterium phage Footloose]	False	0.427	104.0	3.877e-25								HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]	VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000645.1_35	QGNH01000645.1	QGNH01000645.1	35	17536	17946	-1	E																		0	False	
QGNH01000645.1_36	QGNH01000645.1	QGNH01000645.1	36	18271	18486	-1	D														'Cold-shock' DNA-binding domain [PF00313.25]				0	False	
QGNH01000645.1_37	QGNH01000645.1	QGNH01000645.1	37	18532	19008	-1	E																		0	False	
QGNH01000645.1_38	QGNH01000645.1	QGNH01000645.1	38	19066	19335	-1	E																		0	False	
QGNH01000645.1_39	QGNH01000645.1	QGNH01000645.1	39	19471	19677	-1	E																		0	False	
QGNH01000645.1_40	QGNH01000645.1	QGNH01000645.1	40	20024	21160	1	E																		0	False	
QGNH01000645.1_41	QGNH01000645.1	QGNH01000645.1	41	21277	21384	1	E																		0	False	
QGNH01000645.1_42	QGNH01000645.1	QGNH01000645.1	42	21614	22798	1	E																		0	False	
QGNH01000645.1_43	QGNH01000645.1	QGNH01000645.1	43	22888	23472	1	E	YP_009603586.1	YP_009603586.1 hypothetical protein FDH70_gp36 [Pseudomonas phage PaMx25]	False	0.446	89.0	5.693e-19												0	False	
QGNH01000645.1_44	QGNH01000645.1	QGNH01000645.1	44	23763	24884	1	E																		0	False	
QGNH01000645.1_45	QGNH01000645.1	QGNH01000645.1	45	24997	25467	1	E																		0	False	
QGNH01000645.1_46	QGNH01000645.1	QGNH01000645.1	46	25467	25634	1	E																		0	False	
QGNH01000645.1_47	QGNH01000645.1	QGNH01000645.1	47	25704	25862	-1	E																		0	False	
QGNH01000645.1_48	QGNH01000645.1	QGNH01000645.1	48	25960	26625	1	D	YP_009831997.1	YP_009831997.1 protease [Bacillus phage vB_BsuM-Goe3]	False	0.255	70.0	2.193e-12	MER0968793	S08A	MER0968793 - subfamily S8A unassigned peptidases (Clostridium sp. Maddingley MBC34-26) [S08.UPA]#S08A#{peptidase unit: 133-411}~source K6TWF7~	False	93.0	7.812e-20	0.289	Subtilase family [PF00082.25]	VOG14942	sp|P29139|ISP_PAEPO Intracellular serine protease; Xh	Xh	0	False	P
QGNH01000645.1_49	QGNH01000645.1	QGNH01000645.1	49	26667	27329	1	E																		0	False	
QGNH01000645.1_50	QGNH01000645.1	QGNH01000645.1	50	27403	27750	1	E																		0	False	
QGNH01000645.1_51	QGNH01000645.1	QGNH01000645.1	51	27754	28053	1	E																		0	False	
QGNH01000645.1_52	QGNH01000645.1	QGNH01000645.1	52	28055	28510	1	E																		0	False	
QGNH01000645.1_53	QGNH01000645.1	QGNH01000645.1	53	28679	29122	1	E																		0	False	
QGNH01000645.1_54	QGNH01000645.1	QGNH01000645.1	54	29116	29418	1	E																		0	False	
QGNH01000645.1_55	QGNH01000645.1	QGNH01000645.1	55	29937	30989	1	E																		0	False	
QGNH01000645.1_56	QGNH01000645.1	QGNH01000645.1	56	31275	33578	1	E																		0	False	F
QGNH01000645.1_57	QGNH01000645.1	QGNH01000645.1	57	33664	34413	1	E																		0	False	F
QGNH01000645.1_58	QGNH01000645.1	QGNH01000645.1	58	35272	35565	1	E																		0	False	F
QGNH01000645.1_59	QGNH01000645.1	QGNH01000645.1	59	35566	36081	1	E																		0	False	F
