	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001770.1_1	QGNH01001770.1	QGNH01001770.1	1	3	491	-1	D			YP_009801483.1	YP_009801483.1 terminase large subunit [Microbacterium phage Appa]	False	0.402	106.0	2.73e-25								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]				0	False	F
QGNH01001770.1_2	QGNH01001770.1	QGNH01001770.1	2	478	888	-1	D																Family of unknown function (DUF5681) [PF18932.3]				0	False	F
QGNH01001770.1_3	QGNH01001770.1	QGNH01001770.1	3	881	2218	-1	D			YP_007673350.1	YP_007673350.1 DNA methyltransferase [Psychrobacter phage pOW20-A]	False	0.338	238.0	1.4979999999999998e-66								DNA methylase [PF01555.21]; ParB/Sulfiredoxin domain [PF02195.21]	VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xh;Xp	0	False	F
QGNH01001770.1_4	QGNH01001770.1	QGNH01001770.1	4	2679	3035	-1	E																				0	False	F
QGNH01001770.1_5	QGNH01001770.1	QGNH01001770.1	5	3650	5050	1	C	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	YP_009209044.1	YP_009209044.1 minor tail protein with lysin activity [Mycobacterium phage Sheen]	False	0.243	93.0	2.208e-18	MER0094351	S12	MER0094351 - family S12 unassigned peptidases (Stenotrophomonas maltophilia) [S12.UPW]#S12#{peptidase unit: 150-470}~source YP_001972868~	False	0.505	293.0	7.703000000000001e-85	Beta-lactamase [PF00144.27]				0	False	PF
QGNH01001770.1_6	QGNH01001770.1	QGNH01001770.1	6	5155	5346	1	E																				0	False	
QGNH01001770.1_7	QGNH01001770.1	QGNH01001770.1	7	5828	6757	1	D																Lipase (class 3) [PF01764.28]	VOG00670	REFSEQ class 3 lipase; Xu	Xu	0	False	F
QGNH01001770.1_8	QGNH01001770.1	QGNH01001770.1	8	6679	6864	-1	E																				0	False	F
QGNH01001770.1_9	QGNH01001770.1	QGNH01001770.1	9	6892	7752	-1	D			YP_007354306.1	YP_007354306.1 peptidase [Acanthamoeba polyphaga moumouvirus]	False	0.457	223.0	1.138e-63	MER0428184	C01A	MER0428184 - xylellain (Pseudomonas coronafaciens) [C01.128]#C01A#{peptidase unit: 8-253}~source EGI03391~	False	0.669	329.0	4.305e-100	Papain family cysteine protease [PF00112.26]	VOG04780	REFSEQ hypothetical protein; Xu	Xu	0	False	PF
QGNH01001770.1_10	QGNH01001770.1	QGNH01001770.1	10	8144	9076	-1	E																				0	False	F
QGNH01001770.1_11	QGNH01001770.1	QGNH01001770.1	11	9320	9595	-1	E																				0	False	F
QGNH01001770.1_12	QGNH01001770.1	QGNH01001770.1	12	9875	10453	-1	E																				0	False	F
QGNH01001770.1_13	QGNH01001770.1	QGNH01001770.1	13	10539	11081	-1	E																				1	False	F
QGNH01001770.1_14	QGNH01001770.1	QGNH01001770.1	14	11103	11621	-1	D																Bacterial Ig-like domain (group 3) [PF16640.8]				0	False	F
