	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
MZ334527_MZ334527.1_1	MZ334527	MZ334527.1	1	2	652	1	E				0
MZ334527_MZ334527.1_2	MZ334527	MZ334527.1	2	649	798	-1	E				0
MZ334527_MZ334527.1_3	MZ334527	MZ334527.1	3	795	1025	-1	E				0
MZ334527_MZ334527.1_4	MZ334527	MZ334527.1	4	1015	1128	-1	E				0
MZ334527_MZ334527.1_5	MZ334527	MZ334527.1	5	1157	1333	-1	E				0
MZ334527_MZ334527.1_6	MZ334527	MZ334527.1	6	1356	1685	-1	E				0
MZ334527_MZ334527.1_7	MZ334527	MZ334527.1	7	1682	2017	-1	E				0
MZ334527_MZ334527.1_8	MZ334527	MZ334527.1	8	2068	3675	1	E				0
MZ334527_MZ334527.1_9	MZ334527	MZ334527.1	9	3679	4014	1	E				0
MZ334527_MZ334527.1_10	MZ334527	MZ334527.1	10	4014	4244	1	E				0
MZ334527_MZ334527.1_11	MZ334527	MZ334527.1	11	4246	5097	1	E				0
MZ334527_MZ334527.1_12	MZ334527	MZ334527.1	12	5094	7379	1	D			Protein of unknown function (DUF1073) [PF06381.14]	0
MZ334527_MZ334527.1_13	MZ334527	MZ334527.1	13	7383	8498	1	D			Phage Mu protein F like protein [PF04233.17]	0
MZ334527_MZ334527.1_14	MZ334527	MZ334527.1	14	8573	9259	1	D			HNH endonuclease [PF01844.26]	1
MZ334527_MZ334527.1_15	MZ334527	MZ334527.1	15	9296	11269	1	E				0
MZ334527_MZ334527.1_16	MZ334527	MZ334527.1	16	11266	11790	1	E				0
MZ334527_MZ334527.1_17	MZ334527	MZ334527.1	17	11790	13019	1	D			Family of unknown function (DUF6260) [PF19774.2]	0
MZ334527_MZ334527.1_18	MZ334527	MZ334527.1	18	13019	13384	1	E				0
MZ334527_MZ334527.1_19	MZ334527	MZ334527.1	19	13476	13856	1	E				0
MZ334527_MZ334527.1_20	MZ334527	MZ334527.1	20	13846	14127	1	E				0
MZ334527_MZ334527.1_21	MZ334527	MZ334527.1	21	14539	15054	1	E				0
MZ334527_MZ334527.1_22	MZ334527	MZ334527.1	22	15051	15473	1	E				0
MZ334527_MZ334527.1_23	MZ334527	MZ334527.1	23	15504	16106	1	D			HNH endonuclease [PF13392.9]	0
MZ334527_MZ334527.1_24	MZ334527	MZ334527.1	24	16103	16516	1	E				0
MZ334527_MZ334527.1_25	MZ334527	MZ334527.1	25	16513	18111	1	D			Pectate lyase superfamily protein [PF12708.10]; Periplasmic copper-binding protein (NosD) [PF05048.16]	0
MZ334527_MZ334527.1_26	MZ334527	MZ334527.1	26	18164	18697	1	E				0
MZ334527_MZ334527.1_27	MZ334527	MZ334527.1	27	18697	18861	1	E				0
MZ334527_MZ334527.1_28	MZ334527	MZ334527.1	28	18864	20066	1	E				0
MZ334527_MZ334527.1_29	MZ334527	MZ334527.1	29	20066	20407	1	E				0
MZ334527_MZ334527.1_30	MZ334527	MZ334527.1	30	20634	22340	1	E				0
MZ334527_MZ334527.1_31	MZ334527	MZ334527.1	31	22340	24271	1	E				0
MZ334527_MZ334527.1_32	MZ334527	MZ334527.1	32	24274	24546	1	E				0
MZ334527_MZ334527.1_33	MZ334527	MZ334527.1	33	24543	25178	1	E				0
MZ334527_MZ334527.1_34	MZ334527	MZ334527.1	34	25175	26743	1	E				0
MZ334527_MZ334527.1_35	MZ334527	MZ334527.1	35	27173	27571	-1	E				0
MZ334527_MZ334527.1_36	MZ334527	MZ334527.1	36	27568	27672	-1	E				0
MZ334527_MZ334527.1_37	MZ334527	MZ334527.1	37	27672	28256	-1	E				0
MZ334527_MZ334527.1_38	MZ334527	MZ334527.1	38	28253	28432	-1	E				0
MZ334527_MZ334527.1_39	MZ334527	MZ334527.1	39	28605	29009	-1	E				0
MZ334527_MZ334527.1_40	MZ334527	MZ334527.1	40	28996	29271	-1	E				0
MZ334527_MZ334527.1_41	MZ334527	MZ334527.1	41	29329	30105	-1	C	K04802	proliferating cell nuclear antigen	Proliferating cell nuclear antigen, N-terminal domain [PF00705.21]	0
MZ334527_MZ334527.1_42	MZ334527	MZ334527.1	42	30102	30386	-1	E				0
