	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000114.1_1	QGNH01000114.1	QGNH01000114.1	1	3	1235	1	D									Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.22]; Phosphoribosylglycinamide synthetase, C domain [PF02843.19]; ATP-grasp domain [PF02655.17]								0	False	F
QGNH01000114.1_2	QGNH01000114.1	QGNH01000114.1	2	1235	2989	1	E																	0	False	F
QGNH01000114.1_3	QGNH01000114.1	QGNH01000114.1	3	3136	4572	1	E																	0	False	F
QGNH01000114.1_4	QGNH01000114.1	QGNH01000114.1	4	4649	5386	1	E																	0	False	F
QGNH01000114.1_5	QGNH01000114.1	QGNH01000114.1	5	5535	5930	-1	E																	0	False	
QGNH01000114.1_6	QGNH01000114.1	QGNH01000114.1	6	5960	6451	-1	D									Chaperonin 10 Kd subunit [PF00166.24]								0	False	
QGNH01000114.1_7	QGNH01000114.1	QGNH01000114.1	7	6460	7689	-1	E																	0	False	
QGNH01000114.1_8	QGNH01000114.1	QGNH01000114.1	8	7708	9198	-1	D			YP_009099134.1	YP_009099134.1 DNA polymerase [Bacillus phage CP-51]	False	0.206	80.0	2.246e-14	DNA polymerase family A [PF00476.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	V
QGNH01000114.1_9	QGNH01000114.1	QGNH01000114.1	9	9200	9664	-1	E			YP_010078703.1	YP_010078703.1 endonuclease [Ralstonia phage Gervaise]	False	0.422	90.0	5.747e-20						VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000114.1_10	QGNH01000114.1	QGNH01000114.1	10	9616	9801	-1	E																	0	False	
QGNH01000114.1_11	QGNH01000114.1	QGNH01000114.1	11	9910	10437	-1	E																	0	False	
QGNH01000114.1_12	QGNH01000114.1	QGNH01000114.1	12	10434	10598	-1	E																	0	False	
QGNH01000114.1_13	QGNH01000114.1	QGNH01000114.1	13	10588	10971	-1	E																	0	False	
QGNH01000114.1_14	QGNH01000114.1	QGNH01000114.1	14	10985	12079	-1	E																	0	False	
QGNH01000114.1_15	QGNH01000114.1	QGNH01000114.1	15	12081	12518	-1	E			YP_003359141.1	YP_003359141.1 HNH endonuclease [Clavibacter phage CMP1]	False	0.414	94.0	1.291e-21						VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000114.1_16	QGNH01000114.1	QGNH01000114.1	16	12531	12770	-1	E																	0	False	
QGNH01000114.1_17	QGNH01000114.1	QGNH01000114.1	17	12807	13331	-1	E																	0	False	
QGNH01000114.1_18	QGNH01000114.1	QGNH01000114.1	18	13361	13627	-1	E																	0	False	
QGNH01000114.1_19	QGNH01000114.1	QGNH01000114.1	19	13624	14415	-1	D									AAA domain [PF13479.9]					VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	
QGNH01000114.1_20	QGNH01000114.1	QGNH01000114.1	20	14417	14608	-1	E																	0	False	
QGNH01000114.1_21	QGNH01000114.1	QGNH01000114.1	21	14658	15002	-1	E																	0	False	
QGNH01000114.1_22	QGNH01000114.1	QGNH01000114.1	22	15003	16127	-1	D									PD-(D/E)XK nuclease superfamily [PF12705.10]								0	False	
QGNH01000114.1_23	QGNH01000114.1	QGNH01000114.1	23	16124	16867	-1	E																	0	False	
