target	query	e-value	score	length	start	end
NZ_ASXD01000006.1_68708_70309_-	K09291	2.2e-20	69.0	533	33	405
NZ_ASXD01000004.1_17240_18226_-	K09291	8e-08	27.1	328	56	166
NZ_ASXD01000047.1_16599_18848_-	K06877	1.1e-257	855.1	749	6	726
NZ_ASXD01000020.1_9932_11377_+	K06877	1.1e-30	103.0	481	11	367
NZ_ASXD01000054.1_8371_9789_+	K06877	1.8e-29	98.8	472	19	337
NZ_ASXD01000003.1_1_23688_24956_-	K06877	1e-26	89.6	422	11	344
NZ_ASXD01000007.1_59398_60960_+	K06877	4.3e-24	80.3	520	16	393
NZ_ASXD01000007.1_42778_43944_-	K06877	1.6e-20	66.8	388	9	336
NZ_ASXD01000038.1_11448_13478_-	K06877	2.4e-09	30.3	676	491	578
NZ_ASXD01000002.1_48615_49895_+	K01841	2.8e-09	30.1	426	47	224
NZ_ASXD01000045.1_21147_22277_-	K00290	1e-10	32.4	376	3	323
NZ_ASXD01000051.1_2755_4299_-	K22319	2.4e-63	211.6	514	2	466
NZ_ASXD01000050.1_8012_9685_+	K22319	3.4e-55	184.6	557	24	515
NZ_ASXD01000008.1_41131_42843_-	K22319	2.8e-44	148.2	568	47	554
NZ_ASXD01000007.1_64406_65776_-	K22319	2.2e-34	106.3	456	62	393
NZ_ASXD01000084.1_9758_11305_+	K22319	5e-30	54.9	515	53	331
NZ_ASXD01000084.1_9758_11305_+	K22319	5e-30	44.5	515	384	495
NZ_ASXD01000048.1_19949_21220_-	K02498	6.3e-21	57.4	423	210	403
NZ_ASXD01000009.1_56146_56946_-	K00235	6.8e-21	72.1	262	59	240
NZ_ASXD01000022.1_34246_35427_-	K08151	5e-82	273.7	381	4	364
NZ_ASXD01000100.1_1653_2897_-	K08151	9.8e-50	167.1	414	21	400
NZ_ASXD01000007.1_26161_27630_+	K08151	8.9e-46	103.9	489	2	195
NZ_ASXD01000007.1_26161_27630_+	K08151	8.9e-46	53.6	489	220	479
NZ_ASXD01000001.1_110027_111268_-	K08151	2.1e-44	149.5	413	25	407
NZ_ASXD01000007.1_32316_33482_+	K08151	2.7e-43	145.9	388	3	374
NZ_ASXD01000081.1_8323_9645_-	K08151	7.1e-43	144.4	379	12	372
NZ_ASXD01000074.1_4948_6090_+	K08151	1.5e-32	81.6	380	6	253
NZ_ASXD01000074.1_4948_6090_+	K08151	1.5e-32	38.4	380	236	363
NZ_ASXD01000041.1_16320_17519_+	K08151	2.6e-29	99.8	399	7	389
NZ_ASXD01000026.1_23723_25063_-	K08151	2.4e-26	89.8	446	12	405
NZ_ASXD01000065.1_10736_11992_+	K08151	1.3e-25	87.5	418	15	409
NZ_ASXD01000065.1_12133_13317_+	K08151	7e-25	58.3	394	15	195
NZ_ASXD01000065.1_12133_13317_+	K08151	7e-25	32.9	394	210	380
NZ_ASXD01000032.1_15437_15964_+	K08151	7.3e-24	81.8	175	11	170
NZ_ASXD01000032.1_16002_16649_+	K08151	1.3e-20	69.4	215	24	201
NZ_ASXD01000015.1_37796_38977_-	K08151	3.6e-20	69.4	393	32	384
NZ_ASXD01000055.1_7149_8372_-	K08151	1.2e-18	64.4	407	9	390
NZ_ASXD01000004.1_46424_47671_-	K08151	2.1e-15	41.5	415	22	200
NZ_ASXD01000004.1_33081_34298_+	K08151	9.7e-15	50.9	405	38	390
NZ_ASXD01000028.1_27226_28458_-	K08151	1.5e-14	50.9	410	19	398
NZ_ASXD01000002.1_92875_94140_-	K08151	3.8e-14	45.7	421	7	405
NZ_ASXD01000039.1_19389_20516_+	K08151	9.1e-14	40.8	375	34	361
NZ_ASXD01000013.1_31789_32982_-	K08151	1.1e-13	39.0	397	63	393
NZ_ASXD01000152.1_334_1800_-	K08151	5.5e-13	36.2	489	4	468
NZ_ASXD01000039.1_6922_8103_-	K08151	5.8e-13	45.8	393	18	383
NZ_ASXD01000070.1_11830_13035_+	K08151	5.8e-13	42.6	401	13	195
NZ_ASXD01000120.1_1607_2758_-	K08151	2.3e-11	40.5	383	8	377
NZ_ASXD01000100.1_18_1511_-	K08151	2.7e-09	33.8	497	23	208
