locus_tag	ftype	length_bp	gene	EC_number	COG	product
LBGLICKM_00001	CDS	906				hypothetical protein
LBGLICKM_00002	CDS	342				hypothetical protein
LBGLICKM_00003	CDS	351				hypothetical protein
LBGLICKM_00004	CDS	360				hypothetical protein
LBGLICKM_00005	CDS	291				hypothetical protein
LBGLICKM_00006	CDS	138				hypothetical protein
LBGLICKM_00007	CDS	144				hypothetical protein
LBGLICKM_00008	CDS	279				hypothetical protein
LBGLICKM_00009	CDS	108				hypothetical protein
LBGLICKM_00010	CDS	249				hypothetical protein
LBGLICKM_00011	CDS	120				hypothetical protein
LBGLICKM_00012	CDS	669				hypothetical protein
LBGLICKM_00013	CDS	366				hypothetical protein
LBGLICKM_00014	CDS	270				hypothetical protein
LBGLICKM_00015	CDS	177				hypothetical protein
LBGLICKM_00016	CDS	189				hypothetical protein
LBGLICKM_00017	CDS	852				hypothetical protein
LBGLICKM_00018	CDS	219				hypothetical protein
LBGLICKM_00019	CDS	654				hypothetical protein
LBGLICKM_00020	CDS	333				hypothetical protein
LBGLICKM_00021	CDS	153				hypothetical protein
LBGLICKM_00022	CDS	1797				hypothetical protein
LBGLICKM_00023	CDS	399				hypothetical protein
LBGLICKM_00024	CDS	267				hypothetical protein
LBGLICKM_00025	CDS	177				hypothetical protein
LBGLICKM_00026	CDS	420				hypothetical protein
LBGLICKM_00027	CDS	432				hypothetical protein
LBGLICKM_00028	CDS	138				hypothetical protein
LBGLICKM_00029	CDS	276				hypothetical protein
LBGLICKM_00030	CDS	453				hypothetical protein
LBGLICKM_00031	CDS	297				hypothetical protein
LBGLICKM_00032	CDS	333				hypothetical protein
LBGLICKM_00033	CDS	183				hypothetical protein
LBGLICKM_00034	CDS	465				hypothetical protein
LBGLICKM_00035	CDS	480				hypothetical protein
LBGLICKM_00036	CDS	486				hypothetical protein
LBGLICKM_00037	CDS	552				hypothetical protein
LBGLICKM_00038	tRNA	77				tRNA-Arg(tct)
LBGLICKM_00039	CDS	876				hypothetical protein
