locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMCOAKHP_00001	CDS	252				hypothetical protein
MMCOAKHP_00002	CDS	630	eif6		COG1976	Translation initiation factor 6
MMCOAKHP_00003	CDS	378	pfdA			Prefoldin subunit alpha
MMCOAKHP_00004	CDS	1116	ftsY			Signal recognition particle receptor FtsY
MMCOAKHP_00005	CDS	1323			COG0541	Signal recognition particle 54 kDa protein
MMCOAKHP_00006	CDS	558				hypothetical protein
MMCOAKHP_00007	CDS	219				hypothetical protein
MMCOAKHP_00008	CDS	387				hypothetical protein
MMCOAKHP_00009	CDS	513	trmY	2.1.1.257	COG1901	tRNA (pseudouridine(54)-N(1))-methyltransferase
MMCOAKHP_00010	CDS	1260		5.4.99.25	COG1258	tRNA pseudouridine synthase Pus10
MMCOAKHP_00011	CDS	840				hypothetical protein
MMCOAKHP_00012	CDS	1188				hypothetical protein
MMCOAKHP_00013	CDS	753		2.5.1.41	COG1646	Geranylgeranylglyceryl phosphate synthase
MMCOAKHP_00014	CDS	1014	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
MMCOAKHP_00015	CDS	492	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
MMCOAKHP_00016	CDS	1887	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
MMCOAKHP_00017	CDS	1593				hypothetical protein
MMCOAKHP_00018	CDS	1170				hypothetical protein
MMCOAKHP_00019	CDS	906				hypothetical protein
MMCOAKHP_00020	CDS	147				hypothetical protein
MMCOAKHP_00021	CDS	378				hypothetical protein
MMCOAKHP_00022	CDS	381				hypothetical protein
MMCOAKHP_00023	CDS	1023				hypothetical protein
MMCOAKHP_00024	CDS	1722				hypothetical protein
MMCOAKHP_00025	CDS	4506				hypothetical protein
MMCOAKHP_00026	CDS	168				hypothetical protein
MMCOAKHP_00027	CDS	609				hypothetical protein
MMCOAKHP_00028	CDS	435				hypothetical protein
MMCOAKHP_00029	CDS	477				hypothetical protein
MMCOAKHP_00030	CDS	426				hypothetical protein
MMCOAKHP_00031	CDS	1581				hypothetical protein
MMCOAKHP_00032	CDS	261				hypothetical protein
	repeat_region	1241				
MMCOAKHP_00033	CDS	288	cas2	3.1.-.-	COG1343	CRISPR-associated endoribonuclease Cas2
MMCOAKHP_00034	CDS	948	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
MMCOAKHP_00035	CDS	474				hypothetical protein
MMCOAKHP_00036	CDS	981				hypothetical protein
MMCOAKHP_00037	CDS	744	cas3	3.1.-.-	COG2254	CRISPR-associated endonuclease Cas3-HD
MMCOAKHP_00038	CDS	1677	dbpA_1	3.6.4.13		ATP-dependent RNA helicase DbpA
MMCOAKHP_00039	CDS	753				hypothetical protein
MMCOAKHP_00040	CDS	963	cas7		COG1857	CRISPR-associated protein Cas7/Cst2/DevR
MMCOAKHP_00041	CDS	336				hypothetical protein
MMCOAKHP_00042	CDS	618				hypothetical protein
MMCOAKHP_00043	CDS	699	cas6	3.1.-.-	COG1583	CRISPR-associated endoribonuclease Cas6
MMCOAKHP_00044	CDS	168				hypothetical protein
MMCOAKHP_00045	CDS	594				hypothetical protein
MMCOAKHP_00046	CDS	177				hypothetical protein
MMCOAKHP_00047	CDS	225				hypothetical protein
MMCOAKHP_00048	CDS	267				hypothetical protein
MMCOAKHP_00049	CDS	264	relE3	3.1.-.-	COG2026	Toxin RelE3
MMCOAKHP_00050	CDS	180				hypothetical protein
MMCOAKHP_00051	CDS	834	xerA		COG0582	Tyrosine recombinase XerA
MMCOAKHP_00052	CDS	741				hypothetical protein
MMCOAKHP_00053	CDS	936				hypothetical protein
MMCOAKHP_00054	CDS	642				hypothetical protein
MMCOAKHP_00055	CDS	876				hypothetical protein
MMCOAKHP_00056	CDS	561				hypothetical protein
MMCOAKHP_00057	CDS	339				hypothetical protein
MMCOAKHP_00058	CDS	1167				hypothetical protein
MMCOAKHP_00059	CDS	543				hypothetical protein
MMCOAKHP_00060	CDS	300	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
MMCOAKHP_00061	CDS	594	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
MMCOAKHP_00062	CDS	162				hypothetical protein
MMCOAKHP_00063	tRNA	78				tRNA-Met(cat)
MMCOAKHP_00064	CDS	2586	kdpB	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
MMCOAKHP_00065	CDS	2457				hypothetical protein
MMCOAKHP_00066	CDS	2748				hypothetical protein
MMCOAKHP_00067	CDS	651	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
MMCOAKHP_00068	CDS	1464				hypothetical protein
MMCOAKHP_00069	CDS	1128				hypothetical protein
MMCOAKHP_00070	CDS	678			COG1136	putative ABC transporter ATP-binding protein
MMCOAKHP_00071	CDS	1131				hypothetical protein
MMCOAKHP_00072	CDS	309				hypothetical protein
MMCOAKHP_00073	CDS	468				hypothetical protein
MMCOAKHP_00074	CDS	672	radA_1			DNA repair protein RadA
MMCOAKHP_00075	tRNA	77				tRNA-Phe(gaa)
MMCOAKHP_00076	CDS	420				hypothetical protein
MMCOAKHP_00077	CDS	1488				hypothetical protein
MMCOAKHP_00078	CDS	204	rnp4	3.1.26.5	COG2023	Ribonuclease P protein component 4
MMCOAKHP_00079	CDS	579				hypothetical protein
MMCOAKHP_00080	CDS	198				hypothetical protein
MMCOAKHP_00081	CDS	396				hypothetical protein
MMCOAKHP_00082	CDS	372	rnp2	3.1.26.5	COG1369	Ribonuclease P protein component 2
MMCOAKHP_00083	CDS	480				hypothetical protein
MMCOAKHP_00084	CDS	432			COG1325	RNA-binding protein
MMCOAKHP_00085	CDS	564				hypothetical protein
MMCOAKHP_00086	CDS	630				hypothetical protein
MMCOAKHP_00087	CDS	1239				hypothetical protein
MMCOAKHP_00088	CDS	546			COG0197	50S ribosomal protein L10e
MMCOAKHP_00089	CDS	534	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MMCOAKHP_00090	CDS	225				hypothetical protein
MMCOAKHP_00091	CDS	825	galK	2.7.1.6		Galactokinase
MMCOAKHP_00092	CDS	1323	FDC1	4.1.1.-		Ferulic acid decarboxylase 1
MMCOAKHP_00093	CDS	1200				hypothetical protein
MMCOAKHP_00094	CDS	390				hypothetical protein
MMCOAKHP_00095	CDS	870				hypothetical protein
MMCOAKHP_00096	CDS	1695	pyrG	6.3.4.2	COG0504	CTP synthase
MMCOAKHP_00097	CDS	186				hypothetical protein
MMCOAKHP_00098	CDS	207				hypothetical protein
MMCOAKHP_00099	CDS	192				hypothetical protein
MMCOAKHP_00100	CDS	246				hypothetical protein
MMCOAKHP_00101	CDS	393				hypothetical protein
MMCOAKHP_00102	CDS	636				hypothetical protein
MMCOAKHP_00103	CDS	264				hypothetical protein
	repeat_region	432				
MMCOAKHP_00104	CDS	477				hypothetical protein
MMCOAKHP_00105	CDS	309				hypothetical protein
MMCOAKHP_00106	CDS	315				hypothetical protein
MMCOAKHP_00107	CDS	306				hypothetical protein
MMCOAKHP_00108	CDS	546				hypothetical protein
MMCOAKHP_00109	CDS	675				hypothetical protein
MMCOAKHP_00110	CDS	1227		3.6.4.13	COG0513	putative ATP-dependent RNA helicase
MMCOAKHP_00111	CDS	768	sfsA			Sugar fermentation stimulation protein A
MMCOAKHP_00112	rRNA	1499				16S ribosomal RNA
MMCOAKHP_00113	rRNA	2981				23S ribosomal RNA
MMCOAKHP_00114	CDS	642	gph_1	3.1.3.18		Phosphoglycolate phosphatase
MMCOAKHP_00115	CDS	1305			COG0531	putative protein
MMCOAKHP_00116	CDS	573				hypothetical protein
MMCOAKHP_00117	CDS	477				hypothetical protein
MMCOAKHP_00118	CDS	429				hypothetical protein
MMCOAKHP_00119	CDS	432				hypothetical protein
MMCOAKHP_00120	CDS	402				hypothetical protein
MMCOAKHP_00121	CDS	165				hypothetical protein
MMCOAKHP_00122	tRNA	78				tRNA-Ile(gat)
